,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm
370,15000000,Columbia Pictures Corporation,40227000,Mo' Money,R,24.07.1992 00:00,5.4,5876,Damon Wayans,1992,1,1.6818,170,FALSE,12251,tt0104897,Mo' Money,Mo' Money,"Action, Comedy, Thriller, Crime, Romance",US,"credit card, con artist, swindler",1992,-0.622075527676419,-1.0299654754616157,-0.8671168404143064
371,4000000,Other,1373196,South Central,R,18.09.1992 00:00,6.8,3841,Stephen Milburn Anderson,1992,0,-0.656701,-70,FALSE,23196,tt0105450,South Central,South Central,"Crime, Drama",US,"gang war, los angeles",1992,-1.0858052557991247,0.613459892038604,-0.9022235685508319
372,32000000,Warner Bros.,28590665,Final Analysis,R,7.02.1992 00:00,5.8,11503,Robert Berger,1992,0,-0.106541719,-10,FALSE,4823,tt0104265,Final Analysis,Final Analysis,"Drama, Thriller, Romance",US,"sex, infidelity, sister, murder, arson, gangster, lust, psychiatrist, extramarital affair, treatment, neo-noir",1992,0.09459768851321672,-0.5604153704615534,-0.7700428555375356
373,15500000,Other,6742168,The Mambo Kings,R,28.02.1992 00:00,6.4,4469,Oscar Hijuelos,1992,0,-0.565021419,-60,FALSE,40082,tt0104802,The Mambo Kings,The Mambo Kings,"Drama, Music","FR, US",mambo,1992,-0.6009969036708416,0.14390978703854165,-0.8913896494993635
374,30000000,Other,17129000,Freejack,R,17.01.1992 00:00,5.3,12883,Robert Sheckley,1992,0,-0.429033333,-40,FALSE,9278,tt0104299,Freejack,Freejack,Science Fiction,US,"future, chase, time travel, dystopia, immortality",1992,0.010283192490906621,-1.147353001711632,-0.7462358359658378
375,50000000,Hollywood Pictures,46666502,The Distinguished Gentleman,R,4.12.1992 00:00,5.9,13167,Marty Kaplan,1992,0,-0.06666996,-10,FALSE,10411,tt0104114,The Distinguished Gentleman,The Distinguished Gentleman,Comedy,US,"bestechung, business man, greed, falling in love",1992,0.8534281527140075,-0.443027844211537,-0.7413364203438362
376,40000000,Other,8251071,Christopher Columbus: The Discovery,PG-13,21.08.1992 00:00,4.4,2418,Mario Puzo,1992,0,-0.793723225,-80,FALSE,41682,tt0103962,Christopher Columbus: The Discovery,Christopher Columbus: The Discovery,Action,"ES, GB, US","biography, christopher columbus",1992,0.4318556726024571,-2.203840737961773,-0.926772401051213
377,17000000,Metro-Goldwyn-Mayer (MGM),4836637,Diggstown,R,14.08.1992 00:00,7.0,6006,Leonard Wise,1992,0,-0.715491941,-70,FALSE,19143,tt0104107,Diggstown,Diggstown,"Action, Comedy, Drama",US,"transporter, con man, boxing match, sport",1992,-0.537761031654109,0.8482349445386357,-0.8648741501647986
378,5000000,Other,1526697,A Midnight Clear,R,24.04.1992 00:00,7.2,7365,William Wharton,1992,0,-0.6946606,-70,FALSE,23908,tt0102443,A Midnight Clear,A Midnight Clear,"Drama, History",US,"germany, world war ii, christmas",1992,-1.0436480077879695,1.0830099970386673,-0.8414294113257136
379,40000000,Other,20883046,Mr. Baseball,PG-13,2.10.1992 00:00,5.9,8610,Theo Pelletier,1992,0,-0.47792385,-50,FALSE,18722,tt0104926,Mr. Baseball,Mr. Baseball,"Comedy, Romance","US, JP","japan, baseball",1992,0.4318556726024571,-0.443027844211537,-0.8199513393208122
380,5000000,Other,1050861,Light Sleeper,R,13.03.1992 00:00,6.9,3999,Paul Schrader,1992,0,-0.7898278,-80,FALSE,36351,tt0102307,Light Sleeper,Light Sleeper,"Drama, Crime",US,"suicide, drug dealer, redemption, addict, existentialism",1992,-1.0436480077879695,0.7308474182886203,-0.8994978373245069
381,10000000,Other,384048,American Heart,R,7.05.1993 00:00,6.8,2634,Peter Silverman,1992,0,-0.9615952,-100,FALSE,7015,tt0103670,American Heart,American Heart,"Crime, Drama",US,"prisoner, alcoholism, independent film",1993,-0.8328617677321943,0.613459892038604,-0.9230460849443386
382,3330000,Other,5414619,Passion Fish,R,11.12.1992 00:00,7.5,4448,John Sayles,1992,1,0.626011712,60,FALSE,41768,tt0105107,Passion Fish,Passion Fish,Drama,US,"wheelchair, louisiana, independent film, soap opera, actress, accident",1992,-1.1140506119665985,1.4351725757887144,-0.8917519302319763
383,18000000,Other,6375979,Article 99,R,13.03.1992 00:00,6.1,2585,Ron Cutler,1992,0,-0.645778944,-60,FALSE,25269,tt0101371,Article 99,Article 99,"Comedy, Drama",US,"asylum, pflegen, hospital",1992,-0.49560378364295393,-0.2082527917115064,-0.9238914066537683
384,3000000,Other,141554,Simple Men,R,6.11.1992 00:00,7.2,3563,Hal Hartley,1992,0,-0.952815333,-100,FALSE,47802,tt0105411,Simple Men,Simple Men,"Crime, Drama, Romance","IT, GB, US",independent film,1992,-1.1279625038102796,1.0830099970386673,-0.9070194753920869
385,800000,Other,114516,Guncrazy,R,9.09.1993 00:00,5.6,1768,Matthew Bright,1992,0,-0.856855,-90,FALSE,24065,tt0104377,Guncrazy,Guncrazy,"Drama, Romance, Thriller, Crime",US,"prison, rape, gun, murder, independent film, teenager, woman director",1993,-1.2207084494348208,-0.795190422961585,-0.9379858522987519
386,24000000,Other,608866,Ruby Cairo,PG-13,29.10.1993 00:00,5.0,1886,Robert Dillon,1992,0,-0.974630583,-100,FALSE,69035,tt0107999,Ruby Cairo,Ruby Cairo,"Mystery, Thriller","GB, US, JP","cairo, mexico, bank, arms smuggling",1993,-0.24266029557602367,-1.499515580461679,-0.9359501796107371
387,13000000,Other,3721911,The Gun in Betty Lou's Handbag,PG-13,21.08.1992 00:00,5.0,1430,Grace Cary Bickley,1992,0,-0.713699154,-70,FALSE,47898,tt0104376,The Gun in Betty Lou's Handbag,The Gun in Betty Lou's Handbag,"Comedy, Thriller, Mystery",US,"murder, librarian",1992,-0.7063900236987292,-1.499515580461679,-0.943816846947472
388,16000000,Other,17957265,Used People,PG-13,22.01.1993 00:00,6.0,1225,Todd Graff,1992,1,0.122329063,10,FALSE,41779,tt0105706,Used People,Used People,"Comedy, Drama, Romance","JP, US",woman director,1993,-0.579918279665264,-0.3256403179615217,-0.9473533969563112
389,38000,Other,117480,Laws of Gravity,R,20.08.1993 00:00,7.0,769,Nick Gomez,1992,1,2.091578947,210,FALSE,1482,tt0104693,Laws of Gravity,Laws of Gravity,"Action, Drama",US,"delinquency, independent film",1993,-1.2528322724193208,0.8482349445386357,-0.9552200642930462
390,28000000,Other,39514713,Hocus Pocus,PG,16.07.1993 00:00,6.7,67192,David Kirschner,1993,1,0.41123975,40,FALSE,10439,tt0107120,Hocus Pocus,Hocus Pocus,"Comedy, Family, Fantasy",US,"witch, halloween, salem, trick or treating, spellcasting",1993,-0.07403130353140347,0.49607236578858865,0.19067389296121864
391,25000000,Hollywood Pictures,56505065,Tombstone,R,25.12.1993 00:00,7.8,103911,Kevin Jarre,1993,1,1.2602026,130,FALSE,11969,tt0108358,Tombstone,Tombstone,"Action, Adventure, Drama, History, Western",US,"retirement, wyatt earp, right and justice, historical figure",1993,-0.20050304756486861,1.7873351545387612,0.8241303796664163
392,18000000,Touchstone Pictures,75082668,The Nightmare Before Christmas,PG,29.10.1993 00:00,8.0,242487,Tim Burton,1993,1,3.171259333,320,FALSE,9479,tt0107688,The Nightmare Before Christmas,The Nightmare Before Christmas,"Fantasy, Animation, Family",US,"holiday, fire, santa claus, magic, halloween, skeleton, musical, christmas tree, fall from height, woods, animation, pumpkin, jack o lantern, saving christmas, christmas",1993,-0.49560378364295393,2.022110207038793,3.214769179787865
393,6900000,Other,7993039,Dazed and Confused,R,10.02.1994 00:00,7.7,133831,Richard Linklater,1993,1,0.158411449,20,FALSE,9571,tt0106677,Dazed and Confused,Dazed and Confused,"Comedy, Drama",US,"1970s, texas, high school, comedy, coming of age, summer, teenager, period drama, great soundtrack",1994,-0.9635492365667749,1.669947628288746,1.3402941663223578
394,13000000,Other,12281500,True Romance,R,10.09.1993 00:00,8.0,174471,Quentin Tarantino,1993,0,-0.055269231,-10,FALSE,319,tt0108399,True Romance,True Romance,"Action, Thriller, Crime, Romance",US,"father son relationship, film producer, mexican standoff, loss of father, cocaine, love, mafia, los angeles, drug, illegal prostitution, gun violence",1993,-0.7063900236987292,2.022110207038793,2.0413936412454015
395,75000000,Paramount Pictures,48919043,Addams Family Values,PG-13,19.11.1993 00:00,6.6,62350,Charles Addams,1993,0,-0.347746093,-30,FALSE,2758,tt0106220,Addams Family Values,Addams Family Values,"Comedy, Family, Fantasy",US,"jealousy, baby, brother sister relationship, butler, yuppie, nanny, summer camp, guillotine, uncle",1993,1.9073593529928838,0.3786848395385723,0.1071423068987832
396,22000000,Other,17266971,A Bronx Tale,R,1.10.1993 00:00,7.8,106183,Chazz Palminteri,1993,0,-0.215137682,-20,FALSE,1607,tt0106489,A Bronx Tale,A Bronx Tale,"Drama, Crime",US,"gambling, father son relationship, black people, italo-american, italian, loyalty, gangster boss, funeral, molotow cocktail, gang leader, nostalgia, game of dice, bus driver, best friend, extreme violence, witness to murder, hoodlum, xenophobia, father figure",1993,-0.32697479159833376,1.7873351545387612,0.863325704642429
397,11000000,Paramount Pictures,9170214,What's Eating Gilbert Grape,PG-13,4.03.1994 00:00,7.8,183569,Peter Hedges,1993,0,-0.166344182,-20,FALSE,1587,tt0108550,What's Eating Gilbert Grape,What's Eating Gilbert Grape,"Romance, Drama",US,"brother brother relationship, mentally disabled, iowa, widow, dysfunctional family, independent film",1994,-0.7907045197210393,1.7873351545387612,2.1983474557840297
398,20000000,Other,35739755,Robin Hood: Men in Tights,PG-13,28.07.1993 00:00,6.7,97973,J.D. Shapiro,1993,1,0.78698775,80,FALSE,8005,tt0107977,Robin Hood: Men in Tights,Robin Hood: Men in Tights,Comedy,"FR, US","witch, tree house, robin hood, forest, taxes, thief, parody, arrow, spoof, tournament",1993,-0.4112892876206439,0.49607236578858865,0.7216911896542847
399,85000000,Columbia Pictures Corporation,50016394,Last Action Hero,PG-13,18.06.1993 00:00,6.3,114476,Zak Penn,1993,0,-0.411571835,-40,FALSE,9593,tt0107362,Last Action Hero,Last Action Hero,"Adventure, Fantasy, Action, Comedy, Family",US,"magic, movie in movie, spoof, magical object, cartoon cat, ticket, self-referential, projectionist, child's point of view",1993,2.328931833104434,0.026522260788525286,1.0063920910975668
400,70000000,Other,84049211,Cliffhanger,R,28.05.1993 00:00,6.4,102888,John Long,1993,1,0.200703014,20,FALSE,9350,tt0106582,Cliffhanger,Cliffhanger,"Action, Adventure, Thriller","FR, IT, US","mountain, rocky mountains, airplane, hijacking, suitcase, climbing, heist, money, snow, mountain climbing",1993,1.6965731129371087,0.14390978703854165,0.806482132549136
401,20000000,Warner Bros.,77698625,Free Willy,PG,16.07.1993 00:00,5.9,56085,Keith Walker,1993,1,2.88493125,290,FALSE,1634,tt0106965,Free Willy,Free Willy,"Family, Adventure","FR, US","social work, social worker, human animal relationship, whale, freedom, best friend, amusement park, aftercreditsstinger",1993,-0.4112892876206439,-0.443027844211537,-0.0009381116640334399
402,38000000,Paramount Pictures,106614100,Indecent Proposal,R,7.04.1993 00:00,5.8,51687,Jack Engelhard,1993,1,1.805634211,180,FALSE,4478,tt0107211,Indecent Proposal,Indecent Proposal,Drama,US,"gambling, adultery, love of one's life, shortage of money, millionaire",1993,0.347541176580147,-0.5604153704615534,-0.07681004795122698
403,26000000,TriStar Pictures,77324422,Philadelphia,PG-13,14.01.1994 00:00,7.7,191244,Ron Nyswaner,1993,1,1.974016231,200,FALSE,9800,tt0107818,Philadelphia,Philadelphia,Drama,US,"gay, aids, homophobia, jurors, court, partner, hiv, lawyer, dying, discrimination, judiciary",1994,-0.15834579955371356,1.669947628288746,2.330752437822276
404,30000000,Universal Pictures,36948322,Carlito's Way,R,12.11.1993 00:00,7.9,173380,Edwin Torres,1993,1,0.231610733,20,FALSE,6075,tt0106519,Carlito's Way,Carlito's Way,"Action, Crime, Drama, Thriller",US,"prison, 1970s, puerto rican, release from prison, criminal past, love, night club, violence, drug, disco",1993,0.010283192490906621,1.9047226807887776,2.022572294612994
405,38000000,Touchstone Pictures,57319029,Sister Act 2: Back in the Habit,PG,10.12.1993 00:00,5.4,39452,Paul Rudnick,1993,1,0.5083955,50,FALSE,6279,tt0108147,Sister Act 2: Back in the Habit,Sister Act 2: Back in the Habit,"Music, Comedy",US,"musical, monastery",1993,0.347541176580147,-1.0299654754616157,-0.2878817033568234
406,57000000,Warner Bros.,58055768,Demolition Man,R,8.10.1993 00:00,6.6,133674,Peter M. Lenkov,1993,1,0.018522246,0,FALSE,9739,tt0106697,Demolition Man,Demolition Man,"Crime, Action, Science Fiction",US,"helicopter, martial arts, crime fighter, social control, museum, future, cryogenics, utopia, dystopia, fistfight, police, psychopath, betrayal, shootout, cyberpunk, explosion, violence, foot chase, car chase, warden, prison escape, subterranean, censorship, culture shock, knitting",1993,1.1485288887920928,0.3786848395385723,1.3375856865594908
407,42000000,Other,20915465,Super Mario Bros.,PG,28.05.1993 00:00,4.0,40601,Parker Bennett,1993,0,-0.502012738,-50,FALSE,9607,tt0108255,Super Mario Bros.,Super Mario Bros.,"Adventure, Comedy, Family, Fantasy","GB, US","saving the world, brother brother relationship, royalty, dinosaur, based on video game, woman director, multiple dimensions",1993,0.5161701686247672,-2.6733908429618363,-0.26805977184386626
408,40000000,Paramount Pictures,36300000,Sliver,R,21.05.1993 00:00,4.9,24457,Ira Levin,1993,0,-0.0925,-10,FALSE,867,tt0108162,Sliver,Sliver,"Drama, Thriller",US,"new york, sex, based on novel, eroticism, hidden camera, video surveillance, psychopath, murder, neighbor, stalking, landlord, female protagonist, drug use, sex talk, apartment building, landlord tenant relationship, mind game, erotic thriller",1993,0.4318556726024571,-1.6169031067116943,-0.5465673979058154
409,14000000,Other,35112679,Dragon: The Bruce Lee Story,PG-13,7.05.1993 00:00,7.0,23459,Robert Clouse,1993,1,1.5080485,150,FALSE,10423,tt0106770,Dragon: The Bruce Lee Story,Dragon: The Bruce Lee Story,Drama,US,"life and death, martial arts, training, biography, bruce lee",1993,-0.6642327756875741,0.8482349445386357,-0.563784358436652
410,18000000,Universal Pictures,32589677,Hard Target,R,20.08.1993 00:00,6.1,37456,Chuck Pfarrer,1993,1,0.810537611,80,FALSE,2019,tt0107076,Hard Target,Hard Target,"Action, Adventure, Crime, Thriller",US,"new orleans, mercenary, hunting human beings, money, drifter, union, sailor, human prey",1993,-0.49560378364295393,-0.2082527917115064,-0.3223156244184965
411,25000000,Other,10769960,Gettysburg,PG,8.10.1993 00:00,7.7,22949,Michael Shaara,1993,0,-0.5692016,-60,FALSE,10655,tt0107007,Gettysburg,Gettysburg,"War, Drama, History",US,"civil war, independence, troops, army, battle, union soldier, confederate soldier, american civil war",1993,-0.20050304756486861,1.669947628288746,-0.5725826048001056
412,8000000,Other,2502551,Red Rock West,R,14.05.1993 00:00,7.0,16835,John Dahl,1993,0,-0.687181125,-70,FALSE,10427,tt0105226,Red Rock West,Red Rock West,"Crime, Drama, Thriller",US,"sheriff, wyoming, hitman, bag of money, neo-noir",1993,-0.9171762637545045,0.8482349445386357,-0.6780580523808016
413,20000000,TriStar Pictures,11585483,So I Married an Axe Murderer,PG-13,30.07.1993 00:00,6.4,29457,Robbie Fox,1993,0,-0.42072585,-40,FALSE,10442,tt0108174,So I Married an Axe Murderer,So I Married an Axe Murderer,"Comedy, Crime, Romance",US,"scotland, butcher, sister, murder, axe murder",1993,-0.4112892876206439,0.14390978703854165,-0.4603100806170552
414,15000000,Other,9579068,The Dark Half,R,23.04.1993 00:00,5.9,12885,Stephen King,1993,0,-0.361395467,-40,FALSE,10349,tt0106664,The Dark Half,The Dark Half,"Mystery, Horror",US,"sheriff, based on novel, blackmail, book, razor, pseudonym, alter ego, maine, author, new york city, family, graveyard, high toned, supernatural power",1993,-0.622075527676419,-0.443027844211537,-0.7462013330389222
415,40000000,Paramount Pictures,48197805,Wayne's World 2,PG-13,10.12.1993 00:00,6.1,66535,Mike Myers,1993,1,0.204945125,20,FALSE,8873,tt0108525,Wayne's World 2,Wayne's World 2,"Music, Comedy",US,"love of one's life, tv show, talk show, kiss, rock, concert, music tv programme",1993,0.4318556726024571,-0.2082527917115064,0.17933968146947554
416,45000000,Warner Bros.,100768056,The Pelican Brief,PG-13,17.12.1993 00:00,6.6,63850,John Grisham,1993,1,1.239290133,120,FALSE,9944,tt0107798,The Pelican Brief,The Pelican Brief,"Drama, Mystery, Thriller, Crime",US,"judge, professor, mission of murder, supreme court",1993,0.6426419126582323,0.3786848395385723,0.13301950208541127
417,15000000,Touchstone Pictures,39100956,What's Love Got to Do with It,R,25.06.1993 00:00,7.2,14287,Tina Turner,1993,1,1.6067304,160,FALSE,15765,tt0108551,What's Love Got to Do with It,What's Love Got to Do with It,"Drama, Music",US,"price of fame, tina turner, black woman, cameo appearance by real life subject, african american music, black family",1993,-0.622075527676419,1.0830099970386673,-0.7220147812711538
418,40000000,Columbia Pictures Corporation,102314283,In the Line of Fire,R,9.07.1993 00:00,7.2,78551,Jeff Maguire,1993,1,1.557857075,160,FALSE,9386,tt0107206,In the Line of Fire,In the Line of Fire,"Action, Drama, Thriller, Crime, Mystery",US,"cia, assassin, running, white house, usa president, bodyguard, stalking, election, apartment, secret service, secret service agent",1993,0.4318556726024571,1.0830099970386673,0.38663326637782425
419,15000000,Paramount Pictures,20100000,Fire in the Sky,PG-13,12.03.1993 00:00,6.5,17555,Travis Walton,1993,1,0.34,30,FALSE,15613,tt0106912,Fire in the Sky,Fire in the Sky,"Drama, Horror, Thriller, Mystery",US,"based on novel, biography, police, woods, ufo, extraterrestrial, alien, mystery, true",1993,-0.622075527676419,0.261297313288557,-0.6656369986912202
420,30000000,Warner Bros.,31160784,A Perfect World,PG-13,24.11.1993 00:00,7.5,61676,John Lee Hancock,1993,1,0.0386928,0,FALSE,9559,tt0107808,A Perfect World,A Perfect World,"Crime, Drama, Thriller",US,"hostage, escape from prison, escaped convict, child kidnapping, criminologist, 1960s",1993,0.010283192490906621,1.4351725757887144,0.0955148205282583
421,15000000,Columbia Pictures Corporation,22954968,The Remains of the Day,PG,19.11.1993 00:00,7.9,49507,Kazuo Ishiguro,1993,1,0.5303312,50,FALSE,1245,tt0107943,The Remains of the Day,The Remains of the Day,"Drama, Romance","GB, US","newspaper, butler, country house, loyalty, flower, nazis, jewish, britain, housekeeper, employer",1993,-0.622075527676419,1.9047226807887776,-0.11441823828912646
422,22000000,Other,10696210,RoboCop 3,PG-13,5.11.1993 00:00,4.0,37985,Edward Neumeier,1993,0,-0.513808636,-50,FALSE,5550,tt0107978,RoboCop 3,RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller",US,"cyborg, dystopia, police, sequel, cyberpunk, policeman, robocop",1993,-0.32697479159833376,-2.6733908429618363,-0.31318960024934567
423,9000000,Other,2395231,Kalifornia,R,3.09.1993 00:00,6.7,44601,Stephen Levy,1993,0,-0.733863222,-70,FALSE,10909,tt0107302,Kalifornia,Kalifornia,"Thriller, Crime",US,"california, journalist, journalism, photographer, highway, serial killer, hitchhike",1993,-0.8750190157433494,0.49607236578858865,-0.19905391801285804
424,25000000,Twentieth Century Fox Film Corporation,38911970,Hot Shots! Part Deux,PG-13,21.05.1993 00:00,6.6,72228,Jim Abrahams,1993,1,0.5564788,60,FALSE,9255,tt0107144,Hot Shots! Part Deux,Hot Shots! Part Deux,"Action, Comedy, War",US,"swordplay, secret agent, liberation of hostage, saddam hussein, parody, iraq war",1993,-0.20050304756486861,0.3786848395385723,0.277552262934458
425,6000000,Other,5617391,Batman: Mask of the Phantasm,PG,25.12.1993 00:00,7.9,33504,Bob Kane,1993,0,-0.063768167,-10,FALSE,14919,tt0106364,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,"Action, Adventure, Animation, Family",US,"dc comics, based on comic, super powers",1993,-1.0014907597768146,1.9047226807887776,-0.3904934080035326
426,35000000,Twentieth Century Fox Film Corporation,63095271,Rising Sun,R,30.07.1993 00:00,6.2,37093,Michael Crichton,1993,1,0.802722029,80,FALSE,7007,tt0107969,Rising Sun,Rising Sun,"Action, Drama, Thriller",US,"japan, usa, corruption, detective, journalist, based on novel, japanese, restaurant, wheelchair, parking garage, company, police, party, murder, whodunit, seppuku, bulletproof vest",1993,0.22106943254668185,-0.09086526546149003,-0.32857790565366046
427,14000000,Columbia Pictures Corporation,27515786,Poetic Justice,R,23.07.1993 00:00,5.9,9850,John Singleton,1993,1,0.965413286,100,FALSE,8291,tt0107840,Poetic Justice,Poetic Justice,"Drama, Romance",US,"loss of lover, sadness, los angeles, road movie",1993,-0.6642327756875741,-0.443027844211537,-0.7985595246331997
428,35000000,Columbia Pictures Corporation,18635620,Geronimo: An American Legend,PG-13,10.12.1993 00:00,6.5,7190,John Milius,1993,0,-0.467553714,-50,FALSE,35588,tt0107004,Geronimo: An American Legend,Geronimo: An American Legend,"History, Action, Drama, Western",US,"apache, historical figure, native american, historical, cavalry, geronimo",1993,0.22106943254668185,0.261297313288557,-0.8444484174308202
429,19000000,Other,106658,Arizona Dream,R,9.09.1994 00:00,7.4,36250,David Atkins,1993,0,-0.994386421,-100,FALSE,11044,tt0106307,Arizona Dream,Arizona Dream,"Fantasy, Comedy, Drama, Romance","FR, US","flying, arizona, car dealer, american dream, self-discovery",1994,-0.4534465356317989,1.3177850495386991,-0.34312088934854545
430,14000000,Paramount Pictures,1029721,The Thing Called Love,PG-13,27.08.1993 00:00,6.3,6086,Carol Heikkinen,1993,0,-0.9264485,-90,FALSE,27804,tt0108327,The Thing Called Love,The Thing Called Love,"Music, Drama, Romance",US,country music,1993,-0.6642327756875741,0.026522260788525286,-0.8634940330881784
431,15000000,Other,53354166,Beethoven's 2nd,PG,17.12.1993 00:00,4.8,20989,John Hughes,1993,1,2.5569444,260,FALSE,10438,tt0106375,Beethoven's 2nd,Beethoven's 2nd,"Family, Comedy",US,"holdings, sell, puppy, st. bernard's dog",1993,-0.622075527676419,-1.7342906329617107,-0.6063954731772996
432,35000000,Other,4858139,Little Buddha,PG,25.05.1994 00:00,6.0,13197,Bernardo Bertolucci,1993,0,-0.861196029,-90,FALSE,1689,tt0107426,Little Buddha,Little Buddha,"Drama, History","FR, IT, LI, GB","buddhist, tibet, reincarnation, buddha, siddhartha, independent film",1994,0.22106943254668185,-0.3256403179615217,-0.7408188764401036
433,12000000,Metro-Goldwyn-Mayer (MGM),6410676,Six Degrees of Separation,R,8.12.1993 00:00,6.9,17414,John Guare,1993,0,-0.465777,-50,FALSE,23210,tt0108149,Six Degrees of Separation,Six Degrees of Separation,"Mystery, Drama, Comedy",US,"con man, new york city, art, art dealer",1993,-0.7485472717098842,0.7308474182886203,-0.6680694550387631
434,17000000,Other,42660000,Teenage Mutant Ninja Turtles III,PG,19.03.1993 00:00,4.8,26647,Kevin Eastman,1993,1,1.509411765,150,FALSE,1499,tt0108308,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction","HK, US","japan, time travel, ninja",1993,-0.537761031654109,-1.7342906329617107,-0.5087866929333384
435,13000000,Other,428868,Body Snatchers,R,28.01.1994 00:00,5.9,14297,Jack Finney,1993,0,-0.967010154,-100,FALSE,4722,tt0106452,Body Snatchers,Body Snatchers,"Horror, Science Fiction, Thriller",US,"distrust, military base, remake, alien, escape, soldier, alien invasion, alien infection, sleeping, doppelganger, emotionless",1994,-0.7063900236987292,-0.443027844211537,-0.7218422666365764
436,22000000,Other,25842000,Shadowlands,PG,14.01.1994 00:00,7.4,14238,William Nicholson,1993,1,0.174636364,20,FALSE,10445,tt0108101,Shadowlands,Shadowlands,"Drama, Romance",GB,"bachelor, stroke of fate, brother, oxford, author, falling in love",1994,-0.32697479159833376,1.3177850495386991,-0.7228601029805837
437,11000000,Hollywood Pictures,32861136,The Joy Luck Club,R,29.10.1993 00:00,7.6,13064,Amy Tan,1993,1,1.987376,200,FALSE,19931,tt0107282,The Joy Luck Club,The Joy Luck Club,Drama,"US, CN","based on novel, mother daughter relationship, chinese, family, chinese american",1993,-0.7907045197210393,1.5525601020387296,-0.7431133210799846
438,21000000,Other,12136938,Judgment Night,R,15.10.1993 00:00,6.6,12969,Lewis Colick,1993,0,-0.422050571,-40,FALSE,6,tt0107286,Judgment Night,Judgment Night,"Action, Thriller, Crime","JP, US","chicago, drug dealer, boxing match, escape, one night",1993,-0.3691320396094888,0.3786848395385723,-0.744752210108471
439,30000000,Columbia Pictures Corporation,23798623,Striking Distance,R,17.09.1993 00:00,5.8,35484,Rowdy Herrington,1993,0,-0.206712567,-20,FALSE,11074,tt0108238,Striking Distance,Striking Distance,"Crime, Action, Mystery, Thriller",US,"philadelphia, boat, observer, serial killer, homicide detective",1993,0.010283192490906621,-0.5604153704615534,-0.3563355103571835
440,15000000,Columbia Pictures Corporation,22189039,Nowhere to Run,R,15.01.1993 00:00,5.6,18494,Joe Eszterhas,1993,1,0.479269267,50,FALSE,10413,tt0107711,Nowhere to Run,Nowhere to Run,"Action, Adventure, Drama, Thriller",US,"prisoner, fight, liberation, shelter",1993,-0.622075527676419,-0.795190422961585,-0.6494378745043909
441,7500000,Metro-Goldwyn-Mayer (MGM),18899204,Untamed Heart,PG-13,12.02.1993 00:00,6.8,10810,Tom Sierchio,1993,1,1.519893867,150,FALSE,26333,tt0108451,Untamed Heart,Untamed Heart,"Comedy, Drama, Romance",US,"love, tragedy, orphan, baboon",1993,-0.9382548877600819,0.613459892038604,-0.7819981197137578
442,13500000,TriStar Pictures,11285588,Manhattan Murder Mystery,PG,18.08.1993 00:00,7.4,30925,Woody Allen,1993,0,-0.164030519,-20,FALSE,10440,tt0107507,Manhattan Murder Mystery,Manhattan Murder Mystery,"Comedy, Mystery",US,"investigation, dark comedy, independent film, neighbor, reference to william shakespeare, man with glasses, woman with glasses, manhattan, new york city",1993,-0.6853113996931517,1.3177850495386991,-0.43498493226107515
443,22000000,Other,44942695,Made in America,PG-13,28.05.1993 00:00,4.9,12718,Marcia Brandwynne,1993,1,1.042849773,100,FALSE,12121,tt0107478,Made in America,Made in America,Comedy,"FR, US","car dealer, anonymity, high school, sperm donor",1993,-0.32697479159833376,-1.6169031067116943,-0.7490823274363668
444,11500000,Other,3275585,Romeo Is Bleeding,R,4.02.1994 00:00,6.6,11408,Hilary Henkin,1993,0,-0.715166522,-70,FALSE,2088,tt0107983,Romeo Is Bleeding,Romeo Is Bleeding,"Action, Crime, Drama, Thriller","GB, US","police operation, sex addiction, police, mafia boss, suspense, bad cop, hitwoman",1994,-0.7696258957154618,0.3786848395385723,-0.771681744566022
445,6500000,Walt Disney Pictures,24103594,The Adventures of Huck Finn,PG,2.04.1993 00:00,6.2,6666,Mark Twain,1993,1,2.708245231,270,FALSE,34723,tt0106223,The Adventures of Huck Finn,The Adventures of Huck Finn,"Action, Adventure, Drama, Family",US,"southern accent, wanted man, lynch mob, reflection in water, lesson, nosebleed, bloodhound, fake accent, grave digging",1993,-0.980412135771237,-0.09086526546149003,-0.8534881842826822
446,15000000,Other,6419876,The Temp,R,12.02.1993 00:00,5.1,2554,Kevin Falls,1993,0,-0.572008267,-60,FALSE,17168,tt0108311,The Temp,The Temp,"Drama, Mystery, Thriller",US,"femme fatale, suspense",1993,-0.622075527676419,-1.3821280542116638,-0.9244262020209587
447,8000000,New Line Cinema,1710000,Even Cowgirls Get the Blues,R,20.05.1994 00:00,4.3,6381,Tom Robbins,1993,0,-0.78625,-80,FALSE,34444,tt0106834,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,"Western, Drama, Comedy, Romance",US,"transvestism, lesbian, cowgirl, hitchhiking, lbgt",1994,-0.9171762637545045,-2.3212282642117894,-0.8584048513681416
