,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released
586,20000000,TriStar Pictures,11585483,So I Married an Axe Murderer,PG-13,30.07.1993 00:00,6.4,29457,Robbie Fox,1993,0,-0.42072585,-40,FALSE,10442,tt0108174,So I Married an Axe Murderer,So I Married an Axe Murderer,"Comedy, Crime, Romance",US,"scotland, butcher, sister, murder, axe murder",1993
587,15000000,Other,9579068,The Dark Half,R,23.04.1993 00:00,5.9,12885,Stephen King,1993,0,-0.361395467,-40,FALSE,10349,tt0106664,The Dark Half,The Dark Half,"Mystery, Horror",US,"sheriff, based on novel, blackmail, book, razor, pseudonym, alter ego, maine, author, new york city, family, graveyard, high toned, supernatural power",1993
588,3000000,New Line Cinema,15935068,Jason Goes to Hell: The Final Friday,R,13.08.1993 00:00,4.3,21333,Jay Huguely,1993,1,4.311689333,430,FALSE,10285,tt0107254,Jason Goes to Hell: The Final Friday,Jason Goes to Hell: The Final Friday,"Fantasy, Horror, Thriller",US,"male nudity, female nudity, waitress, camping, nudity, psychopath, sequel, murder, independent film, serial killer, diner, slasher, series of murders, violence, hockey mask, jason vorhees, madman",1993
589,40000000,Paramount Pictures,48197805,Wayne's World 2,PG-13,10.12.1993 00:00,6.1,66535,Mike Myers,1993,1,0.204945125,20,FALSE,8873,tt0108525,Wayne's World 2,Wayne's World 2,"Music, Comedy",US,"love of one's life, tv show, talk show, kiss, rock, concert, music tv programme",1993
590,45000000,Warner Bros.,100768056,The Pelican Brief,PG-13,17.12.1993 00:00,6.6,63850,John Grisham,1993,1,1.239290133,120,FALSE,9944,tt0107798,The Pelican Brief,The Pelican Brief,"Drama, Mystery, Thriller, Crime",US,"judge, professor, mission of murder, supreme court",1993
591,15000000,Touchstone Pictures,39100956,What's Love Got to Do with It,R,25.06.1993 00:00,7.2,14287,Tina Turner,1993,1,1.6067304,160,FALSE,15765,tt0108551,What's Love Got to Do with It,What's Love Got to Do with It,"Drama, Music",US,"price of fame, tina turner, black woman, cameo appearance by real life subject, african american music, black family",1993
592,40000000,Columbia Pictures Corporation,102314283,In the Line of Fire,R,9.07.1993 00:00,7.2,78551,Jeff Maguire,1993,1,1.557857075,160,FALSE,9386,tt0107206,In the Line of Fire,In the Line of Fire,"Action, Drama, Thriller, Crime, Mystery",US,"cia, assassin, running, white house, usa president, bodyguard, stalking, election, apartment, secret service, secret service agent",1993
593,15000000,Paramount Pictures,20100000,Fire in the Sky,PG-13,12.03.1993 00:00,6.5,17555,Travis Walton,1993,1,0.34,30,FALSE,15613,tt0106912,Fire in the Sky,Fire in the Sky,"Drama, Horror, Thriller, Mystery",US,"based on novel, biography, police, woods, ufo, extraterrestrial, alien, mystery, true",1993
594,900000,Other,8556940,Leprechaun,R,8.01.1993 00:00,4.7,18654,Mark Jones,1993,1,8.507711111,850,FALSE,11811,tt0107387,Leprechaun,Leprechaun,"Comedy, Horror, Thriller",US,"daughter, kobold, kleeblatt, north dakota, murder, leprechaun",1993
595,30000000,Warner Bros.,31160784,A Perfect World,PG-13,24.11.1993 00:00,7.5,61676,John Lee Hancock,1993,1,0.0386928,0,FALSE,9559,tt0107808,A Perfect World,A Perfect World,"Crime, Drama, Thriller",US,"hostage, escape from prison, escaped convict, child kidnapping, criminologist, 1960s",1993
596,15000000,Columbia Pictures Corporation,22954968,The Remains of the Day,PG,19.11.1993 00:00,7.9,49507,Kazuo Ishiguro,1993,1,0.5303312,50,FALSE,1245,tt0107943,The Remains of the Day,The Remains of the Day,"Drama, Romance","GB, US","newspaper, butler, country house, loyalty, flower, nazis, jewish, britain, housekeeper, employer",1993
597,0,Other,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1997
598,22000000,Other,10696210,RoboCop 3,PG-13,5.11.1993 00:00,4.0,37985,Edward Neumeier,1993,0,-0.513808636,-50,FALSE,5550,tt0107978,RoboCop 3,RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller",US,"cyborg, dystopia, police, sequel, cyberpunk, policeman, robocop",1993
599,9000000,Other,2395231,Kalifornia,R,3.09.1993 00:00,6.7,44601,Stephen Levy,1993,0,-0.733863222,-70,FALSE,10909,tt0107302,Kalifornia,Kalifornia,"Thriller, Crime",US,"california, journalist, journalism, photographer, highway, serial killer, hitchhike",1993
600,25000000,Twentieth Century Fox Film Corporation,38911970,Hot Shots! Part Deux,PG-13,21.05.1993 00:00,6.6,72228,Jim Abrahams,1993,1,0.5564788,60,FALSE,9255,tt0107144,Hot Shots! Part Deux,Hot Shots! Part Deux,"Action, Comedy, War",US,"swordplay, secret agent, liberation of hostage, saddam hussein, parody, iraq war",1993
601,10000000,Twentieth Century Fox Film Corporation,53579269,Rookie of the Year,PG,7.07.1993 00:00,5.9,19681,Sam Harper,1993,1,4.3579269,440,FALSE,21845,tt0107985,Rookie of the Year,Rookie of the Year,"Comedy, Family",US,"baseball, sport",1993
602,6000000,Other,5617391,Batman: Mask of the Phantasm,PG,25.12.1993 00:00,7.9,33504,Bob Kane,1993,0,-0.063768167,-10,FALSE,14919,tt0106364,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,"Action, Adventure, Animation, Family",US,"dc comics, based on comic, super powers",1993
603,35000000,Twentieth Century Fox Film Corporation,63095271,Rising Sun,R,30.07.1993 00:00,6.2,37093,Michael Crichton,1993,1,0.802722029,80,FALSE,7007,tt0107969,Rising Sun,Rising Sun,"Action, Drama, Thriller",US,"japan, usa, corruption, detective, journalist, based on novel, japanese, restaurant, wheelchair, parking garage, company, police, party, murder, whodunit, seppuku, bulletproof vest",1993
604,14000000,Columbia Pictures Corporation,27515786,Poetic Justice,R,23.07.1993 00:00,5.9,9850,John Singleton,1993,1,0.965413286,100,FALSE,8291,tt0107840,Poetic Justice,Poetic Justice,"Drama, Romance",US,"loss of lover, sadness, los angeles, road movie",1993
605,11000000,Other,29296,Freaked,PG-13,31.03.1994 00:00,6.3,4909,Tim Burns,1993,0,-0.997336727,-100,FALSE,17796,tt0109838,Freaked,Freaked,Comedy,US,,1994
606,35000000,Columbia Pictures Corporation,18635620,Geronimo: An American Legend,PG-13,10.12.1993 00:00,6.5,7190,John Milius,1993,0,-0.467553714,-50,FALSE,35588,tt0107004,Geronimo: An American Legend,Geronimo: An American Legend,"History, Action, Drama, Western",US,"apache, historical figure, native american, historical, cavalry, geronimo",1993
607,19000000,Other,106658,Arizona Dream,R,9.09.1994 00:00,7.4,36250,David Atkins,1993,0,-0.994386421,-100,FALSE,11044,tt0106307,Arizona Dream,Arizona Dream,"Fantasy, Comedy, Drama, Romance","FR, US","flying, arizona, car dealer, american dream, self-discovery",1994
608,14000000,Paramount Pictures,1029721,The Thing Called Love,PG-13,27.08.1993 00:00,6.3,6086,Carol Heikkinen,1993,0,-0.9264485,-90,FALSE,27804,tt0108327,The Thing Called Love,The Thing Called Love,"Music, Drama, Romance",US,country music,1993
609,15000000,Other,53354166,Beethoven's 2nd,PG,17.12.1993 00:00,4.8,20989,John Hughes,1993,1,2.5569444,260,FALSE,10438,tt0106375,Beethoven's 2nd,Beethoven's 2nd,"Family, Comedy",US,"holdings, sell, puppy, st. bernard's dog",1993
610,35000000,Other,4858139,Little Buddha,PG,25.05.1994 00:00,6.0,13197,Bernardo Bertolucci,1993,0,-0.861196029,-90,FALSE,1689,tt0107426,Little Buddha,Little Buddha,"Drama, History","FR, IT, LI, GB","buddhist, tibet, reincarnation, buddha, siddhartha, independent film",1994
611,12000000,Metro-Goldwyn-Mayer (MGM),6410676,Six Degrees of Separation,R,8.12.1993 00:00,6.9,17414,John Guare,1993,0,-0.465777,-50,FALSE,23210,tt0108149,Six Degrees of Separation,Six Degrees of Separation,"Mystery, Drama, Comedy",US,"con man, new york city, art, art dealer",1993
612,17000000,Other,42660000,Teenage Mutant Ninja Turtles III,PG,19.03.1993 00:00,4.8,26647,Kevin Eastman,1993,1,1.509411765,150,FALSE,1499,tt0108308,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction","HK, US","japan, time travel, ninja",1993
613,13000000,Other,428868,Body Snatchers,R,28.01.1994 00:00,5.9,14297,Jack Finney,1993,0,-0.967010154,-100,FALSE,4722,tt0106452,Body Snatchers,Body Snatchers,"Horror, Science Fiction, Thriller",US,"distrust, military base, remake, alien, escape, soldier, alien invasion, alien infection, sleeping, doppelganger, emotionless",1994
614,22000000,Other,25842000,Shadowlands,PG,14.01.1994 00:00,7.4,14238,William Nicholson,1993,1,0.174636364,20,FALSE,10445,tt0108101,Shadowlands,Shadowlands,"Drama, Romance",GB,"bachelor, stroke of fate, brother, oxford, author, falling in love",1994
615,11000000,Hollywood Pictures,32861136,The Joy Luck Club,R,29.10.1993 00:00,7.6,13064,Amy Tan,1993,1,1.987376,200,FALSE,19931,tt0107282,The Joy Luck Club,The Joy Luck Club,Drama,"US, CN","based on novel, mother daughter relationship, chinese, family, chinese american",1993
616,21000000,Other,12136938,Judgment Night,R,15.10.1993 00:00,6.6,12969,Lewis Colick,1993,0,-0.422050571,-40,FALSE,6,tt0107286,Judgment Night,Judgment Night,"Action, Thriller, Crime","JP, US","chicago, drug dealer, boxing match, escape, one night",1993
617,0,Other,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1997
618,30000000,Columbia Pictures Corporation,23798623,Striking Distance,R,17.09.1993 00:00,5.8,35484,Rowdy Herrington,1993,0,-0.206712567,-20,FALSE,11074,tt0108238,Striking Distance,Striking Distance,"Crime, Action, Mystery, Thriller",US,"philadelphia, boat, observer, serial killer, homicide detective",1993
619,15000000,Columbia Pictures Corporation,22189039,Nowhere to Run,R,15.01.1993 00:00,5.6,18494,Joe Eszterhas,1993,1,0.479269267,50,FALSE,10413,tt0107711,Nowhere to Run,Nowhere to Run,"Action, Adventure, Drama, Thriller",US,"prisoner, fight, liberation, shelter",1993
620,7500000,Metro-Goldwyn-Mayer (MGM),18899204,Untamed Heart,PG-13,12.02.1993 00:00,6.8,10810,Tom Sierchio,1993,1,1.519893867,150,FALSE,26333,tt0108451,Untamed Heart,Untamed Heart,"Comedy, Drama, Romance",US,"love, tragedy, orphan, baboon",1993
621,13500000,TriStar Pictures,11285588,Manhattan Murder Mystery,PG,18.08.1993 00:00,7.4,30925,Woody Allen,1993,0,-0.164030519,-20,FALSE,10440,tt0107507,Manhattan Murder Mystery,Manhattan Murder Mystery,"Comedy, Mystery",US,"investigation, dark comedy, independent film, neighbor, reference to william shakespeare, man with glasses, woman with glasses, manhattan, new york city",1993
622,22000000,Other,44942695,Made in America,PG-13,28.05.1993 00:00,4.9,12718,Marcia Brandwynne,1993,1,1.042849773,100,FALSE,12121,tt0107478,Made in America,Made in America,Comedy,"FR, US","car dealer, anonymity, high school, sperm donor",1993
623,11500000,Other,3275585,Romeo Is Bleeding,R,4.02.1994 00:00,6.6,11408,Hilary Henkin,1993,0,-0.715166522,-70,FALSE,2088,tt0107983,Romeo Is Bleeding,Romeo Is Bleeding,"Action, Crime, Drama, Thriller","GB, US","police operation, sex addiction, police, mafia boss, suspense, bad cop, hitwoman",1994
624,6500000,Walt Disney Pictures,24103594,The Adventures of Huck Finn,PG,2.04.1993 00:00,6.2,6666,Mark Twain,1993,1,2.708245231,270,FALSE,34723,tt0106223,The Adventures of Huck Finn,The Adventures of Huck Finn,"Action, Adventure, Drama, Family",US,"southern accent, wanted man, lynch mob, reflection in water, lesson, nosebleed, bloodhound, fake accent, grave digging",1993
625,15000000,Other,6419876,The Temp,R,12.02.1993 00:00,5.1,2554,Kevin Falls,1993,0,-0.572008267,-60,FALSE,17168,tt0108311,The Temp,The Temp,"Drama, Mystery, Thriller",US,"femme fatale, suspense",1993
626,6000000,Other,3273588,Only the Strong,PG-13,27.08.1993 00:00,6.7,4542,Sheldon Lettich,1993,0,-0.454402,-50,FALSE,15797,tt0107750,Only the Strong,Only the Strong,Action,US,,1993
627,8000000,New Line Cinema,1710000,Even Cowgirls Get the Blues,R,20.05.1994 00:00,4.3,6381,Tom Robbins,1993,0,-0.78625,-80,FALSE,34444,tt0106834,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,"Western, Drama, Comedy, Romance",US,"transvestism, lesbian, cowgirl, hitchhiking, lbgt",1994
628,7000000,Other,12741891,Weekend at Bernie's II,PG,9.07.1993 00:00,4.6,11036,Robert Klane,1993,1,0.820270143,80,FALSE,8494,tt0108539,Weekend at Bernie's II,Weekend at Bernie's II,Comedy,US,"re animate, conga, dancing corpse, yanked off bikini top",1993
629,9000000,Other,14904910,Indian Summer,PG-13,23.04.1993 00:00,6.5,4338,Mike Binder,1993,1,0.656101111,70,FALSE,172545,tt0116631,Indian Summer,Alive and Kicking,"Comedy, Drama",GB,"independent film, gay interest, gay man, woman director",1993
630,13000000,Other,6574896,Once Upon a Forest,G,18.06.1993 00:00,6.5,4131,Rae Lambert,1993,0,-0.494238769,-50,FALSE,33539,tt0107745,Once Upon a Forest,Once Upon a Forest,"Animation, Family, Adventure","GB, US","friendship, animal",1993
631,30000000,Metro-Goldwyn-Mayer (MGM),8023147,The Meteor Man,PG,6.08.1993 00:00,5.0,5627,Robert Townsend,1993,0,-0.732561767,-70,FALSE,11244,tt0107563,The Meteor Man,The Meteor Man,"Fantasy, Action, Comedy, Science Fiction, Family",US,"street gang, hero, music teacher, supernatural powers, superhero",1993
632,3000000,Other,3902679,Warlock: The Armageddon,R,24.09.1993 00:00,5.3,4275,David Twohy,1993,1,0.300893,30,FALSE,24126,tt0108517,Warlock: The Armageddon,Warlock: The Armageddon,"Fantasy, Horror, Science Fiction",US,"armageddon, warlock",1993
633,8000000,Other,1299318,King of the Hill,PG-13,20.08.1993 00:00,7.6,6291,A.E. Hotchner,1993,0,-0.83758525,-80,FALSE,34024,tt0107322,King of the Hill,King of the Hill,Drama,US,"marbles, elevator operator, bellboy, lock child, living alone, st. louis, against the odds,  epileptic seizure, understanding",1993
634,10000000,New Line Cinema,4247162,Mr. Nanny,PG,8.10.1993 00:00,3.6,7914,Edward Rugoff,1993,0,-0.5752838,-60,FALSE,19371,tt0107612,Mr. Nanny,Mr. Nanny,"Family, Comedy, Action",US,"nanny, wrestler",1993
635,18000000,Castle Rock Entertainment,1528163,Josh and S.A.M.,PG-13,24.11.1993 00:00,5.8,1253,Frank Deese,1993,0,-0.915102056,-90,FALSE,48706,tt0107277,Josh and S.A.M.,Josh and S.A.M.,"Adventure, Action, Comedy",US,"brother brother relationship, canada, cross country, journey",1993
636,11000000,New Line Cinema,16696219,Blink,R,26.01.1994 00:00,6.2,6770,Dana Stevens,1993,1,0.517838091,50,FALSE,26203,tt0109297,Blink,Blink,"Mystery, Crime, Drama, Thriller",US,"killer, blindness",1994
637,6000000,New Line Cinema,12974636,Man's Best Friend,R,19.11.1993 00:00,5.1,3256,John Lafia,1993,1,1.162439333,120,FALSE,41759,tt0107504,Man's Best Friend,Man's Best Friend,"Horror, Science Fiction, Thriller",US,"killer, dog, mutated",1993
638,1000000,Other,1753979,Carnosaur,R,21.05.1993 00:00,3.5,3208,John Brosnan,1993,1,0.753979,80,FALSE,39283,tt0106521,Carnosaur,Carnosaur,"Horror, Science Fiction",US,"vegetarian, gore, dinosaur, credit rolling down",1993
639,14000000,Hollywood Pictures,8041049,Aspen Extreme,PG-13,22.01.1993 00:00,5.8,2414,Patrick Hasburgh,1993,0,-0.425639357,-40,FALSE,16370,tt0106315,Aspen Extreme,Aspen Extreme,Drama,US,skiing,1993
640,12000000,Twentieth Century Fox Film Corporation,5086909,Ghost in the Machine,R,29.12.1993 00:00,4.4,2839,William Davies,1993,0,-0.576090917,-60,FALSE,41651,tt0107009,Ghost in the Machine,Ghost in the Machine,"Horror, Science Fiction, Thriller",US,"technology, babysitter, virtual reality, computer, serial killer, hospital, electrocution, single mother, pet dog, pseudoscience, magnet, address book, woman director, 1990s",1993
641,25000000,Other,2457574,Son of the Pink Panther,PG,27.08.1993 00:00,3.8,4105,Maurice Richlin,1993,0,-0.90169704,-90,FALSE,46828,tt0108187,Son of the Pink Panther,Son of the Pink Panther,Comedy,"US, IT",,1993
642,10000000,Other,72495,Dangerous Game,R,19.11.1993 00:00,5.7,3022,Nicholas St. John,1993,0,-0.9927505,-100,FALSE,49299,tt0106660,Dangerous Game,Dangerous Game,Drama,US,"independent film, drug, divorce, filmmaking, psychological drama",1993
643,12000000,Other,1703282,A Home of Our Own,PG,5.11.1993 00:00,7.1,2416,Patrick Sheane Duncan,1993,0,-0.858059833,-90,FALSE,78133,tt0107130,A Home of Our Own,A Home of Our Own,"Comedy, Drama",US,"child abuse, widow, biography, family relationships, child's point of view",1993
644,19000000,Other,2119994,The Nutcracker,G,24.11.1993 00:00,5.8,1280,Susan Cooper,1993,0,-0.888421368,-90,FALSE,73191,tt0107719,The Nutcracker,The Nutcracker,"Family, Fantasy, Music",US,ballet,1993
645,11000000,Other,1044824,Money for Nothing,R,10.09.1993 00:00,5.7,3306,Mark Bowden,1993,0,-0.905016,-90,FALSE,55448,tt0107594,Money for Nothing,Money for Nothing,"Drama, Action, Comedy, Thriller, Crime",US,,1993
646,8000000,Miramax,874148,Mother's Boys,R,18.03.1994 00:00,5.4,2570,Bernard Taylor,1993,0,-0.8907315,-90,FALSE,41587,tt0107606,Mother's Boys,Mother's Boys,"Drama, Thriller",US,"based on novel, psychopath, suspense, independent film, injury",1994
647,13000000,Other,3125424,Mr. Wonderful,PG-13,15.10.1993 00:00,5.9,2743,Amy Schor Ferris,1993,0,-0.759582769,-80,FALSE,31911,tt0107613,Mr. Wonderful,Mr. Wonderful,"Comedy, Romance",US,"professor, friendship, unfaithfulness, bowling alley, alimony",1993
648,999999,Other,238230,Fear of a Black Hat,R,3.06.1994 00:00,7.2,3462,Rusty Cundieff,1993,0,-0.761769762,-80,FALSE,20239,tt0106880,Fear of a Black Hat,Fear of a Black Hat,Comedy,"GB, US","hip-hop, musician, mockumentary, spoof",1994
649,13000000,Other,2570145,Calendar Girl,PG-13,3.09.1993 00:00,5.0,1901,Paul W. Shapiro,1993,0,-0.802296538,-80,FALSE,117553,tt0106505,Calendar Girl,Calendar Girl,"Drama, Comedy",US,"male nudity, tattoo, california, father son relationship, beach, radio, narration, con man, nostalgia, calendar, cops, party, stolen money, domestic abuse, stalking, coming of age, diner, marijuana, hollywood, summer, movie star, stolen cars, practical joke, military enrollment, small time thugs, movie clips, live life to the fullest, fictionalized biography",1993
650,2500000,Other,764083,"Bodies, Rest & Motion",R,9.04.1993 00:00,5.6,2008,Roger Hedden,1993,0,-0.6943668,-70,FALSE,47676,tt0106447,"Bodies, Rest & Motion","Bodies, Rest & Motion","Drama, Romance",US,"sex, highway, road trip, love, friends, independent film, salesman",1993
651,1000000,Other,2691899,Sankofa,Not specified,28.05.1993 00:00,7.1,456,Haile Gerima,1993,1,1.691899,170,FALSE,68351,tt0108041,Sankofa,Sankofa,Drama,"BF, DE, GH, GB, US","africa, slavery, freedom, drama, african american",1993
652,5000000,Other,2970,Philadelphia Experiment II,PG-13,4.06.1994 00:00,4.5,1526,Wallace C. Bennett,1993,0,-0.999406,-100,FALSE,35610,tt0107819,Philadelphia Experiment II,Philadelphia Experiment II,Science Fiction,US,"time travel, philadelphia experiment",1994
653,800000,Other,1001437,Ruby in Paradise,R,5.11.1993 00:00,7.1,2137,Jane Austen,1993,1,0.25179625,30,FALSE,47889,tt0108000,Ruby in Paradise,Ruby in Paradise,"Drama, Romance",US,independent film,1993
654,25000000,Castle Rock Entertainment,28341469,The Shawshank Redemption,R,14.10.1994 00:00,9.3,1861666,Stephen King,1994,1,0.13365876,10,FALSE,278,tt0111161,The Shawshank Redemption,The Shawshank Redemption,"Drama, Crime",US,"prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s",1994
655,8000000,Miramax,107928762,Pulp Fiction,R,14.10.1994 00:00,8.9,1456787,Quentin Tarantino,1994,1,12.49109525,1250,FALSE,680,tt0110912,Pulp Fiction,Pulp Fiction,"Thriller, Crime",US,"transporter, brothel, drug dealer, boxer, massage, stolen money, crime boss, dance contest, junkyard, kamikaze, ambiguous ending, briefcase, redemption, heirloom, pulp fiction, reference to al green, theft, brutality",1994
656,55000000,Paramount Pictures,330252182,Forrest Gump,PG-13,6.07.1994 00:00,8.8,1402876,Winston Groom,1994,1,5.004585127,500,FALSE,13,tt0109830,Forrest Gump,Forrest Gump,"Comedy, Drama, Romance",US,"vietnam veteran, hippie, mentally disabled, running, based on novel, vietnam, vietnam war, friendship, love, family relationships, bully, mother son relationship, military, hugging, shrimping, wounded soldier, flashback, park bench, amputee",1994
657,45000000,Walt Disney Pictures,312900000,The Lion King,G,24.06.1994 00:00,8.5,723070,Irene Mecchi,1994,1,5.953333333,600,FALSE,8587,tt0110357,The Lion King,The Lion King,"Family, Animation, Drama",US,"loss of parents, wild boar, uncle, shaman, redemption, king, scar, hyena, meerkat",1994
658,30000000,Other,121248145,Speed,R,10.06.1994 00:00,7.2,279357,Graham Yost,1994,1,3.041604833,300,FALSE,1637,tt0111257,Speed,Speed,"Action, Adventure, Crime",US,"bomb, airport, bus, bus ride, highway, bomb planting",1994
659,4400000,Other,52700832,Four Weddings and a Funeral,R,15.04.1994 00:00,7.1,115440,Richard Curtis,1994,1,10.97746182,1100,FALSE,712,tt0109831,Four Weddings and a Funeral,Four Weddings and a Funeral,"Comedy, Drama, Romance",GB,"upper class, love at first sight, wedding vows, marriage proposal, yuppie, love of one's life, lone wolf, snob, witness, bride, bridegroom, bridesmaid, funeral, clumsy fellow, friendship, wedding, gay couple",1994
660,16000000,New Line Cinema,127175354,Dumb and Dumber,PG-13,16.12.1994 00:00,7.3,306934,Peter Farrelly,1994,1,6.948459625,690,FALSE,8467,tt0109686,Dumb and Dumber,Dumb and Dumber,Comedy,US,"gas station, motel, utah, stupidity, pill, prank, cigar smoking, violence, criminal, fired from the job, clumsiness, stepmother stepdaughter relationship, sitting on a toilet, aspen colorado, parakeet, defecation, scooter, hotel suite, endangered species, foolish, laxative",1994
661,34000000,Warner Bros.,50282766,Natural Born Killers,R,26.08.1994 00:00,7.3,185627,Quentin Tarantino,1994,1,0.478904882,50,FALSE,241,tt0110632,Natural Born Killers,Natural Born Killers,"Crime, Thriller, Drama",US,"sadistic, journalist, mass murder, yellow press, trauma, daughter, satire, controversy, controversial, violence, young couple, abuse",1994
662,30000000,TriStar Pictures,66638883,Legends of the Fall,R,13.01.1995 00:00,7.5,121453,Susan Shilliday,1994,1,1.2212961,120,FALSE,4476,tt0110322,Legends of the Fall,Legends of the Fall,"Adventure, Drama, Romance, War",US,"brother brother relationship, montana, based on novel, world war i, journey round the world",1995
663,115000000,Twentieth Century Fox Film Corporation,146282411,True Lies,R,15.07.1994 00:00,7.2,202934,Claude Zidi,1994,1,0.272020965,30,FALSE,36955,tt0111503,True Lies,True Lies,"Action, Thriller",US,"spy, terrorist, florida, gun, kidnapping, horseback riding, florida keys, secret agent, terrorist plot, top secret, woman with glasses, truth serum, mushroom cloud, jackhammer, special agent, key west",1994
664,23000000,Other,50693162,The Crow,R,13.05.1994 00:00,7.6,144969,James O'Barr,1994,1,1.204050522,120,FALSE,9495,tt0109506,The Crow,The Crow,"Fantasy, Action, Thriller",US,"halloween, arson, detroit",1994
665,12000000,Other,72217000,Ace Ventura: Pet Detective,PG-13,4.02.1994 00:00,6.9,232964,Jack Bernstein,1994,1,5.018083333,500,FALSE,3049,tt0109040,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,"Comedy, Mystery",US,"dolphin, mascot, private detective, pets",1994
666,63000000,Warner Bros.,25052000,Wyatt Earp,PG-13,24.06.1994 00:00,6.7,38101,Dan Gordon,1994,0,-0.602349206,-60,FALSE,12160,tt0111756,Wyatt Earp,Wyatt Earp,"Drama, Action, Western",US,"gunslinger, gambling, sheriff, deputy sheriff, wretch, wyatt earp, historical figure, doc holliday",1994
667,46000000,Universal Pictures,130512915,The Flintstones,PG,27.05.1994 00:00,4.8,64538,Tom S. Parker,1994,1,1.837237283,180,FALSE,888,tt0109813,The Flintstones,The Flintstones,"Fantasy, Comedy, Family",US,"manager, jealousy, bad mother-in-law, adoption, family's daily life, stone age, plan, friendship, best friend, dinosaur",1994
668,11500000,Other,20982557,Reality Bites,PG-13,18.02.1994 00:00,6.6,38652,Helen Childress,1994,1,0.824570174,80,FALSE,2788,tt0110950,Reality Bites,Reality Bites,Drama,US,"roommate, yuppie, generations confilct, camcorder, cohabitant, cabriolet, fictional tv show, unemployed",1994
669,35000000,Paramount Pictures,75668868,Star Trek: Generations,PG,18.11.1994 00:00,6.6,64703,Gene Roddenberry,1994,1,1.161967657,120,FALSE,193,tt0111280,Star Trek: Generations,Star Trek: Generations,"Science Fiction, Action, Adventure, Thriller",US,"based on tv series, death, exploding planet, mountain cabin, solar system",1994
670,18000000,Touchstone Pictures,5887457,Ed Wood,R,7.10.1994 00:00,7.9,149166,Rudolph Grey,1994,0,-0.672919056,-70,FALSE,522,tt0109707,Ed Wood,Ed Wood,"Comedy, Drama, History",US,"individual, taxi, transsexuality, fortune teller, film business, film making, film producer, vororte, film maker, boxer, film director, oddball, celebrity, morphine, movie studio, los angeles, drug addict, cult director, theremin, handgun, trick or treating, actor, transvestite",1994
671,8000000,New Line Cinema,18090181,New Nightmare,R,14.10.1994 00:00,6.4,41464,Wes Craven,1994,1,1.261272625,130,FALSE,11596,tt0111686,New Nightmare,New Nightmare,"Horror, Thriller, Mystery, Fantasy",US,"fire, kidnapping, nightmare, earthquake, insomnia, supernatural, celebrity, mascot, alternate dimension, fame, hospital, hollywood, storytelling, alternate reality, self-referential, reboot, film industry, disfigurement, sleepwalking, meta film, dreams, cameos",1994
672,230000,Other,3151130,Clerks,R,9.11.1994 00:00,7.8,190615,Kevin Smith,1994,1,12.70056522,1270,FALSE,2292,tt0109445,Clerks,Clerks,Comedy,US,"salesclerk, loser, aftercreditsstinger",1994
673,62000000,Other,122187717,Clear and Present Danger,PG-13,3.08.1994 00:00,6.9,74328,Tom Clancy,1994,1,0.970769629,100,FALSE,9331,tt0109444,Clear and Present Danger,Clear and Present Danger,"Action, Drama, Thriller",US,"assassination, spy, ambush, cia, helicopter, based on novel, usa president, sniper, fbi, colombia, drug traffic, bomber, mission of murder, mercenary, insurgence, coast guard, spying, war, car bomb, drug cartel, conspiracy, shootout, infantry, violence, jack ryan, political cover-up",1994
674,40000000,Warner Bros.,38087756,Ri¢hie Ri¢h,PG,21.12.1994 00:00,5.3,53644,Neil Tolkin,1994,0,-0.0478061,0,FALSE,11011,tt0110989,Ri¢hie Ri¢h,Ri¢hie Ri¢h,"Comedy, Family",US,"family, life raft, private airplane, toothbrush, gluttony, magnifying glass, rubber boat",1994
675,600000,Other,141626,Texas Chainsaw Massacre: The Next Generation,R,21.10.1995 00:00,3.2,16202,Kim Henkel,1994,0,-0.763956667,-80,FALSE,16780,tt0110978,Texas Chainsaw Massacre: The Next Generation,Texas Chainsaw Massacre: The Next Generation,"Horror, Comedy, Thriller",US,"female nudity, texas, sadism, sequel, leatherface, hitchhiker, cross dressing, chainsaw, torture, cannibal, splatter, skin, psychos",1995
676,50000000,Twentieth Century Fox Film Corporation,16671505,Baby's Day Out,PG,1.07.1994 00:00,6.0,36625,John Hughes,1994,0,-0.6665699,-70,FALSE,11212,tt0109190,Baby's Day Out,Baby's Day Out,"Action, Adventure, Comedy, Family",US,"baby, hoodlum, lost child",1994
