,budget,company,director,gross,name,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,overview,popularity,title,keywords_edited,year_released,budget_norm,popularity_norm
515,31000000,Other,Other,24822619,Quiz Show,7.10.1994 00:00,Ralph Fiennes,Paul Attanasio,1994,0,-0.199270355,-20,11450,tt0110932,Quiz Show,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,7.772505,Quiz Show,"television, tv show, manipulation, manipulation of the media, product placement, investigation, tv ratings, quiz show, fragen, lawyer",1994,0.03805462940172893,-0.09448083815638086
516,55000000,Warner Bros.,Barry Levinson,83015089,Disclosure,9.12.1994 00:00,Michael Douglas,Michael Crichton,1994,1,0.509365255,50,8984,tt0109635,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",11.812244,Disclosure,"employee, workplace, sexual harassment, intrigue",1994,1.0340865060346813,0.9792498945944322
517,27000000,Twentieth Century Fox Film Corporation,Other,13670688,The Pagemaster,23.11.1994 00:00,Macaulay Culkin,David Kirschner,1994,0,-0.493678222,-50,15139,tt0110763,The Pagemaster,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again. Along the way he meets some interesting characters, like Fantasy, Adventure, and Horror... Written by Colin Tinto",7.436001,The Pagemaster,"library, adventure, part animated",1994,-0.1279506833704298,-0.18392094468147552
518,30000000,Other,Other,2869369,The Hudsucker Proxy,11.03.1994 00:00,Tim Robbins,Ethan Coen,1994,0,-0.904354367,-90,11934,tt0110074,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,7.550545,The Hudsucker Proxy,"suicide, new york, corruption, journalist, inventor, undercover, toy, plan, boss, investigation, company, industry, party, money, board, stocks",1994,-0.003446698791310757,-0.1534760537981267
519,40000000,Other,Other,19721814,Color of Night,19.08.1994 00:00,Bruce Willis,Billy Ray,1994,0,-0.50695465,-50,2124,tt0109456,Color of Night,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.",14.228963,Color of Night,"suicide, california, sex, secret identity, eroticism, paranoia, nudity, group therapy, therapist, grief, obsessive compulsive disorder, violence, psychiatrist, car chase, disguise, mental illness, color blindness, voyeurism",1994,0.41156658313908606,1.6215947249715463
520,45000000,Universal Pictures,Other,46815748,The River Wild,30.09.1994 00:00,Meryl Streep,Denis O'Neill,1994,1,0.040349956,0,8987,tt0110997,The River Wild,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.",10.511241,The River Wild,"river, robber, boston, bank robber, marriage crisis, hostage-taking, rafting, criminal, white water rafting",1994,0.6190732241042844,0.6334535685196522
521,8000000,Twentieth Century Fox Film Corporation,Other,4350774,PCU,29.04.1994 00:00,Jeremy Piven,Adam Leff,1994,0,-0.45615325,-50,14425,tt0110759,PCU,"Nervous high school senior Tom Lawrence visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson and the school's steely president. With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.",8.888278,PCU,"mascot, beer keg, political correctness, ultimate frisbee, funky music, fund raiser, stage diving",1994,-0.9164759190381838,0.20208281629594213
522,25000000,New Line Cinema,Other,22150451,Don Juan DeMarco,7.04.1995 00:00,Johnny Depp,Lord Byron,1994,0,-0.11398196,-10,1909,tt0112883,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",7.438934,Don Juan DeMarco,"sex addiction, love, mental institution, patient, psychiatrist, don juan",1995,-0.21095333975650918,-0.18314137643729989
523,20000000,Other,Other,9771658,The Swan Princess,18.11.1994 00:00,Jack Palance,Richard Rich,1994,0,-0.5114171,-50,22586,tt0111333,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",8.910462,The Swan Princess,"princess, swan",1994,-0.4184599807217076,0.20797914835485615
524,2500000,Other,Other,6138485,The Last Seduction,26.10.1994 00:00,Linda Fiorentino,Steve Barancik,1994,1,1.455394,150,25284,tt0110308,The Last Seduction,"Looking to escape her unhappy marriage, villainous femme fatale Bridget Gregory (Linda Fiorentino) convinces her husband, Clay (Bill Pullman), to sell cocaine, then steals the profits and runs out on him. She stops in a small town en route to Chicago, where she ensnares her next conquest, insurance man Mike Swale (Peter Berg). After getting a job at his insurance company, Bridget convinces Mike to run a scam -- but things take a deadly turn when she recruits him to help get rid of her husband.",4.187079,The Last Seduction,"femme fatale, money, drug, loan shark, neo-noir",1994,-1.144733224099902,-1.0474587622756908
525,50000000,Other,Other,38590500,On Deadly Ground,18.02.1994 00:00,Steven Seagal,Ed Horowitz,1994,0,-0.22819,-20,9624,tt0110725,On Deadly Ground,"Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO, Michael Jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him.",6.678661,On Deadly Ground,"fight, inuit, petrol, company, alaska, enviromental",1994,0.8265798650694829,-0.38521593753658345
526,25000000,Other,Other,6841570,Exit to Eden,14.10.1994 00:00,Dana Delany,Anne Rice,1994,0,-0.7263372,-70,18395,tt0109758,Exit to Eden,"Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, where they try to retrieve the film. Elliot begins falling in love with Lisa, the head mistress of the island, and Lisa must evaluate her feelings about Elliot and her own motivations.",4.322726,Exit to Eden,"female nudity, sexuality, island, love, mistress, kinky, smuggler, bdsm",1994,-0.21095333975650918,-1.0114048605990107
527,7400000,New Line Cinema,Other,7690013,Surviving the Game,15.04.1994 00:00,Rutger Hauer,Eric Bernt,1994,1,0.039190946,0,17585,tt0111323,Surviving the Game,Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.,3.644641,Surviving the Game,hunting human beings,1994,-0.9413767159540076,-1.19163450016665
528,2500000,Other,Other,2881508,Shallow Grave,10.02.1995 00:00,Kerry Fox,John Hodge,1994,1,0.1526032,20,9905,tt0111149,Shallow Grave,Three friends discover their new flatmate dead but loaded with cash.,8.223026,Shallow Grave,"roommate, distrust, overdose, grave, suspense, dark comedy, shallow grave",1995,-1.144733224099902,0.02526408681269021
529,14000000,Universal Pictures,Spike Lee,13640000,Crooklyn,13.05.1994 00:00,Alfre Woodard,Cinqué Lee,1994,0,-0.025714286,0,34152,tt0109504,Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",2.533022,Crooklyn,"black people, 1970s, jazz musician, straßenkids, dysfunctional family, independent film, teacher, urban, parenthood",1994,-0.6674679498799456,-1.4870940542145046
530,16000000,Other,Other,3359465,Blue Sky,16.09.1994 00:00,Jessica Lange,Rama Laurie Stagner,1994,0,-0.790033438,-80,57834,tt0109306,Blue Sky,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons-testing in 1950's America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.",4.993829,Blue Sky,"mental disease, nuclear missile, history, nymphomaniac, dysfunctional marriage, independent film",1994,-0.5844652934938663,-0.8330309815089831
531,12000000,Columbia Pictures Corporation,Other,8914777,The Next Karate Kid,9.09.1994 00:00,Pat Morita,Robert Mark Kamen,1994,0,-0.257101917,-30,11231,tt0110657,The Next Karate Kid,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",9.9697,The Next Karate Kid,"martial arts, becoming an adult, karate, revenge, classmate",1994,-0.750470606266025,0.48951624614694234
532,25000000,Universal Pictures,Other,32055248,The Shadow,1.07.1994 00:00,Alec Baldwin,Walter B. Gibson,1994,1,0.28220992,30,8850,tt0111143,The Shadow,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",7.881107,The Shadow,"new york, atomic bomb, ladykiller, hypnosis, superhero, based on comic, radio series, invisibility, the shadow",1994,-0.21095333975650918,-0.06561528396136873
533,20000000,Miramax,Woody Allen,13383737,Bullets Over Broadway,24.02.1995 00:00,John Cusack,Woody Allen,1994,0,-0.33081315,-30,11382,tt0109348,Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",5.72288,Bullets Over Broadway,"lover (female), talent, mafia boss, author",1995,-0.4184599807217076,-0.6392549815142525
534,13000000,Other,Other,7881335,Serial Mom,13.04.1994 00:00,Kathleen Turner,John Waters,1994,0,-0.393743462,-40,11592,tt0111127,Serial Mom,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",5.305311,Serial Mom,"housewife, protection, motherly love, evil mother, murder, independent film, perfection",1994,-0.7089692780729854,-0.7502415250369961
535,25000000,Other,Other,6507514,The Road to Wellville,28.10.1994 00:00,Anthony Hopkins,T. Coraghessan Boyle,1994,0,-0.73969944,-70,10467,tt0111001,The Road to Wellville,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",3.416181,The Road to Wellville,"competition, sanatorium, musical, historical figure, cornflakes",1994,-0.21095333975650918,-1.2523573644913626
536,11000000,Touchstone Pictures,Other,11439193,The Ref,11.03.1994 00:00,Denis Leary,Marie Weiss,1994,1,0.039926636,0,10872,tt0110955,The Ref,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",5.868677,The Ref,"holiday, robbery, burglar, christmas party, hostage, blackmail, santa claus, bad mother-in-law, mother-in-law, liberation of hostage, police, thief, dysfunctional family, dark comedy, man hunt, dinner, alcoholic, christmas eve, mother son relationship, christmas, marriage counseling",1994,-0.7919719344590648,-0.6005032899710934
537,7000000,Other,Other,19604000,8 Seconds,25.02.1994 00:00,Luke Perry,Monte Merrick,1994,1,1.800571429,180,18069,tt0109021,8 Seconds,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",1.888534,8 Seconds,"rodeo, independent film, cowboy, bull riding",1994,-0.9579772472312235,-1.658393876428045
538,6200000,Warner Bros.,Other,126247,Police Academy: Mission to Moscow,26.08.1994 00:00,G.W. Bailey,Neal Israel,1994,0,-0.979637581,-100,11546,tt0110857,Police Academy: Mission to Moscow,"The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",6.168241,Police Academy: Mission to Moscow,"video game, mafia, police academy, moscow, commandant",1994,-0.9911783097856552,-0.5208815438073524
539,10000000,Other,Other,29392418,A Low Down Dirty Shame,23.11.1994 00:00,Keenen Ivory Wayans,Keenen Ivory Wayans,1994,1,1.9392418,190,26352,tt0110399,A Low Down Dirty Shame,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",3.021526,A Low Down Dirty Shame,"fbi, drug crime, violence, drug, private detective, blast",1994,-0.8334732626521044,-1.3572535477184902
540,7850000,Other,Other,2341309,Double Dragon,4.11.1994 00:00,Robert Patrick,Paul Dini,1994,0,-0.701744076,-70,2436,tt0106761,Double Dragon,"Set 15 years in the future in post-earthquake California, where San Diego and Los Angeles are merged into one city, two teenage brothers have half of a powerful ancient Chinese talisman. An evil gang leader named Bo Abobo has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power of the magical Double Dragon medallion.",5.190767,Double Dragon,"mutant, earthquake, post-apocalyptic, talisman, cult favorite, arcade, los angeles, based on video game, ruins",1994,-0.9227011182671397,-0.7806864159203449
541,12000000,Other,Other,2104000,Death and the Maiden,27.01.1995 00:00,Sigourney Weaver,Ariel Dorfman,1994,0,-0.824666667,-80,10531,tt0109579,Death and the Maiden,A political activist is convinced that her guest is a man who once tortured her for the government.,5.484156,Death and the Maiden,"married couple, chile, pinochet-regime, revenge, doctor, torture, humiliation",1995,-0.750470606266025,-0.7027059360054227
542,40000000,Castle Rock Entertainment,Other,43622150,City Slickers II: The Legend of Curly's Gold,10.06.1994 00:00,Billy Crystal,Lowell Ganz,1994,1,0.09055375,10,11310,tt0109439,City Slickers II: The Legend of Curly's Gold,"On Mitch Robbins 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately with Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.",8.605703,City Slickers II: The Legend of Curly's Gold,"nevada, gold, birthday, treasure hunt, gold bar, friendship bracelet, cowboy",1994,0.41156658313908606,0.12697661220526685
543,25000000,Paramount Pictures,Other,26372663,I.Q.,25.12.1994 00:00,Tim Robbins,Andy Breckman,1994,1,0.05490652,10,11777,tt0110099,I.Q.,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,5.146352,I.Q.,"wedding vows, mathematician, car mechanic, comet, albert einstein, halley's comet",1994,-0.21095333975650918,-0.7924915722671106
544,19000000,Other,Other,7411659,Clifford,1.04.1994 00:00,Martin Short,William Porter,1994,0,-0.609912684,-60,2778,tt0109447,Clifford,"When his brother asks him to look after his young son, Clifford, Martin Daniels agrees, taking the boy into his home and introducing him to his future wife, Sarah. Clifford is fixated on the idea of visiting a famed theme park, and Martin, an engineer who helped build the park, makes plans to take him. But, when Clifford reveals himself to be a first-rate brat, his uncle goes bonkers, and a loony inter-generational standoff ensues.",2.459293,Clifford,"shenanigan, uncle",1994,-0.45996130891474724,-1.506690640329346
545,35000000,Other,Other,20277185,The Cowboy Way,3.06.1994 00:00,Woody Harrelson,Robert C. Thompson,1994,0,-0.420651857,-40,19176,tt0109493,The Cowboy Way,"Two championship rodeo partners travel to New York to find their missing friend, Nacho Salazar who went missing there.",4.286279,The Cowboy Way,cowboy,1994,0.20405994217388765,-1.021092185452564
546,20000000,Other,Other,11784000,3 Ninjas Kick Back,6.05.1994 00:00,Victor Wong,Sang-ok Shin,1994,0,-0.4108,-40,18885,tt0109015,3 Ninjas Kick Back,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",3.775127,3 Ninjas Kick Back,"underdog, hero, friendship, treasure hunt, friends, revenge, rivalry, good vs evil, youth, danger, escapade, young heroes, siblings relations, vigilantism, heroic mission, buddies, master villain, master warrior, contests and competitions",1994,-0.4184599807217076,-1.156952351544246
547,15000000,TriStar Pictures,Other,6798240,Mixed Nuts,21.12.1994 00:00,Steve Martin,Nora Ephron,1994,0,-0.546784,-50,24070,tt0110538,Mixed Nuts,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,2.899608,Mixed Nuts,"holiday, rollerblades, cross dresser, woman director, suicide hotline, christmas",1994,-0.625966621686906,-1.3896583895846386
548,700000,Other,Other,376928,Swimming with Sharks,21.04.1995 00:00,Kevin Spacey,George Huang,1994,0,-0.461531429,-50,20306,tt0114594,Swimming with Sharks,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",5.869261,Swimming with Sharks,independent film,1995,-1.2194356148473735,-0.6003480673817314
549,45000000,Paramount Pictures,Other,28720380,Drop Zone,9.12.1994 00:00,Wesley Snipes,Tony Griffin,1994,0,-0.361769333,-40,4954,tt0109676,Drop Zone,A team of skydiving crooks led by DEA-agent-turned-bad Ty Moncrief (Busey) specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Pete Nessip (Snipes) lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Jessie Crossmann (Butler) so he can track them down.,9.579155,Drop Zone,"terrorist, transport of prisoners, airplane, parachuting, suspense",1994,0.6190732241042844,0.3857124684716604
550,7000000,Other,Other,20851521,Jason's Lyric,28.09.1994 00:00,Allen Payne,Bobby Smith Jr.,1994,1,1.978788714,200,22067,tt0110186,Jason's Lyric,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,0.912909,Jason's Lyric,"family relationships, fear, relationship, gospel singer",1994,-0.9579772472312235,-1.9177072989387598
551,45000000,Paramount Pictures,Other,20928892,Intersection,21.01.1994 00:00,Richard Gere,David Rayfiel,1994,0,-0.534913511,-50,46717,tt0110146,Intersection,"During a car accident, Vincent Eastman watches his whole life flash before his eyes, and he doesn't like what he sees. While maintaining the semblance of a marriage with his wife, Sally, Vincent has been carrying on with a mistress, Olivia. She's everything Sally isn't -- warm, passionate, carefree. So why can't he choose between the two, especially when his indecision is taking its toll on his daughter?",8.295437,Intersection,"female nudity, infidelity, remake, road accident, car accident, heavy rain",1994,0.6190732241042844,0.04451035893304698
552,50000000,Hollywood Pictures,Other,16478900,Terminal Velocity,23.09.1994 00:00,Charlie Sheen,David Twohy,1994,0,-0.670422,-70,9057,tt0111400,Terminal Velocity,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,8.012225,Terminal Velocity,"ladykiller, kgb, parachuting, sprung",1994,0.8265798650694829,-0.03076515472855891
553,1900000,Other,Other,763847,Before the Rain,24.02.1995 00:00,Katrin Cartlidge,Milcho Manchevski,1994,0,-0.597975263,-60,19155,tt0110882,Before the Rain,"The circularity of violence seen in a story that circles on itself. In Macedonia, during war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant.",3.525649,Before the Rain,"monk, mountain, restaurant, war photographer, christian, fashion photographer, girl, violence, albanian, macedonia",1995,-1.1696340210157259,-1.2232616343333584
554,2000000,Other,Other,2260622,Leprechaun 2,8.04.1994 00:00,Warwick Davis,Mark Jones,1994,1,0.130311,10,18009,tt0110329,Leprechaun 2,"A thousand years ago, the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold. Now he's back in the big city using all of his deadly tricks to snare the girl of his nightmares. His bloody quest becomes more deadly when her boyfriend steals one of the Leprechaun's gold coins. The town soon discovers two dead bodies and a trail of gold dust leads them to the Leprechaun's lair.",3.3924,Leprechaun 2,"leprechaun, slasher",1994,-1.1654838881964218,-1.258678166542076
555,3000000,Other,Other,6101600,The Secret of Roan Inish,3.02.1995 00:00,Jeni Courtney,Rosalie K. Fry,1994,1,1.033866667,100,14334,tt0111112,The Secret of Roan Inish,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate..",1.750481,The Secret of Roan Inish,"family relationships, ireland, seal, selkie",1995,-1.1239825600033821,-1.695087273909528
556,7000000,Other,Other,2144667,Mrs. Parker and the Vicious Circle,23.11.1994 00:00,Jennifer Jason Leigh,Alan Rudolph,1994,0,-0.693619,-70,23333,tt0110588,Mrs. Parker and the Vicious Circle,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",4.739054,Mrs. Parker and the Vicious Circle,"new york, alcohol, prohibition, biography, romance, independent film, theater, flashback, 1920s",1994,-0.9579772472312235,-0.9007481650786613
557,20000000,Other,Other,27053498,Guarding Tess,11.03.1994 00:00,Shirley MacLaine,Hugh Wilson,1994,1,0.3526749,40,6472,tt0109951,Guarding Tess,"Doug is a Secret Service Agent who has just completed his stint in charge protecting Tess Carlisle, widow of a former U.S. President, and close personal friend of the President. He finds that she has requested that he not be rotated but instead return to be her permanent detail. Doug is crushed. He wants off her detail. She is very difficult to guard and makes her detail crazy with her whims and demands. Doug returns with no idea of how to continue dealing with her.",8.847461,Guarding Tess,"bodyguard, national security agency (nsa), celebrity, security guard",1994,-0.4184599807217076,0.19123397994322466
558,15000000,Other,Other,3038499,China Moon,4.03.1994 00:00,Ed Harris,Roy Carlson,1994,0,-0.7974334,-80,26337,tt0109417,China Moon,"Detective Kyle Bodine falls for Rachel Munro who is trapped in a violent marriage. After shooting her husband, Kyle relucantly agrees to help hide the body, but Kyle's partner is showing an unusual flair for finding clues.",7.340512,China Moon,neo-noir,1994,-0.625966621686906,-0.20930116700268042
559,30000000,Warner Bros.,Other,1519366,Being Human,6.05.1994 00:00,Robin Williams,Bill Forsyth,1994,0,-0.949354467,-90,46924,tt0106379,Being Human,One man must learn the meaning of courage across four lifetimes centuries apart.,2.783872,Being Human,"success, medieval times, struggle",1994,-0.003446698791310757,-1.4204201046572331
560,17080000,Hollywood Pictures,Other,21011500,The Air Up There,7.01.1994 00:00,Kevin Bacon,Max Apple,1994,1,0.230181499,20,46094,tt0109067,The Air Up There,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",1.896273,The Air Up There,sport,1994,-0.5396438590453835,-1.6563369113268942
561,20000000,Other,Other,305070,Rapa Nui,9.09.1994 00:00,Jason Scott Lee,Kevin Reynolds,1994,0,-0.9847465,-100,10448,tt0110944,Rapa Nui,Inter-tribal rivalry leads to a competition to erect a huge statue (moai) in record time before Make can take part in the race to retrieve the egg of a Sooty Tern. The reward for winning this race is to rule the island for one year.,7.180346,Rapa Nui,"in love with enemy, indigenous, island",1994,-0.4184599807217076,-0.25187202530361696
562,2300000,Other,Other,1095885,Little Odessa,19.05.1995 00:00,Tim Roth,James Gray,1994,0,-0.523528261,-50,47504,tt0110365,Little Odessa,"The film follows the personal relationship between a father and his two sons, one of whom is a hit-man for the Russian mafia in Brooklyn.",1.861292,Little Odessa,"russian mafia, dysfunctional family, brothers",1995,-1.15303348973851,-1.6656345849544123
563,2300000,Other,Other,856422,Amateur,19.05.1995 00:00,Isabelle Huppert,Hal Hartley,1994,0,-0.627642609,-60,30157,tt0109093,Amateur,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",1.759012,Amateur,independent film,1995,-1.15303348973851,-1.69281980146116
564,30000000,Other,Other,3180674,Silent Fall,28.10.1994 00:00,Richard Dreyfuss,Akiva Goldsman,1994,0,-0.893977533,-90,39473,tt0111187,Silent Fall,"An autistic boy witnesses his parents' double murder. Richard Dreyfuss as a controversial therapist, seeks to probe the child's mind in order to solve the case.",3.034244,Silent Fall,"autism, double murder",1994,-0.003446698791310757,-1.3538732037261862
565,3200000,Other,Other,7266973,Barcelona,29.07.1994 00:00,Taylor Nichols,Whit Stillman,1994,1,1.270929063,130,16771,tt0109219,Barcelona,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.",1.632711,Barcelona,"barcelona spain, navy, independent film",1994,-1.1156822943647742,-1.7263896101238385
566,15000000,Universal Pictures,Other,1299060,Radioland Murders,21.10.1994 00:00,Brian Benben,George Lucas,1994,0,-0.913396,-90,22588,tt0110939,Radioland Murders,"In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN.",8.506727,Radioland Murders,"radio station, radio, writer, director",1994,-0.625966621686906,0.10066957281367622
567,10700000,Other,Other,1238080,"Car 54, Where Are You?",28.01.1994 00:00,David Johansen,Nat Hiken,1994,0,-0.884291589,-90,31395,tt0109376,"Car 54, Where Are You?","Brash NYC policeman Officer Gunther Toody is partnered with stiff, by-the-book Officer Francis Muldoon to protect an important mafia witness prior to testifying against orgainzed crime in Brooklyn, all the while dealing with their personal lives, overbearing spouses, common criminals, arms dealers, and their officious boss Captain Anderson.",1.060709,"Car 54, Where Are You?","police, based on tv series",1994,-0.8044223329169766,-1.8784232258091416
568,1000000,Other,Other,446934,Nadja,1.09.1995 00:00,Elina Löwensohn,Michael Almereyda,1994,0,-0.553066,-60,34574,tt0110620,Nadja,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.",7.720056,Nadja,"new york, vampire, dracula",1995,-1.2069852163894614,-0.10842136827529389
569,20000000,Other,Other,2308390,A Good Man in Africa,9.09.1994 00:00,Colin Friels,William Boyd,1994,0,-0.8845805,-90,41006,tt0109920,A Good Man in Africa,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",5.22583,A Good Man in Africa,golf,1994,-0.4184599807217076,-0.7713669473402109
