budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
150000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Adventure,177243721,Night at the Museum: Battle of the Smithsonian,PG,22.05.2009 00:00,Ben Stiller,Robert Ben Garant,2009,1,0.181624807,20
100000000,Universal Pictures,USA,Brad Silberling,Adventure,49438370,Land of the Lost,PG-13,5.06.2009 00:00,Will Ferrell,Chris Henchy,2009,0,-0.5056163,-50
26000000,Paramount Vantage,USA,Christian Alvart,Horror,13248477,Case 39,R,1.10.2010 00:00,Renée Zellweger,Ray Wright,2009,0,-0.490443192,-50
85000000,Universal Pictures,USA,Nancy Meyers,Comedy,112735375,It's Complicated,R,25.12.2009 00:00,Meryl Streep,Nancy Meyers,2009,1,0.326298529,30
100000000,Warner Bros.,Germany,Spike Jonze,Adventure,77233467,Donde viven los monstruos,PG,16.10.2009 00:00,Max Records,Spike Jonze,2009,0,-0.22766533,-20
20000000,Lionsgate,USA,Mark Neveldine,Action,13630226,Crank: High Voltage,R,17.04.2009 00:00,Jason Statham,Mark Neveldine,2009,0,-0.3184887,-30
7000000,Fox Searchlight Pictures,USA,Scott Cooper,Drama,39462438,Crazy Heart,R,5.02.2010 00:00,Jeff Bridges,Scott Cooper,2009,1,4.637491143,459
16000000,Rogue Pictures,USA,David S. Goyer,Drama,42670410,The Unborn,PG-13,9.01.2009 00:00,Odette Annable,David S. Goyer,2009,1,1.666900625,170
35000000,DreamWorks,Germany,Thor Freudenthal,Comedy,73034460,Hotel para perros,PG,16.01.2009 00:00,Emma Roberts,Jeff Lowell,2009,1,1.086698857,110
30000000,It's a Laugh Productions,USA,Peter Chelsom,Comedy,79566871,Hannah Montana: The Movie,G,10.04.2009 00:00,Miley Cyrus,Dan Berendsen,2009,1,1.652229033,170
70000000,Mod Producciones,Spain,Alejandro Amenábar,Adventure,617840,Agora,R,10.09.2010 00:00,Rachel Weisz,Alejandro Amenábar,2009,0,-0.991173714,-100
20000000,Screen Gems,USA,Steve Shill,Drama,68261644,Obsessed,PG-13,24.04.2009 00:00,Beyoncé Knowles,David Loughery,2009,1,2.4130822,240
42000000,Universal Pictures,USA,Larry Charles,Comedy,60054530,Brüno,R,10.07.2009 00:00,Sacha Baron Cohen,Sacha Baron Cohen,2009,1,0.429869762,40
10000000,Universal Pictures,USA,Olatunde Osunsanmi,Mystery,25464480,The Fourth Kind,PG-13,6.11.2009 00:00,Milla Jovovich,Olatunde Osunsanmi,2009,1,1.546448,150
40000000,Warner Bros.,Germany,James McTeigue,Action,38105077,Ninja Assassin,R,25.11.2009 00:00,Rick Yune,Matthew Sand,2009,0,-0.047373075,0
15000000,Sony Pictures Classics,USA,Woody Allen,Comedy,5306447,Whatever Works,PG-13,3.07.2009 00:00,Evan Rachel Wood,Woody Allen,2009,0,-0.646236867,-60
35000000,Warner Bros.,USA,Dominic Sena,Action,10275638,Whiteout,R,11.09.2009 00:00,Kate Beckinsale,Jon Hoeber,2009,0,-0.706410343,-70
22000000,Paramount Pictures,USA,George Gallo,Comedy,723714,Middle Men,R,6.08.2010 00:00,Luke Wilson,George Gallo,2009,0,-0.967103909,-100
18500000,Warner Bros.,USA,Ricky Gervais,Comedy,18439082,The Invention of Lying,PG-13,2.10.2009 00:00,Ricky Gervais,Ricky Gervais,2009,0,-0.003292865,0
8000000,Ternion Pictures,USA,Mike Judge,Comedy,10814185,Extract,R,4.09.2009 00:00,Jason Bateman,Mike Judge,2009,1,0.351773125,40
90000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,196573705,Ice Age: Dawn of the Dinosaurs,PG,1.07.2009 00:00,Ray Romano,Peter Ackerman,2009,1,1.184152278,120
75000000,Fox 2000 Pictures,USA,Betty Thomas,Animation,219614612,Alvin and the Chipmunks: The Squeakquel,PG,23.12.2009 00:00,Jason Lee,Jon Vitti,2009,1,1.928194827,190
14000000,Rogue,USA,David Twohy,Adventure,15483540,A Perfect Getaway,R,7.08.2009 00:00,Milla Jovovich,David Twohy,2009,1,0.105967143,10
15000000,Mandate Pictures,USA,Drew Barrymore,Drama,13043363,Whip It,PG-13,2.10.2009 00:00,Ellen Page,Shauna Cross,2009,0,-0.130442467,-10
200000000,Walt Disney Pictures,USA,Robert Zemeckis,Animation,137855863,A Christmas Carol,PG,6.11.2009 00:00,Jim Carrey,Robert Zemeckis,2009,0,-0.310720685,-30
50000000,Columbia Pictures,USA,Tom Tykwer,Action,25450527,The International,R,13.02.2009 00:00,Clive Owen,Eric Warren Singer,2009,0,-0.49098946,-50
35000000,Walt Disney Pictures,USA,Walt Becker,Comedy,49492060,Old Dogs,PG,25.11.2009 00:00,Robin Williams,David Diamond,2009,1,0.414058857,40
8000000,Stage 6 Films,USA,Troy Duffy,Action,10269307,The Boondock Saints II: All Saints Day,R,11.12.2009 00:00,Sean Patrick Flanery,Troy Duffy,2009,1,0.283663375,30
17000000,Millennium Films,USA,Antoine Fuqua,Crime,27154426,Brooklyn's Finest,R,5.03.2010 00:00,Richard Gere,Michael C. Martin,2009,1,0.597319176,60
2900000,Destination Films,USA,Scott Sanders,Action,228477,Black Dynamite,R,13.01.2010 00:00,Arsenio Hall,Michael Jai White,2009,0,-0.921214828,-90
22000000,Warner Bros.,USA,Steven Soderbergh,Comedy,33313582,The Informant!,R,18.09.2009 00:00,Matt Damon,Scott Z. Burns,2009,1,0.514253727,50
18000000,De Line Pictures,USA,Jody Hill,Comedy,23993605,Observe and Report,R,10.04.2009 00:00,Seth Rogen,Jody Hill,2009,1,0.332978056,30
13000000,EuropaCorp,France,Glenn Ficarra,Biography,2035566,Una pareja dispareja,R,7.01.2011 00:00,Jim Carrey,John Requa,2009,0,-0.843418,-80
15000000,Fox 2000 Pictures,USA,Phil Traill,Comedy,33860010,All About Steve,PG-13,4.09.2009 00:00,Sandra Bullock,Kim Barker,2009,1,1.257334,130
1700000,Magnolia Pictures,USA,Steven Soderbergh,Drama,695417,The Girlfriend Experience,R,8.07.2009 00:00,Sasha Grey,David Levien,2009,0,-0.590931176,-60
18000000,Metro-Goldwyn-Mayer (MGM),USA,Kevin Tancharoen,Comedy,22455510,Fame,PG,25.09.2009 00:00,Kelsey Grammer,Allison Burnett,2009,1,0.247528333,20
18000000,Fox Atomic,Canada,Chris Columbus,Comedy,14793904,"I Love You, Beth Cooper",PG-13,10.07.2009 00:00,Hayden Panettiere,Larry Doyle,2009,0,-0.178116444,-20
18000000,Dimension Films,USA,Miguel Arteta,Comedy,15281286,Youth in Revolt,R,8.01.2010 00:00,Michael Cera,Gustin Nash,2009,0,-0.151039667,-20
60000000,Universal Pictures,USA,Tony Gilroy,Comedy,40572825,Duplicity,PG-13,20.03.2009 00:00,Julia Roberts,Tony Gilroy,2009,0,-0.32378625,-30
17000000,Focus Features,USA,Sam Mendes,Comedy,9451946,Away We Go,R,26.06.2009 00:00,John Krasinski,Dave Eggers,2009,0,-0.444003176,-40
3900000,The Weinstein Company,USA,Kyle Newman,Adventure,688529,Fanboys,PG-13,13.02.2009 00:00,Dan Fogler,Ernest Cline,2009,0,-0.823454103,-80
7300000,Marv Films,UK,Daniel Barber,Action,1818681,Harry Brown,R,14.05.2010 00:00,Michael Caine,Gary Young,2009,0,-0.750865616,-80
8000000,Lionsgate,USA,Jonas Elmer,Comedy,16734283,New in Town,PG,30.01.2009 00:00,Renée Zellweger,Ken Rance,2009,1,1.091785375,110
20000000,Millennium Films,USA,Werner Herzog,Crime,1697956,Bad Lieutenant: Port of Call New Orleans,R,11.12.2009 00:00,Nicolas Cage,William M. Finkelstein,2009,0,-0.9151022,-90
5000000,CJ Entertainment,South Korea,Chan-wook Park,Drama,296441,Thirst,R,9.07.2010 00:00,Kang-ho Song,Seo-kyeong Jeong,2009,0,-0.9407118,-90
16000000,House Row Productions,USA,Stewart Hendler,Horror,11956207,Sorority Row,R,11.09.2009 00:00,Briana Evigan,Josh Stolberg,2009,0,-0.252737063,-30
60000000,DreamWorks,UK,Joe Wright,Biography,31670931,The Soloist,PG-13,24.04.2009 00:00,Jamie Foxx,Susannah Grant,2009,0,-0.47215115,-50
4500000,Lleju Productions,USA,Agnieszka Wojtowicz-Vosloo,Drama,108229,After.Life,R,24.06.2011 00:00,Christina Ricci,Agnieszka Wojtowicz-Vosloo,2009,0,-0.975949111,-100
800000,Euforia Film,Norway,Tommy Wirkola,Comedy,41709,Dead Snow,NOT RATED,9.01.2009 00:00,Jeppe Beck Laursen,Tommy Wirkola,2009,0,-0.94786375,-90
45000000,Twentieth Century Fox Film Corporation,USA,John Schultz,Animation,25200412,Aliens in the Attic,PG,31.07.2009 00:00,Ashley Tisdale,Mark Burton,2009,0,-0.439990844,-40
18000000,Hyde Park Entertainment,Canada,Andrzej Bartkowiak,Action,8742261,Street Fighter: La leyenda,PG-13,27.02.2009 00:00,Kristin Kreuk,Justin Marks,2009,0,-0.514318833,-50
21000000,Miramax,USA,Kirk Jones,Adventure,8855646,Everybody's Fine,PG-13,4.12.2009 00:00,Robert De Niro,Kirk Jones,2009,0,-0.578302571,-60
150000000,Jerry Bruckheimer Films,USA,Hoyt Yeatman,Animation,119436770,G-Force,PG,24.07.2009 00:00,Will Arnett,Cormac Wibberley,2009,0,-0.203754867,-20
18000000,Universal Pictures,USA,Brandon Camp,Drama,22927390,Love Happens,PG-13,18.09.2009 00:00,Jennifer Aniston,Brandon Camp,2009,1,0.273743889,30
40000000,Warner Bros.,USA,Robert Rodriguez,Comedy,20916309,Shorts,PG,21.08.2009 00:00,Jimmy Bennett,Robert Rodriguez,2009,0,-0.477092275,-50
19000000,The Weinstein Company,USA,Wayne Kramer,Crime,454149,Crossing Over,R,24.07.2009 00:00,Harrison Ford,Wayne Kramer,2009,0,-0.976097421,-100
5000000,Echo Lake Entertainment,USA,Derrick Borte,Drama,1474508,The Joneses,R,23.04.2010 00:00,Demi Moore,Randy T. Dinzler,2009,0,-0.7050984,-70
70000000,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Adventure,35922978,The Pink Panther 2,PG,6.02.2009 00:00,Steve Martin,Scott Neustadter,2009,0,-0.4868146,-50
65000000,Imagi Animation Studios,Hong Kong,David Bowers,Animation,19548064,Astro Boy,PG,23.10.2009 00:00,Freddie Highmore,Osamu Tezuka,2009,0,-0.699260554,-70
70000000,Ilion Animation Studios,Spain,Jorge Blanco,Animation,42086887,Planeta 51,PG,20.11.2009 00:00,Dwayne Johnson,Javier Abad,2009,0,-0.398758757,-40
58000000,Columbia Pictures,USA,Marc Lawrence,Comedy,29580087,Did You Hear About the Morgans?,PG-13,18.12.2009 00:00,Hugh Grant,Marc Lawrence,2009,0,-0.4899985,-50
23000000,Bill Kenwright Films,UK,Stephen Frears,Comedy,2708188,Chéri,R,17.07.2009 00:00,Michelle Pfeiffer,Christopher Hampton,2009,0,-0.882252696,-90
22000000,Fox Atomic,USA,Renny Harlin,Action,12232937,12 Rounds,PG-13,27.03.2009 00:00,John Cena,Daniel Kunka,2009,0,-0.443957409,-40
40000000,Fox Searchlight Pictures,USA,Mira Nair,Adventure,14241034,Amelia,PG,23.10.2009 00:00,Hilary Swank,Ronald Bass,2009,0,-0.64397415,-60
18000000,Universal Pictures International (UPI),Spain,Pedro Almodóvar,Drama,5014305,Broken Embraces,R,15.01.2010 00:00,Penélope Cruz,Pedro Almodóvar,2009,0,-0.7214275,-70
30000000,Focus Features,USA,Ang Lee,Biography,7443007,Taking Woodstock,R,28.08.2009 00:00,Demetri Martin,James Schamus,2009,0,-0.751899767,-80
5600000,Filmax,Spain,Jaume Balagueró,Horror,27766,[Rec] 2,R,23.10.2009 00:00,Jonathan D. Mellor,Jaume Balagueró,2009,0,-0.995041786,-100
10000000,Columbia Pictures Corporation,UK,Tom Hooper,Biography,449558,The Damned United,R,27.03.2009 00:00,Colm Meaney,Peter Morgan,2009,0,-0.9550442,-100
3500000,Insight Film Releasing,Canada,Peter Stebbings,Comedy,44462,Defendor,R,13.05.2010 00:00,Woody Harrelson,Peter Stebbings,2009,0,-0.987296571,-100
27000000,Screen Gems,USA,Nimród Antal,Action,15988876,Armored,PG-13,4.12.2009 00:00,Columbus Short,James V. Simpson,2009,0,-0.407819407,-40
15000000,Millennium Films,USA,Brian Koppelman,Comedy,4360548,Solitary Man,R,25.06.2010 00:00,Michael Douglas,Brian Koppelman,2009,0,-0.7092968,-70
17000000,26 Films,USA,Donald Petrie,Comedy,8662318,My Life in Ruins,PG-13,5.06.2009 00:00,Nia Vardalos,Mike Reiss,2009,0,-0.490451882,-50
6000000,CineSon Entertainment,USA,Raymond De Felitta,Comedy,6670712,City Island,PG-13,30.04.2010 00:00,Andy Garcia,Raymond De Felitta,2009,1,0.111785333,10
800000,CinemaNX,UK,J Blakeson,Crime,166980,The Disappearance of Alice Creed,R,30.04.2010 00:00,Gemma Arterton,J Blakeson,2009,0,-0.791275,-80
8000000,Belladonna Productions,USA,Julio DePietro,Comedy,100503,The Good Guy,R,19.02.2010 00:00,Alexis Bledel,Julio DePietro,2009,0,-0.987437125,-100
4000000,Blank of the Dead Productions,USA,George A. Romero,Comedy,101740,Survival of the Dead,R,6.05.2010 00:00,Alan Van Sprang,George A. Romero,2009,0,-0.974565,-100
6500000,Oscilloscope,USA,Oren Moverman,Drama,66637,The Messenger,R,4.12.2009 00:00,Ben Foster,Alessandro Camon,2009,0,-0.989748154,-100
7500000,K5 International,USA,Aaron Schneider,Drama,9176553,Get Low,PG-13,27.08.2010 00:00,Robert Duvall,Chris Provenzano,2009,1,0.2235404,20
12000000,Wayfare Entertainment,Ireland,Neil Jordan,Drama,548934,Ondine,PG-13,6.04.2011 00:00,Colin Farrell,Neil Jordan,2009,0,-0.9542555,-100
5000000,American Zoetrope,USA,Francis Ford Coppola,Drama,518522,Tetro,R,23.09.2011 00:00,Vincent Gallo,Mauricio Kartun,2009,0,-0.8962956,-90
10000000,Middle Fork Productions,USA,Richard Harrah,Thriller,1785,The Canyon,R,23.10.2009 00:00,Eion Bailey,Steve Allrich,2009,0,-0.9998215,-100
13000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,51733921,I Can Do Bad All by Myself,PG-13,11.09.2009 00:00,Tyler Perry,Tyler Perry,2009,1,2.979532385,300
3000000,Tax Credit Finance,USA,Francesca Gregorini,Drama,5005,Tanner Hall,R,15.01.2015 00:00,Rooney Mara,Tatiana von Furstenberg,2009,0,-0.998331667,-100
25000000,Autonomous Films,USA,Peter Hyams,Crime,32409,Beyond a Reasonable Doubt,PG-13,10.09.2010 00:00,Jesse Metcalfe,Peter Hyams,2009,0,-0.99870364,-100
160000000,Warner Bros.,USA,Christopher Nolan,Action,292576195,Inception,PG-13,16.07.2010 00:00,Leonardo DiCaprio,Christopher Nolan,2010,1,0.828601219,80
13000000,Fox Searchlight Pictures,USA,Darren Aronofsky,Drama,106954678,Black Swan,R,17.12.2010 00:00,Natalie Portman,Mark Heyman,2010,1,7.227282923,720
60000000,Universal Pictures,USA,Edgar Wright,Action,31494270,Scott Pilgrim vs. the World,PG-13,13.08.2010 00:00,Michael Cera,Michael Bacall,2010,0,-0.4750955,-50
80000000,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,Shutter Island,R,19.02.2010 00:00,Leonardo DiCaprio,Laeta Kalogridis,2010,1,0.600161675,60
30000000,Marv Films,UK,Matthew Vaughn,Action,48071303,Kick-Ass,R,16.04.2010 00:00,Aaron Taylor-Johnson,Jane Goldman,2010,1,0.602376767,60
20000000,DreamWorks,USA,Jim Field Smith,Comedy,31584722,She's Out of My League,R,12.03.2010 00:00,Jay Baruchel,Sean Anders,2010,1,0.5792361,60
125000000,Warner Bros.,USA,Louis Leterrier,Action,163214888,Clash of the Titans,PG-13,2.04.2010 00:00,Sam Worthington,Travis Beacham,2010,1,0.305719104,30
6800000,micro_scope,Canada,Denis Villeneuve,Drama,6857096,Incendies,R,29.07.2011 00:00,Lubna Azabal,Denis Villeneuve,2010,1,0.008396471,0
1500000,Alliance Films,USA,James Wan,Horror,54009150,Insidious,PG-13,1.04.2011 00:00,Patrick Wilson,Leigh Whannell,2010,1,35.0061,3500
40000000,Columbia Pictures,USA,David Fincher,Biography,96962694,The Social Network,PG-13,1.10.2010 00:00,Jesse Eisenberg,Aaron Sorkin,2010,1,1.42406735,140
69000000,Universal Pictures,USA,Pierre Coffin,Animation,251513985,Despicable Me,PG,9.07.2010 00:00,Steve Carell,Cinco Paul,2010,1,2.645130217,260
37000000,Warner Bros.,USA,Ben Affleck,Crime,92186262,The Town,R,17.09.2010 00:00,Ben Affleck,Peter Craig,2010,1,1.491520595,150
260000000,Walt Disney Animation Studios,USA,Nathan Greno,Animation,200821936,Tangled,PG,24.11.2010 00:00,Mandy Moore,Dan Fogelman,2010,0,-0.227607938,-20
95000000,Fox 2000 Pictures,UK,Chris Columbus,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,12.02.2010 00:00,Logan Lerman,Craig Titley,2010,0,-0.065666105,-10
15000000,See-Saw Films,UK,Tom Hooper,Biography,138797449,The King's Speech,R,25.12.2010 00:00,Colin Firth,David Seidler,2010,1,8.253163267,830
8000000,Screen Gems,USA,Will Gluck,Comedy,58401464,Easy A,PG-13,17.09.2010 00:00,Emma Stone,Bert V. Royal,2010,1,6.300183,630
200000000,Paramount Pictures,USA,Jon Favreau,Action,312433331,Iron Man 2,PG-13,7.05.2010 00:00,Robert Downey Jr.,Justin Theroux,2010,1,0.562166655,60
30000000,Fox 2000 Pictures,USA,Edward Zwick,Comedy,32367005,Love & Other Drugs,R,24.11.2010 00:00,Jake Gyllenhaal,Charles Randolph,2010,1,0.078900167,10
170000000,Walt Disney Pictures,USA,Joseph Kosinski,Action,172062763,TRON: Legacy,PG,17.12.2010 00:00,Jeff Bridges,Edward Kitsis,2010,1,0.0121339,0
26000000,Bold Films,USA,Scott Stewart,Action,40168080,Legion,R,22.01.2010 00:00,Paul Bettany,Peter Schink,2010,1,0.544926154,50
200000000,Walt Disney Pictures,USA,Tim Burton,Adventure,334191110,Alice in Wonderland,PG,5.03.2010 00:00,Mia Wasikowska,Linda Woolverton,2010,1,0.67095555,70
38000000,Paramount Pictures,USA,Ethan Coen,Adventure,171243005,True Grit,PG-13,22.12.2010 00:00,Jeff Bridges,Joel Coen,2010,1,3.506394868,350
35000000,New Line Cinema,USA,Samuel Bayer,Horror,63075011,A Nightmare on Elm Street,R,30.04.2010 00:00,Jackie Earle Haley,Wesley Strick,2010,1,0.802143171,80
58000000,Summit Entertainment,USA,Robert Schwentke,Action,90380162,RED,PG-13,15.10.2010 00:00,Bruce Willis,Jon Hoeber,2010,1,0.558278655,60
80000000,Alcon Entertainment,USA,Albert Hughes,Action,94835059,The Book of Eli,R,15.01.2010 00:00,Denzel Washington,Gary Whitta,2010,1,0.185438238,20
100000000,New Line Cinema,USA,Michael Patrick King,Comedy,95347692,Sex and the City 2,R,27.05.2010 00:00,Sarah Jessica Parker,Michael Patrick King,2010,0,-0.04652308,0
110000000,Twentieth Century Fox Film Corporation,USA,Joe Carnahan,Action,77222099,The A-Team,PG-13,11.06.2010 00:00,Liam Neeson,Joe Carnahan,2010,0,-0.297980918,-30
117000000,Twentieth Century Fox Film Corporation,USA,James Mangold,Action,76423035,Knight and Day,PG-13,23.06.2010 00:00,Tom Cruise,Patrick O'Neill,2010,0,-0.346811667,-30
200000000,Walt Disney Pictures,USA,Lee Unkrich,Animation,415004880,Toy Story 3,G,18.06.2010 00:00,Tom Hanks,John Lasseter,2010,1,1.0750244,110
3500000,Incentive Filmed Entertainment,USA,Derek Cianfrance,Drama,9737892,Blue Valentine,R,28.01.2011 00:00,Ryan Gosling,Derek Cianfrance,2010,1,1.782254857,180
2000000,Cinetel Films,USA,Steven R. Monroe,Crime,93051,I Spit on Your Grave,R,4.03.2011 00:00,Sarah Butler,Adam Rockoff,2010,0,-0.9534745,-100
165000000,DreamWorks Animation,USA,Dean DeBlois,Animation,217581231,How to Train Your Dragon,PG,26.03.2010 00:00,Jay Baruchel,William Davies,2010,1,0.318674127,30
16000000,Summit Entertainment,USA,Allen Coulter,Drama,19068240,Remember Me,PG-13,12.03.2010 00:00,Robert Pattinson,Will Fetters,2010,1,0.191765,20
200000000,Walt Disney Pictures,USA,Mike Newell,Action,90759676,Prince of Persia: The Sands of Time,PG-13,28.05.2010 00:00,Jake Gyllenhaal,Boaz Yakin,2010,0,-0.54620162,-50
25000000,Closest to the Hole Productions,USA,David O. Russell,Biography,93617009,The Fighter,R,17.12.2010 00:00,Mark Wahlberg,Scott Silver,2010,1,2.74468036,270
15000000,DNA Films,UK,Mark Romanek,Drama,2434652,Never Let Me Go,R,15.10.2010 00:00,Keira Knightley,Kazuo Ishiguro,2010,0,-0.837689867,-80
80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,162001186,Grown Ups,PG-13,25.06.2010 00:00,Adam Sandler,Adam Sandler,2010,1,1.025014825,100
35000000,Universal Pictures,UK,Susanna White,Comedy,29197642,Nanny McPhee Returns,PG,20.08.2010 00:00,Emma Thompson,Emma Thompson,2010,0,-0.165781657,-20
20000000,Twisted Pictures,Canada,Kevin Greutert,Horror,45710178,Saw 3D: The Final Chapter,R,29.10.2010 00:00,Tobin Bell,Patrick Melton,2010,1,1.2855089,130
200000000,Universal Pictures,USA,Ridley Scott,Action,105269730,Robin Hood,PG-13,14.05.2010 00:00,Russell Crowe,Brian Helgeland,2010,0,-0.47365135,-50
110000000,Columbia Pictures,USA,Phillip Noyce,Action,118311368,Salt,PG-13,23.07.2010 00:00,Angelina Jolie,Kurt Wimmer,2010,1,0.075557891,10
80000000,Millennium Films,USA,Sylvester Stallone,Action,103068524,The Expendables,R,13.08.2010 00:00,Sylvester Stallone,Dave Callaham,2010,1,0.28835655,30
150000000,Paramount Pictures,USA,M. Night Shyamalan,Action,131564731,The Last Airbender,PG,1.07.2010 00:00,Noah Ringer,M. Night Shyamalan,2010,0,-0.122901793,-10
38000000,Josephson Entertainment,USA,Greg Berlanti,Comedy,53374681,Life as We Know It,PG-13,8.10.2010 00:00,Katherine Heigl,Ian Deitchman,2010,1,0.404596868,40
55000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,98711404,Date Night,PG-13,9.04.2010 00:00,Steve Carell,Josh Klausner,2010,1,0.7947528,80
55000000,Screen Gems,USA,Steve Antin,Drama,39440655,Burlesque,PG-13,24.11.2010 00:00,Cher,Steve Antin,2010,0,-0.282897182,-30
18000000,Pathé,USA,Danny Boyle,Adventure,18335230,127 Hours,R,28.01.2011 00:00,James Franco,Danny Boyle,2010,1,0.018623889,0
40000000,Twentieth Century Fox Film Corporation,USA,Nimród Antal,Action,52000688,Predators,R,9.07.2010 00:00,Adrien Brody,Alex Litvak,2010,1,0.3000172,30
35000000,Lionsgate,USA,Paul Haggis,Crime,21148651,The Next Three Days,PG-13,19.11.2010 00:00,Russell Crowe,Paul Haggis,2010,0,-0.395752829,-40
100000000,Columbia Pictures,USA,Adam McKay,Action,119219978,The Other Guys,PG-13,6.08.2010 00:00,Will Ferrell,Adam McKay,2010,1,0.19219978,20
19000000,Universal Pictures,USA,Anand Tucker,Comedy,25918920,Leap Year,PG,8.01.2010 00:00,Amy Adams,Deborah Kaplan,2010,1,0.364153684,40
40000000,Columbia Pictures,USA,Harald Zwart,Action,176591618,The Karate Kid,PG,11.06.2010 00:00,Jackie Chan,Christopher Murphey,2010,1,3.41479045,340
68000000,Summit Entertainment,USA,David Slade,Adventure,300531751,The Twilight Saga: Eclipse,PG-13,30.06.2010 00:00,Kristen Stewart,Melissa Rosenberg,2010,1,3.419584574,340
55000000,Touchstone Pictures,USA,Mark Steven Johnson,Comedy,32669555,When in Rome,PG-13,29.01.2010 00:00,Kristen Bell,David Diamond,2010,0,-0.406008091,-40
2000000,Anonymous Content,USA,Debra Granik,Drama,6531503,Winter's Bone,R,16.07.2010 00:00,Jennifer Lawrence,Debra Granik,2010,1,2.2657515,229
24000000,Dimension Films,USA,Alexandre Aja,Comedy,25003155,Piranha 3D,R,20.08.2010 00:00,Elisabeth Shue,Pete Goldfinger,2010,1,0.041798125,0
36000000,Metro-Goldwyn-Mayer (MGM),USA,Steve Pink,Comedy,50287556,Hot Tub Time Machine,R,26.03.2010 00:00,John Cusack,Josh Heald,2010,1,0.396876556,40
100000000,Twentieth Century Fox Film Corporation,USA,Tony Scott,Action,81562942,Unstoppable,PG-13,12.11.2010 00:00,Denzel Washington,Mark Bomback,2010,0,-0.18437058,-20
24000000,CBS Films,USA,George Tillman Jr.,Action,23240020,Faster,R,24.11.2010 00:00,Dwayne Johnson,Tony Gayton,2010,0,-0.031665833,0
12000000,Pathé Pictures International,UK,Neil Marshall,Action,122288,Centurion,R,30.07.2010 00:00,Michael Fassbender,Neil Marshall,2010,0,-0.989809333,-100
15000000,Fox 2000 Pictures,USA,Elizabeth Allen Rosenbaum,Adventure,26161406,Ramona and Beezus,G,23.07.2010 00:00,Joey King,Laurie Craig,2010,1,0.744093733,70
15000000,Color Force,USA,Thor Freudenthal,Comedy,64003625,Diary of a Wimpy Kid,PG,19.03.2010 00:00,Zachary Gordon,Jackie Filgo,2010,1,3.266908333,330
52000000,New Line Cinema,USA,Garry Marshall,Comedy,110485654,Valentine's Day,PG-13,12.02.2010 00:00,Julia Roberts,Katherine Fugate,2010,1,1.124724115,110
80000000,Warner Bros.,UK,Martin Campbell,Crime,43313890,Edge of Darkness,R,29.01.2010 00:00,Mel Gibson,William Monahan,2010,0,-0.458576375,-50
44000000,Universal Pictures,USA,Burr Steers,Drama,31162545,Charlie St. Cloud,PG-13,30.07.2010 00:00,Zac Efron,Craig Pearce,2010,0,-0.291760341,-30
20000000,Overture Films,UK,Matt Reeves,Drama,12134420,Let Me In,R,1.10.2010 00:00,Kodi Smit-McPhee,Matt Reeves,2010,0,-0.393279,-40
130000000,DreamWorks Animation,USA,Tom McGrath,Animation,148415853,Megamind,PG,5.11.2010 00:00,Will Ferrell,Alan Schoolcraft,2010,1,0.141660408,10
3000000,Audiovisual Aval SGR,Spain,Rodrigo Cortés,Drama,1028658,Sepultado,R,15.10.2010 00:00,Ryan Reynolds,Chris Sparling,2010,0,-0.657114,-70
165000000,DreamWorks Animation,USA,Mike Mitchell,Animation,238371987,Shrek Forever After,PG,21.05.2010 00:00,Mike Myers,William Steig,2010,1,0.444678709,40
14000000,Castle Rock Entertainment,USA,Rob Reiner,Comedy,1752214,Flipped,PG,10.09.2010 00:00,Madeline Carroll,Rob Reiner,2010,0,-0.874841857,-90
100000000,GK Films,USA,Florian Henckel von Donnersmarck,Action,67631157,The Tourist,PG-13,10.12.2010 00:00,Johnny Depp,Florian Henckel von Donnersmarck,2010,0,-0.32368843,-30
20000000,Touchstone Pictures,USA,Andy Fickman,Comedy,25702053,You Again,PG,24.09.2010 00:00,Kristen Bell,Moe Jelline,2010,1,0.28510265,30
155000000,Fox 2000 Pictures,USA,Michael Apted,Adventure,104386950,The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,10.12.2010 00:00,Ben Barnes,Christopher Markus,2010,0,-0.326535806,-30
10500000,Overnight Films,USA,Ethan Maniquis,Action,26593646,Machete,R,3.09.2010 00:00,Danny Trejo,Robert Rodriguez,2010,1,1.53272819,150
150000000,Walt Disney Pictures,USA,Jon Turteltaub,Action,63150991,The Sorcerer's Apprentice,PG,14.07.2010 00:00,Nicolas Cage,Lawrence Konner,2010,0,-0.578993393,-60
70000000,Twentieth Century Fox Film Corporation,USA,Oliver Stone,Drama,52474616,Wall Street: Money Never Sleeps,PG-13,24.09.2010 00:00,Shia LaBeouf,Allan Loeb,2010,0,-0.250362629,-30
