,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released
2794,10000000,Other,USA,Other,Horror,22197,Vanishing on 7th Street,R,5.02.2011 00:00,92,4.9,Hayden Christensen,22864,Anthony Jaswinski,2010,0,-0.9977803,-100,FALSE,43552,tt1452628,Vanishing on 7th Street,"A mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat the apocalyptic horror. Realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.",8.419427,Stay in the light.,Vanishing on 7th Street,"Mystery, Horror, Thriller",en,US,"light, darkness, suspense",2011
2795,65000,Other,USA,Other,Comedy,389804,Tiny Furniture,NOT RATED,30.03.2012 00:00,98,6.2,Lena Dunham,12702,Lena Dunham,2010,1,4.996984615,500,FALSE,47607,tt1570989,Tiny Furniture,"After graduating from film school, Aura returns to New York to live with her photographer mother, Siri, and her sister, Nadine, who has just finished high school. Aura is directionless and wonders where to go next in her career and her life. She takes a job in a restaurant and tries unsuccessfully to develop relationships with men, including Keith, a chef where she works, and cult Internet star Jed.",2.799356,"Aura would like you to know that she is having a very, very hard time.",Tiny Furniture,"Romance, Comedy, Drama",en,US,"sister sister relationship, male female relationship, mother daughter relationship, youtube, woman director",2012
2796,20000000,Other,USA,Other,Animation,25077977,Alpha and Omega,PG,17.09.2010 00:00,90,5.3,Hayden Panettiere,11636,Chris Denk,2010,1,0.25389885,30,FALSE,12819,tt1213012,Alpha and Omega,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",8.16645,A Pawsome 3D Adventure,Alpha and Omega,"Family, Animation",en,"US, IN","wolf, arranged marriage, forbidden love, road trip, park, park ranger, howling, social status",2010
2797,125000000,Warner Bros.,USA,Other,Adventure,381011219,Harry Potter and the Deathly Hallows: Part 2,PG-13,15.07.2011 00:00,130,8.1,Daniel Radcliffe,608969,Steve Kloves,2011,1,2.048089752,200,FALSE,12445,tt1201607,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",24.990737,It all ends here.,Harry Potter and the Deathly Hallows: Part 2,"Family, Fantasy, Adventure",en,"GB, US","self sacrifice, magic, frog, sorcerer, school, wizard, 3d",2011
2798,163000000,Universal Pictures,USA,Other,Action,100240551,Cowboys & Aliens,PG-13,29.07.2011 00:00,119,6,Daniel Craig,182868,Roberto Orci,2011,0,-0.385027294,-40,FALSE,49849,tt0409847,Cowboys & Aliens,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",10.958669,First Contact. Last Stand.,Cowboys & Aliens,"Action, Science Fiction, Thriller, Western",en,US,"robbery, sheriff, arizona, laser, outlaw, ufo, spaceship, alien, native american, escape, gunfight",2011
2799,250000000,Walt Disney Pictures,USA,Other,Action,241071802,Pirates of the Caribbean: On Stranger Tides,PG-13,20.05.2011 00:00,100,6.6,Johnny Depp,408968,Ted Elliott,2011,0,-0.035712792,0,FALSE,1865,tt1298650,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",27.88772,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,"Adventure, Action, Fantasy","en, es",US,"sea, captain, mutiny, sword, prime minister, sailing, silver, ship, duke, mermaid, pirate, soldier, battle, swashbuckler, aftercreditsstinger, 3d",2011
2800,25000000,DreamWorks,USA,Other,Drama,169708112,The Help,PG-13,10.08.2011 00:00,146,8.1,Emma Stone,351321,Tate Taylor,2011,1,5.78832448,580,FALSE,50014,tt1454029,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",7.486118,Change begins with a whisper.,The Help,Drama,en,"IN, AE, US","mississippi, based on novel, exploitation, racial segregation, racism, writer, maid, moral courage, ressentiment, southern belle, racial issues, 1960s, newspaper columnist",2011
2801,50000000,Other,USA,Other,Comedy,84351197,"Crazy, Stupid, Love.",PG-13,29.07.2011 00:00,100,7.4,Steve Carell,404694,Dan Fogelman,2011,1,0.68702394,70,FALSE,50646,tt1570728,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",10.246173,This Is Stupid,"Crazy, Stupid, Love.","Comedy, Drama, Romance",en,US,"soulmates, midlife crisis, marriage crisis, womanizer, law school, crazy, relationship",2011
2802,32500000,Universal Pictures,USA,Other,Comedy,169106725,Bridesmaids,R,13.05.2011 00:00,125,6.8,Kristen Wiig,232190,Kristen Wiig,2011,1,4.203283846,420,FALSE,55721,tt1478338,Bridesmaids,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",6.810991,Save the date,Bridesmaids,"Comedy, Romance",en,US,"competition, jealousy, fight, materialism, bridesmaid, female friendship, fear of commitment, wealth, mother daughter relationship, wedding party, sexual humor, best friend, maid of honor, drunk, wedding dress, group of friends, casual sex, vanity, girl fight, missing woman, out of control",2011
2803,82000000,Warner Bros.,USA,Other,Action,36392502,Sucker Punch,PG-13,25.03.2011 00:00,110,6.1,Emily Browning,207858,Zack Snyder,2011,0,-0.556189,-60,FALSE,23629,tt0978764,Sucker Punch,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",13.779527,You will be unprepared,Sucker Punch,"Action, Fantasy, Thriller","en, de",US,"brothel, fantasy, asylum, reality, escape, robot, violence, inmate, alternative, imagination, lobotomy",2011
2804,150000000,Paramount Pictures,USA,Other,Action,181030624,Thor,PG-13,6.05.2011 00:00,115,7,Chris Hemsworth,585830,Ashley Miller,2011,1,0.206870827,20,FALSE,10195,tt0800369,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",29.158489,Two worlds. One hero.,Thor,"Adventure, Fantasy, Action",en,US,"new mexico, banishment, shield, marvel comic, hammer, superhero, based on comic, redemption, norse mythology, aftercreditsstinger, marvel cinematic universe, 3d, asgard, odin, heimdall",2011
2805,140000000,Paramount Pictures,USA,Other,Action,176654505,Captain America: The First Avenger,PG-13,22.07.2011 00:00,124,6.9,Chris Evans,563504,Christopher Markus,2011,1,0.261817893,30,FALSE,1771,tt0458339,Captain America: The First Avenger,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",19.323582,When patriots become heroes,Captain America: The First Avenger,"Action, Adventure, Science Fiction","fr, no, en",US,"new york, usa, world war ii, nazis, marvel comic, superhero, based on comic, nazi germany, period drama, brooklyn new york city, captain america, aftercreditsstinger, marvel cinematic universe, 3d",2011
2806,25000000,Other,USA,Other,Drama,13657115,Warrior,PG-13,9.09.2011 00:00,140,8.2,Tom Hardy,365224,Gavin O'Connor,2011,0,-0.4537154,-50,FALSE,59440,tt1291584,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",13.121626,Fight for Family,Warrior,"Action, Drama",en,US,"bank, training, beating, mixed martial arts, teacher, muscleman, combat, alcoholic, gym, exercise",2011
2807,160000000,Twentieth Century Fox Film Corporation,USA,Other,Action,146408305,X-Men: First Class,PG-13,3.06.2011 00:00,132,7.8,James McAvoy,561501,Ashley Miller,2011,0,-0.084948094,-10,FALSE,49538,tt1270798,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",0.738633,Witness the moment that will change our world.,X-Men: First Class,"Action, Science Fiction, Adventure","de, en, es, fr, ru",US,"cia, mutant, mine, marvel comic, superhero, based on comic, superhuman, historical fiction, nuclear war, cuban missile crisis, world war iii, 1960s",2011
2808,200000000,Warner Bros.,USA,Other,Action,116601172,Green Lantern,PG-13,17.06.2011 00:00,114,5.6,Ryan Reynolds,235591,Greg Berlanti,2011,0,-0.41699414,-40,FALSE,44912,tt1133985,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",13.985631,"In our darkest hour, there will be light.",Green Lantern,"Adventure, Action, Thriller, Science Fiction",en,US,"dc comics, transformation, superhero, alien, alien infection, magical object, protector, super powers, origin, 3d",2011
2809,27000000,Other,USA,Other,Mystery,79249455,Limitless,PG-13,18.03.2011 00:00,105,7.4,Bradley Cooper,454361,Leslie Dixon,2011,1,1.935165,190,FALSE,51876,tt1219289,Limitless,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",12.114955,What if a pill could make you rich and powerful?,Limitless,"Thriller, Mystery, Science Fiction","en, it, ru, zh, fr",US,"fictional place, politician, stalking, superhuman, writer, apartment, threat",2011
2810,75000000,Other,USA,Other,Action,83504017,Immortals,R,11.11.2011 00:00,110,6,Henry Cavill,144952,Charley Parlapanides,2011,1,0.113386893,10,FALSE,37958,tt1253864,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",10.363671,The Gods need a hero.,Immortals,"Fantasy, Action, Drama","el, en",US,"poison, army, zeus, poseidon, spear",2011
2811,50000000,Paramount Pictures,USA,Other,Mystery,127004179,Super 8,PG-13,10.06.2011 00:00,112,7,Elle Fanning,303656,J.J. Abrams,2011,1,1.54008358,150,FALSE,37686,tt1650062,Super 8,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",19.529911,It Arrives.,Super 8,"Thriller, Science Fiction, Mystery",en,US,"1970s, secret, alien, train crash, pistol, firecracker, duringcreditsstinger",2011
2812,93000000,Twentieth Century Fox Film Corporation,USA,Other,Action,176760185,Rise of the Planet of the Apes,PG-13,5.08.2011 00:00,105,7.6,James Franco,439105,Rick Jaffa,2011,1,0.900647151,90,FALSE,61791,tt1318514,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",41.613762,Evolution Becomes Revolution.,Rise of the Planet of the Apes,"Thriller, Action, Drama, Science Fiction",en,US,"intelligence, zoo, cage, dystopia, golden gate bridge, ape, monkey, medical research, alzheimer's disease",2011
2813,195000000,Paramount Pictures,USA,Other,Action,352390543,Transformers: Dark of the Moon,PG-13,29.06.2011 00:00,154,6.3,Shia LaBeouf,345669,Ehren Kruger,2011,1,0.80713099,80,FALSE,38356,tt1399103,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",4.503505,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,"Action, Science Fiction, Adventure",en,US,"moon, spacecraft, traitor, bodyguard, alien planet, based on cartoon, transformers, giant robot, sabotage, word domination, commando, duringcreditsstinger",2011
2814,40000000,Other,USA,Other,Action,37520095,In Time,PG-13,28.10.2011 00:00,109,6.7,Justin Timberlake,324606,Andrew Niccol,2011,0,-0.061997625,-10,FALSE,49530,tt1637688,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",10.324613,Time Is Power,In Time,"Action, Thriller, Science Fiction",en,US,"bank, future, time, dystopia, race against time, immortality, on the run, class differences, cops and robbers , rich vs poor",2011
2815,50000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,75624550,We Bought a Zoo,PG,23.12.2011 00:00,124,7.1,Matt Damon,118916,Aline Brosh McKenna,2011,1,0.512491,50,FALSE,74465,tt1389137,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",10.563152,A True Zoo Story,We Bought a Zoo,"Drama, Comedy, Family",en,US,zoo,2011
2816,17000000,Other,Other,Woody Allen,Comedy,56816662,Midnight in Paris,PG-13,10.06.2011 00:00,100,7.7,Owen Wilson,327869,Woody Allen,2011,1,2.342156588,229,FALSE,59436,tt1605783,Midnight in Paris,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,11.43256,,Midnight in Paris,"Fantasy, Comedy, Romance","en, fr, de, es","ES, US","paris, painter, detective, based on novel, screenwriter, forbidden love, time travel, midnight, nostalgia, past, sculpture, hemingway",2011
2817,32000000,Summit Entertainment,USA,Other,Mystery,54712227,Source Code,PG-13,1.04.2011 00:00,93,7.5,Jake Gyllenhaal,414859,Ben Ripley,2011,1,0.709757094,70,FALSE,45612,tt0945513,Source Code,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",9.796962,Make Every Second Count,Source Code,"Thriller, Science Fiction, Mystery",en,"CA, US","bomb, identity, fantasy, bomber, suspicion, time travel, investigation, surrealism, soldier, helicopter pilot",2011
2818,145000000,Paramount Pictures,USA,Other,Action,209397903,Mission: Impossible - Ghost Protocol,PG-13,21.12.2011 00:00,132,7.4,Tom Cruise,388730,Bruce Geller,2011,1,0.444123469,40,FALSE,56292,tt1229238,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",14.25843,No Plan. No Backup. No Choice.,Mission: Impossible - Ghost Protocol,"Action, Thriller, Adventure","en, ru, fr, ar, sv","CZ, US, AE","fight, sequel, mission, explosion, broken arm, imax, nuclear threat",2011
2819,80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,103028109,Just Go with It,PG-13,11.02.2011 00:00,117,6.4,Adam Sandler,185840,Allan Loeb,2011,1,0.287851363,30,FALSE,50546,tt1564367,Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",9.267959,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,"Romance, Comedy",en,US,"beach, fictitious marriage, blackmail, plastic surgery, marriage, love, beautiful woman, kids and family",2011
2820,40000000,Other,USA,Other,Crime,58009200,The Lincoln Lawyer,R,18.03.2011 00:00,118,7.3,Matthew McConaughey,184728,John Romano,2011,1,0.45023,50,FALSE,50348,tt1189340,The Lincoln Lawyer,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,6.807442,This Case is a Dangerous Game of Life and Death,The Lincoln Lawyer,"Crime, Drama, Thriller",en,US,"judge, arrest, jury, private investigator",2011
2821,35000000,New Line Cinema,USA,Other,Comedy,117538559,Horrible Bosses,R,8.07.2011 00:00,106,6.9,Jason Bateman,375032,Michael Markowitz,2011,1,2.358244543,240,FALSE,51540,tt1499658,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",9.856955,Ever wish your boss was dead?,Horrible Bosses,"Comedy, Crime",en,US,"conspiracy of murder, bad boss, employee, death of father, stakeout, duringcreditsstinger",2011
2822,60000000,DreamWorks,USA,Other,Action,55100437,I Am Number Four,PG-13,18.02.2011 00:00,109,6.1,Alex Pettyfer,205616,Alfred Gough,2011,0,-0.081659383,-10,FALSE,46529,tt1464540,I Am Number Four,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",9.388376,Three like him have already been killed…he is Number Four.,I Am Number Four,"Action, Thriller, Science Fiction, Adventure","fr, en",US,"secret identity, alien, teenage boy, teenage hero, alien teenager, interspecies romance, based on young adult novel, superpowers",2011
2823,40000000,Dimension Films,USA,Wes Craven,Horror,38180928,Scream 4,R,15.04.2011 00:00,111,6.2,Neve Campbell,110371,Kevin Williamson,2011,0,-0.0454768,0,FALSE,41446,tt1262416,Scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",10.000721,New Decade. New Rules.,Scream 4,"Horror, Mystery",en,US,"sheriff, book, knife, horror, rescue, author, masked killer, hospital, corpse",2011
2824,35000000,Screen Gems,USA,Other,Comedy,55802754,Friends with Benefits,R,22.07.2011 00:00,109,6.6,Mila Kunis,292555,Keith Merryman,2011,1,0.5943644,60,FALSE,50544,tt1632708,Friends with Benefits,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",10.009007,Some friends come with a happy ending.,Friends with Benefits,"Romance, Comedy",en,US,"funeral, friends, hospital, aftercreditsstinger, duringcreditsstinger",2011
2825,20000000,Columbia Pictures,USA,Other,Comedy,100292856,Bad Teacher,R,24.06.2011 00:00,92,5.7,Cameron Diaz,169725,Gene Stupnitsky,2011,1,4.0146428,400,FALSE,52449,tt1284575,Bad Teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",7.310686,She doesn't give an F.,Bad Teacher,Comedy,en,US,"classroom, teacher, school, workplace humor",2011
2826,150000000,Paramount Pictures,USA,Other,Adventure,73864507,Hugo,PG,23.11.2011 00:00,126,7.5,Asa Butterfield,264187,John Logan,2011,0,-0.507569953,-50,FALSE,44826,tt0970179,Hugo,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",14.046164,One of the most legendary directors of our time takes you on an extraordinary adventure.,Hugo,"Adventure, Drama, Family",en,"FR, US, GB","library, clock, film director, key, toy, boy, love, orphan, robot, automaton, hiding, filmmaking, leg brace, doberman, 3d",2011
2827,1000000,Other,USA,Other,Horror,18474268,You're Next,R,23.08.2013 00:00,95,6.5,Sharni Vinson,70259,Simon Barrett,2011,1,17.474268,1750,FALSE,83899,tt1853739,You're Next,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of their victims harbors a secret talent for fighting back.",6.464826,Did You Remember To Lock Your Door?,You're Next,"Horror, Thriller, Mystery",en,US,"greed, family dinner, gore, masked killer, massacre, home invasion, crossbow, mumblegore",2013
2828,50000000,Columbia Pictures,USA,Other,Biography,75605492,Moneyball,PG-13,23.09.2011 00:00,133,7.6,Brad Pitt,302465,Steven Zaillian,2011,1,0.51210984,50,FALSE,60308,tt1210166,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",15.785663,What are you really worth?,Moneyball,Drama,en,US,"underdog, based on novel, baseball, teamwork, sport, partner, meeting, oakland california, strategy, voice over, statistics",2011
2829,15000000,Other,USA,Other,Drama,13843771,One Day,PG-13,19.08.2011 00:00,107,7,Anne Hathaway,116446,David Nicholls,2011,0,-0.077081933,-10,FALSE,51828,tt1563738,One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",11.239012,Twenty years. Two people.,One Day,"Drama, Romance",en,"GB, US","based on novel, comedian, job, love, male female relationship, author, writer, divorce, best friends in love, woman director, missed opportunity",2011
2830,25000000,Paramount Pictures,USA,Other,Comedy,70662220,No Strings Attached,R,21.01.2011 00:00,108,6.2,Natalie Portman,181844,Elizabeth Meriwether,2011,1,1.8264888,180,FALSE,41630,tt1411238,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",8.88057,Friendship has its benefits.,No Strings Attached,"Comedy, Romance",en,US,"father son relationship, casual meeting, student of medicine, friends, valentine, male female relationship, open relationship, sexual humor, best friend, casual sex, best friends in love, duringcreditsstinger, fling, father son conflict, friends with benefit",2011
2831,110000000,Summit Entertainment,USA,Other,Adventure,281287133,The Twilight Saga: Breaking Dawn - Part 1,PG-13,18.11.2011 00:00,117,4.9,Kristen Stewart,193280,Melissa Rosenberg,2011,1,1.557155755,160,FALSE,50619,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,"The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world. Bella soon discovers she is pregnant, and during a nearly fatal childbirth, Edward finally fulfills her wish to become immortal. But the arrival of their remarkable daughter, Renesmee, sets in motion a perilous chain of events that pits the Cullens and their allies against the Volturi, the fearsome council of vampire leaders, setting the stage for an all-out battle.",25.9725,Forever is just the beginning,The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Fantasy, Romance","en, pt",US,"based on novel, vampire, werewolf, duringcreditsstinger, fang vamp",2011
2832,7000000,Other,Other,Other,Drama,1738692,We Need to Talk About Kevin,R,13.01.2012 00:00,112,7.5,Tilda Swinton,108592,Lynne Ramsay,2011,0,-0.751615429,-80,FALSE,71859,tt1242460,We Need to Talk About Kevin,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",5.325574,,We Need to Talk About Kevin,"Drama, Thriller",en,"GB, US","suburb, violence, killing spree, prison visit, guinea pig, broken arm, potty training, woman director",2012
2833,125000000,Warner Bros.,USA,Other,Action,186848418,Sherlock Holmes: A Game of Shadows,PG-13,16.12.2011 00:00,129,7.5,Robert Downey Jr.,365008,Michele Mulroney,2011,1,0.494787344,50,FALSE,58574,tt1515091,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",18.695329,The game is afoot.,Sherlock Holmes: A Game of Shadows,"Adventure, Action, Crime, Mystery",en,US,"detective inspector, steampunk, criminal mastermind",2011
2834,125000000,Universal Pictures,USA,Other,Action,209837675,Fast Five,PG-13,29.04.2011 00:00,130,7.3,Vin Diesel,307369,Chris Morgan,2011,1,0.6787014,70,FALSE,51497,tt1596343,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",1.420361,Get the Fifth Gear.,Fast Five,"Action, Thriller, Crime","en, es, pt, it",US,"brazil, fbi, freedom, escape from prison, car crash, heist, organized crime, on the run, money, fugitive, police chase, escaped convict, car, imax, automobile racing, duringcreditsstinger",2011
