,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm,popularity_norm
119,80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,103028109,Just Go with It,PG-13,11.02.2011 00:00,117,6.4,Adam Sandler,185840,Allan Loeb,2011,1,0.287851363,30,FALSE,50546,tt1564367,Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",9.267959,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,"Romance, Comedy",en,US,"beach, fictitious marriage, blackmail, plastic surgery, marriage, love, beautiful woman, kids and family",2011,1.4007684744698108,0.8451623673814546,-0.046034348171590016,1.1650889844940817,-0.2566092476312302
120,40000000,Other,USA,Other,Crime,58009200,The Lincoln Lawyer,R,18.03.2011 00:00,118,7.3,Matthew McConaughey,184728,John Romano,2011,1,0.45023,50,FALSE,50348,tt1189340,The Lincoln Lawyer,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,6.807442,This Case is a Dangerous Game of Life and Death,The Lincoln Lawyer,"Crime, Drama, Thriller",en,US,"judge, arrest, jury, private investigator",2011,0.14071111280116294,0.9242245798378487,1.1708631592543948,1.1515790896601188,-0.8833015761318662
121,35000000,New Line Cinema,USA,Other,Comedy,117538559,Horrible Bosses,R,8.07.2011 00:00,106,6.9,Jason Bateman,375032,Michael Markowitz,2011,1,2.358244543,240,FALSE,51540,tt1499658,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",9.856955,Ever wish your boss was dead?,Horrible Bosses,"Comedy, Crime",en,US,"conspiracy of murder, bad boss, employee, death of father, stakeout, duringcreditsstinger",2011,-0.016796057407418026,-0.024521969638881796,0.6300198226206241,3.4636177825400707,-0.10659228992780423
122,60000000,DreamWorks,USA,Other,Action,55100437,I Am Number Four,PG-13,18.02.2011 00:00,109,6.1,Alex Pettyfer,205616,Alfred Gough,2011,0,-0.081659383,-10,FALSE,46529,tt1464540,I Am Number Four,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",9.388376,Three like him have already been killed…he is Number Four.,I Am Number Four,"Action, Thriller, Science Fiction, Adventure","fr, en",US,"secret identity, alien, teenage boy, teenage hero, alien teenager, interspecies romance, based on young adult novel, superpowers",2011,0.7707397936354868,0.21266466773030082,-0.45166685064691947,1.4053512868649933,-0.22593910386832958
123,40000000,Dimension Films,USA,Wes Craven,Horror,38180928,Scream 4,R,15.04.2011 00:00,111,6.2,Neve Campbell,110371,Kevin Williamson,2011,0,-0.0454768,0,FALSE,41446,tt1262416,Scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",10.000721,New Decade. New Rules.,Scream 4,"Horror, Mystery",en,US,"sheriff, book, knife, horror, rescue, author, masked killer, hospital, corpse",2011,0.14071111280116294,0.37078909264308924,-0.3164560164884759,0.24820206612685305,-0.06997516868896572
124,35000000,Screen Gems,USA,Other,Comedy,55802754,Friends with Benefits,R,22.07.2011 00:00,109,6.6,Mila Kunis,292555,Keith Merryman,2011,1,0.5943644,60,FALSE,50544,tt1632708,Friends with Benefits,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",10.009007,Some friends come with a happy ending.,Friends with Benefits,"Romance, Comedy",en,US,"funeral, friends, hospital, aftercreditsstinger, duringcreditsstinger",2011,-0.016796057407418026,0.21266466773030082,0.22438732014529467,2.4615893686724704,-0.06786472903991787
125,50000000,Columbia Pictures,USA,Other,Biography,75605492,Moneyball,PG-13,23.09.2011 00:00,133,7.6,Brad Pitt,302465,Steven Zaillian,2011,1,0.51210984,50,FALSE,60308,tt1210166,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",15.785663,What are you really worth?,Moneyball,Drama,en,US,"underdog, based on novel, baseball, teamwork, sport, partner, meeting, oakland california, strategy, voice over, statistics",2011,0.4557254532183249,2.110157766683762,1.576495661729723,2.581987801949965,1.4034463814247407
126,15000000,Other,USA,Other,Drama,13843771,One Day,PG-13,19.08.2011 00:00,107,7.0,Anne Hathaway,116446,David Nicholls,2011,0,-0.077081933,-10,FALSE,51828,tt1563738,One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",11.239012,Twenty years. Two people.,One Day,"Drama, Romance",en,"GB, US","based on novel, comedian, job, love, male female relationship, author, writer, divorce, best friends in love, woman director, missed opportunity",2011,-0.6468247382417419,0.054540242817512415,0.7652306567790664,0.3220083710875775,0.24541686889963107
127,25000000,Paramount Pictures,USA,Other,Comedy,70662220,No Strings Attached,R,21.01.2011 00:00,108,6.2,Natalie Portman,181844,Elizabeth Meriwether,2011,1,1.8264888,180,FALSE,41630,tt1411238,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",8.88057,Friendship has its benefits.,No Strings Attached,"Comedy, Romance",en,US,"father son relationship, casual meeting, student of medicine, friends, valentine, male female relationship, open relationship, sexual humor, best friend, casual sex, best friends in love, duringcreditsstinger, fling, father son conflict, friends with benefit",2011,-0.33181039782458,0.13360245527390663,-0.3164560164884759,1.1165408372310275,-0.35527701316405613
128,125000000,Warner Bros.,USA,Other,Action,186848418,Sherlock Holmes: A Game of Shadows,PG-13,16.12.2011 00:00,129,7.5,Robert Downey Jr.,365008,Michele Mulroney,2011,1,0.494787344,50,FALSE,58574,tt1515091,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",18.695329,The game is afoot.,Sherlock Holmes: A Game of Shadows,"Adventure, Action, Crime, Mystery",en,US,"detective inspector, steampunk, criminal mastermind",2011,2.8183330063470398,1.793908916858185,1.4412848275712806,3.341834342058375,2.1445367135375175
129,30000000,Other,USA,Other,Action,40259119,Hanna,PG-13,8.04.2011 00:00,111,6.8,Saoirse Ronan,166517,Seth Lochhead,2011,1,0.341970633,30,FALSE,50456,tt0993842,Hanna,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",8.071196,Adapt or die.,Hanna,"Action, Thriller, Adventure","en, fr, de, it, ar, es","DE, GB, US","assassin, self sacrifice, strip club, secret agent, training, british, road trip, dead animal, teenage girl, pistol, duringcreditsstinger",2011,-0.174303227615999,0.37078909264308924,0.4948089884621806,0.9303302633819701,-0.5614241264284123
130,50200000,Universal Pictures,USA,Other,Romance,62495645,The Adjustment Bureau,PG-13,4.03.2011 00:00,106,7.1,Matt Damon,211918,George Nolfi,2011,1,0.244933167,20,FALSE,38050,tt1385826,The Adjustment Bureau,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",9.420301,Fight for your fate.,The Adjustment Bureau,"Science Fiction, Thriller, Romance",en,US,"hotel, dancer, hat, senator, future, honesty, plan, kiss, speech, marriage, politician, alone, fate, foot chase, covert agency, courthouse, political campaign, based on short story",2011,0.46202574002666813,-0.024521969638881796,0.9004414909375088,1.4819154570481183,-0.21780782390262177
131,25000000,Other,USA,Other,Action,51580136,The Grey,R,27.01.2012 00:00,117,6.8,Liam Neeson,214403,Joe Carnahan,2011,1,1.06320544,110,FALSE,75174,tt1601913,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,14.31675,Live or Die on This Day,The Grey,"Action, Drama, Thriller",en,"CA, US","alcohol, isolation, wolf, wilderness, forest, stranded, alaska, survival, airplane crash, fear, howling, death, animal killing, freezing, animal attack, campfire, male camaraderie, gun in mouth, aftercreditsstinger, bar fight, eaten alive, eaten by animal",2012,-0.33181039782458,0.8451623673814546,0.4948089884621806,1.5121061842625054,1.0293150471015662
132,110000000,DreamWorks,USA,Other,Action,85468508,Real Steel,PG-13,7.10.2011 00:00,127,7.1,Hugh Jackman,268336,John Gatins,2011,0,-0.223013564,-20,FALSE,39254,tt0433035,Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",19.265552,"If you get one shot, make it real.",Real Steel,"Action, Science Fiction, Drama",en,"IN, US","father son relationship, fight, sport, robot, prizefighting, father son reunion, robot fighting",2011,2.3458114957212968,1.6357844919453965,0.9004414909375088,2.1673482328957157,2.289772198451711
133,135000000,Paramount Pictures,USA,Other,Animation,123477607,Rango,PG,4.03.2011 00:00,107,7.2,Johnny Depp,198267,John Logan,2011,0,-0.085351059,-10,FALSE,44896,tt1192628,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",10.581925,Heroes come in all different colors.,Rango,"Animation, Comedy, Family, Western, Adventure",en,US,"sheriff, nevada, pet, rango, chameleon, las vegas, cactus, terrarium, construction site, armadillo, disillusionment",2011,3.133347346764202,0.054540242817512415,1.0356523250959524,1.3160669189380196,0.07805717089409081
134,32000000,Other,USA,Other,Drama,13303319,The Tree of Life,PG-13,21.10.2011 00:00,139,6.8,Brad Pitt,146243,Terrence Malick,2011,0,-0.584271281,-60,FALSE,8967,tt0478304,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",11.204539,Nothing stands still.,The Tree of Life,"Drama, Fantasy",en,US,"philosophy, father son relationship, red hair, brother sister relationship, sun, telegram, tree, meteor, afterlife, death of a child, independent film, spirituality, outer space, dinosaur, voice over, very little dialogue, tarkovskyesque",2011,-0.11130035953256662,2.584531041422127,0.4948089884621806,0.6840176663821795,0.23663661473337147
135,20000000,Fox Searchlight Pictures,USA,Other,Comedy,82584160,The Descendants,R,9.12.2011 00:00,115,7.3,George Clooney,213733,Alexander Payne,2011,1,3.129208,310,FALSE,65057,tt1033575,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",11.794753,The South Pacific ain't that terrific.,The Descendants,"Comedy, Drama",en,US,"hawaii, father-in-law, daughter, cheating wife, beach house, boating accident, estate, dying mother, beautiful girl, teenage daughter, trustee, trust fund, wild girl, wild child, realtor",2011,-0.48931756803316095,0.6870379424686661,1.1708631592543948,1.5039662296413225,0.3869637963678305
136,40000000,Universal Pictures,USA,Other,Adventure,37412945,Paul,R,18.03.2011 00:00,104,7.0,Simon Pegg,205426,Simon Pegg,2011,0,-0.064676375,-10,FALSE,39513,tt1092026,Paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",10.24382,Who's up for a close encounter?,Paul,"Adventure, Comedy, Science Fiction",en,"US, GB","san diego, alien, area 51, alien space craft, shot in the knee, duringcreditsstinger, 1980s",2011,0.14071111280116294,-0.18264639455167023,0.7652306567790664,1.403042941524658,-0.00805798690717939
137,52000000,Universal Pictures,USA,Other,Comedy,37081475,The Change-Up,R,5.08.2011 00:00,112,6.3,Jason Bateman,144130,Jon Lucas,2011,0,-0.286894712,-30,FALSE,49520,tt1488555,The Change-Up,"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",6.906145,Who says men can't change?,The Change-Up,Comedy,en,US,"jealousy, chance, wish, change, man change, co-worker, body-swap",2011,0.5187283213017573,0.44985130509948346,-0.18124518233003356,0.6583464363604493,-0.8581619762429004
138,60000000,Warner Bros.,USA,Steven Soderbergh,Drama,75658097,Contagion,PG-13,9.09.2011 00:00,106,6.6,Matt Damon,189798,Scott Z. Burns,2011,1,0.260968283,30,FALSE,39538,tt1598778,Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",8.244359,Nothing spreads like fear,Contagion,"Drama, Thriller, Science Fiction","en, cn, zh","US, AE","saving the world, mutation, infection, terminal illness, quarantine, outbreak, medical, vaccine, lethal virus, scientist, epidemic",2011,0.7707397936354868,-0.024521969638881796,0.22438732014529467,1.213175462689069,-0.5173196054354036
139,11000000,Other,USA,Other,Crime,1987762,Killer Joe,R,29.06.2012 00:00,102,6.7,Matthew McConaughey,63334,Tracy Letts,2011,0,-0.819294364,-80,FALSE,73567,tt1726669,Killer Joe,A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple).,6.452069,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.,Killer Joe,"Crime, Drama, Thriller",en,US,"trailer park, gun, texas, deal, psychopath, sexual humiliation, money, lingerie, arson, drug, police detective, physical abuse, neo-noir, burial, pizza shop",2012,-0.7728304744086067,-0.34077081946445864,0.3595981543037382,-0.3232591958381834,-0.9738148840489652
140,18000000,Other,USA,Other,Biography,43853424,Soul Surfer,PG,8.04.2011 00:00,112,7.1,AnnaSophia Robb,38348,Sean McNamara,2011,1,1.436301333,140,FALSE,43959,tt1596346,Soul Surfer,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.",11.009053,"When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,"Family, Action, Drama",en,US,"competition, based on novel, shark attack, surfing, biography, sport, duringcreditsstinger",2011,-0.5523204361165933,0.44985130509948346,0.9004414909375088,-0.6268187572782923,0.18684643790091074
141,36000000,New Line Cinema,USA,Other,Comedy,45060734,Hall Pass,R,25.02.2011 00:00,105,5.9,Owen Wilson,108256,Pete Jones,2011,1,0.251687056,30,FALSE,48988,tt0480687,Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.",9.13273,"One Week, No Rules",Hall Pass,Comedy,en,US,"wife husband relationship, daydream, marriage, freedom, friends",2011,0.014705376634298167,-0.103584182095276,-0.7220885189638041,0.22250653773311935,-0.291051999658878
142,135000000,Columbia Pictures,USA,Steven Spielberg,Animation,77591831,The Adventures of Tintin,PG,21.12.2011 00:00,107,7.4,Jamie Bell,188070,Hergé,2011,0,-0.425245696,-40,FALSE,17578,tt0983193,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",19.201504,"This year, discover how far adventure will take you.",The Adventures of Tintin,"Adventure, Animation, Mystery",en,"NZ, US","riddle, captain, treasure, liquor, treasure hunt, sunken treasure, plot, reporter, 3d, action",2011,3.133347346764202,0.054540242817512415,1.3060739934128383,1.1921816692780185,2.2734592080290446
143,40000000,Other,Other,Other,Action,36665854,Colombiana,PG-13,26.08.2011 00:00,108,6.4,Zoe Saldana,81197,Luc Besson,2011,0,-0.08335365,-10,FALSE,62835,tt1657507,Colombiana,"Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.",8.062578,Revenge is beautiful.,Colombiana,"Action, Thriller, Crime, Drama","en, es",FR,"street gang, uncle, female assassin, witness to murder",2011,0.14071111280116294,0.13360245527390663,-0.046034348171590016,-0.10623828628864908,-0.5636191262951146
144,49900000,Universal Pictures,USA,Other,Adventure,21596445,Your Highness,R,8.04.2011 00:00,102,5.6,Danny McBride,89047,Danny McBride,2011,0,-0.567205511,-60,FALSE,38319,tt1240982,Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",5.67375,Get your quest on.,Your Highness,Comedy,en,US,"kidnapping, traitor, virgin, prince, princess, revenge, minotaur, knight, dragon, wedding, king, sword and sorcery",2011,0.4525753098141533,-0.34077081946445864,-1.1277210214391336,-0.010867176174791132,-1.1720523058697803
145,45000000,Universal Pictures,USA,Other,Action,8305970,Johnny English Reborn,PG,21.10.2011 00:00,101,6.3,Rowan Atkinson,95736,Hamish McColl,2011,0,-0.815422889,-80,FALSE,58233,tt1634122,Johnny English Reborn,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",10.668658,One man. One mission. No chance.,Johnny English Reborn,"Crime, Adventure, Action, Comedy, Thriller","de, cn, en, zh, ru","GB, HK, CN","buddhist monk, cooking, prime minister, kitchen, secret agent, sequel, mind control, james bond spoof, incompetence, female boss, klutz, aftercreditsstinger, assassination attempt",2011,0.2982182830097439,-0.41983303192085286,-0.18124518233003356,0.07039872899101725,0.10014801835738656
146,12500000,Columbia Pictures,USA,Other,Drama,40962534,The Ides of March,R,7.10.2011 00:00,101,7.1,Paul Giamatti,198569,George Clooney,2011,1,2.27700272,229,FALSE,10316,tt1124035,The Ides of March,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,6.82647,Ambition seduces. Power corrupts.,The Ides of March,Drama,en,US,"ohio, politics, dirty tricks, presidential campaign, endorsement, campaign speech, presidential debate",2011,-0.7255783233460324,-0.41983303192085286,0.9004414909375088,1.319735973110553,-0.8784551549826891
147,35000000,Other,USA,Clint Eastwood,Biography,37306030,J. Edgar,R,11.11.2011 00:00,137,6.6,Leonardo DiCaprio,108929,Dustin Lance Black,2011,1,0.065886571,10,FALSE,88794,tt1616195,J. Edgar,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.",9.529382,The most powerful man in the world.,J. Edgar,"Drama, Crime, History",en,US,"biography, historical figure, fbi director",2011,-0.016796057407418026,2.4264066165093388,0.22438732014529467,0.23068293991230743,-0.1900249531136056
148,3500000,Other,USA,Other,Drama,5354039,Margin Call,R,21.09.2012 00:00,107,7.1,Zachary Quinto,99567,J.C. Chandor,2011,1,0.529725429,50,FALSE,50839,tt1615147,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,8.340757,Be first. Be smarter. Or cheat.,Margin Call,"Thriller, Drama",en,US,"capitalism, brokerage, wall street, downsizing, financial crisis, stock market, stock market crash, 21st century, investment",2012,-1.0090912297214782,0.054540242817512415,0.9004414909375088,0.11694226056378029,-0.4927670877804535
149,110000000,Columbia Pictures,USA,Other,Animation,142614158,The Smurfs,PG,29.07.2011 00:00,100,5.5,Hank Azaria,71925,J. David Stem,2011,1,0.296492345,30,FALSE,41513,tt0472181,The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",10.219758,Smurf Happens.,The Smurfs,"Animation, Family, Adventure, Comedy, Fantasy",en,US,"moon, magic, based on comic, animation, good vs evil, smurf, blue, vortex, mischief, cat and mouse, duringcreditsstinger",2011,2.3458114957212968,-0.498895244377247,-1.262931855597576,-0.21888553889701734,-0.014186565091512858
150,13000000,Other,Other,Other,Action,1024175,Attack the Block,R,13.05.2011 00:00,88,6.6,John Boyega,87579,Joe Cornish,2011,0,-0.921217308,-90,FALSE,59678,tt1478964,Attack the Block,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,9.93263,Inner City vs. Outer Space,Attack the Block,"Action, Comedy, Science Fiction",en,GB,"street gang, fireworks, chase, meteor, playground, arrest, cannabis, moped, car set on fire, car crash, alien, social satire, crime, race, naive children",2011,-0.7098276063251743,-1.4476417938539776,0.22438732014529467,-0.028702181225382657,-0.08731790899108
151,17000000,Other,USA,Other,Drama,27865571,Beastly,PG-13,4.03.2011 00:00,86,5.6,Alex Pettyfer,68242,Daniel Barnz,2011,1,0.639151235,60,FALSE,38117,tt1152398,Beastly,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",7.364563,Love is never ugly.,Beastly,"Drama, Fantasy, Romance",en,US,"based on novel, love, beautiful woman, curse, teenager, popularity, blind tutor, teenage romance, modern fairy tale, based on young adult novel",2011,-0.5838218701583096,-1.605766218766766,-1.1277210214391336,-0.2636309909415191,-0.7414031634216093
152,40000000,New Line Cinema,USA,Other,Horror,42587643,Final Destination 5,R,12.08.2011 00:00,92,5.9,Nicholas D'Agosto,89887,Eric Heisserer,2011,1,0.064691075,10,FALSE,55779,tt1622979,Final Destination 5,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",12.912491,We all share a common destination.,Final Destination 5,"Horror, Mystery","en, cn",US,"premonition, death by accident, crash, end is here, duringcreditsstinger, 3d",2011,0.14071111280116294,-1.1313929440284007,-0.7220885189638041,-0.0006618599333082436,0.6716510510682222
153,4000000,Other,USA,Other,Action,1104682,Red State,R,30.09.2011 00:00,88,6.2,Michael Parks,56365,Kevin Smith,2011,0,-0.7238295,-70,FALSE,48572,tt0873886,Red State,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",6.340655,Fear God.,Red State,"Horror, Action, Thriller",en,US,"christianity, homophobia, pastor, protest, christian, sign, gay interest, social commentary, religious fundamentalism, aftercreditsstinger, duringcreditsstinger",2011,-0.9933405127006201,-1.4476417938539776,-0.3164560164884759,-0.4079268730844861,-1.0021919686566187
154,38000000,Fox 2000 Pictures,USA,Other,Drama,58709717,Water for Elephants,PG-13,22.04.2011 00:00,100,6.9,Robert Pattinson,100146,Richard LaGravenese,2011,1,0.544992553,50,FALSE,55787,tt1067583,Water for Elephants,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",7.649466,Life is the most spectacular show on earth.,Water for Elephants,"Drama, Romance","en, pl",US,"clown, elephant trainer, veterinary",2011,0.07770824471773055,-0.498895244377247,0.6300198226206241,0.12397663925880242,-0.668838525799997
155,20000000,Other,USA,Other,Comedy,14008193,What's Your Number?,R,30.09.2011 00:00,106,6.1,Anna Faris,63448,Gabrielle Allan,2011,0,-0.29959035,-30,FALSE,63492,tt0770703,What's Your Number?,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",6.958086,Ally's looking for the best ex of her life.,What's Your Number?,"Comedy, Romance",en,US,"based on novel, loser, magazine, womanizer, mission, search, boyfriend, husband, fired, past relationship",2011,-0.48931756803316095,-0.024521969638881796,-0.45166685064691947,-0.32187418863398215,-0.8449326320706589
156,23000000,Other,USA,Other,Comedy,6923891,Take Me Home Tonight,R,4.03.2011 00:00,100,6.3,Topher Grace,46068,Jackie Filgo,2011,0,-0.698961261,-70,FALSE,50725,tt0810922,Take Me Home Tonight,"Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.",8.132811,Best. Night. Ever.,Take Me Home Tonight,"Comedy, Drama, Romance",en,"US, DE","becoming an adult, lie, night, sister, job, party, friends, deception, best friend",2011,-0.39481326590801236,-0.498895244377247,-0.18124518233003356,-0.5330270413446638,-0.5457308197694596
