,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released,budget_norm,runtime_norm,votes_norm,popularity_norm
363,800000,Other,USA,Other,Crime,114516,Guncrazy,9.09.1993 00:00,97,1768,Matthew Bright,1992,0,-0.856855,-90,24065,tt0104377,Guncrazy,4.797893,Love made them crazy. Guns made them outlaws.,Guncrazy,"Drama, Romance, Thriller, Crime",US,1993,-1.238591879663626,-0.5578885271045964,-0.9316608840596736,-0.8922733216920419
364,24000000,Other,USA,Other,Mystery,608866,Ruby Cairo,29.10.1993 00:00,100,1886,Robert Dillon,1992,0,-0.974630583,-100,69035,tt0107999,Ruby Cairo,1.238051,Adults play the most dangerous games.,Ruby Cairo,"Mystery, Thriller","GB, US, JP",1993,-0.24545204342736246,-0.3448510610778144,-0.9297028429086225,-1.8882979391613017
365,13000000,Other,USA,Other,Comedy,3721911,The Gun in Betty Lou's Handbag,21.08.1992 00:00,89,1430,Grace Cary Bickley,1992,0,-0.713699154,-70,47898,tt0104376,The Gun in Betty Lou's Handbag,1.386549,She was a nobody until someone found...,The Gun in Betty Lou's Handbag,"Comedy, Thriller, Mystery",US,1992,-0.7163373106083495,-1.1259884365093484,-0.9372695104075999,-1.846748998605808
366,28000000,Other,USA,Other,Comedy,39514713,Hocus Pocus,16.07.1993 00:00,96,67192,David Kirschner,1993,1,0.41123975,40,10439,tt0107120,Hocus Pocus,10.390708,It's just a bunch of Hocus Pocus.,Hocus Pocus,"Comedy, Family, Fantasy",US,1993,-0.0742210371797308,-0.6289010157801903,0.15395677921466105,0.6725661911153629
367,25000000,Hollywood Pictures,USA,Other,Action,56505065,Tombstone,25.12.1993 00:00,130,103911,Kevin Jarre,1993,1,1.2602026,130,11969,tt0108358,Tombstone,11.338194,Justice is coming.,Tombstone,"Action, Adventure, Drama, History, Western",US,1993,-0.20264429186545455,1.7855235991900056,0.7632560421421846,0.9376676705370559
368,18000000,Touchstone Pictures,USA,Other,Animation,75082668,The Nightmare Before Christmas,29.10.1993 00:00,76,242487,Tim Burton,1993,1,3.171259333,320,9479,tt0107688,The Nightmare Before Christmas,17.730913,A ghoulish tale with wicked humor & stunning animation.,The Nightmare Before Christmas,"Fantasy, Animation, Family",US,1993,-0.50229855279881,-2.0491507892920704,3.0627264705156283,2.7263160140768727
369,6900000,Other,USA,Richard Linklater,Comedy,7993039,Dazed and Confused,10.02.1994 00:00,102,133831,Richard Linklater,1993,1,0.158411449,20,9571,tt0106677,Dazed and Confused,6.8652,See it with a bud.,Dazed and Confused,"Comedy, Drama",US,1994,-0.9774645951359877,-0.20282608372662636,1.259735628917192,-0.3138519580847463
370,13000000,Other,USA,Other,Crime,12281500,True Romance,10.09.1993 00:00,120,174471,Quentin Tarantino,1993,0,-0.055269231,-10,319,tt0108399,True Romance,17.189328,"Stealing, Cheating, Killing. Who said romance was dead?",True Romance,"Action, Thriller, Crime, Romance",US,1993,-0.7163373106083495,1.0753987124340656,1.934098276194475,2.574783448178698
371,75000000,Paramount Pictures,USA,Other,Comedy,48919043,Addams Family Values,19.11.1993 00:00,94,62350,Charles Addams,1993,0,-0.347746093,-30,2758,tt0106220,Addams Family Values,17.555909,The Family Just Got A Little Stranger,Addams Family Values,"Comedy, Family, Fantasy",US,1993,1.9377432862299413,-0.7709259931313783,0.07361071774525642,2.677350837488813
372,22000000,Other,USA,Other,Crime,17266971,A Bronx Tale,1.10.1993 00:00,121,106183,Chazz Palminteri,1993,0,-0.215137682,-20,1607,tt0106489,A Bronx Tale,6.115628,"One man lives in the neighborhood, another man owns it.",A Bronx Tale,"Drama, Crime",US,1993,-0.33106754655117826,1.1464112011096597,0.8009566310844578,-0.5235781663169284
373,11000000,Paramount Pictures,USA,Other,Drama,9170214,What's Eating Gilbert Grape,4.03.1994 00:00,118,183569,Peter Hedges,1993,0,-0.166344182,-20,1587,tt0108550,What's Eating Gilbert Grape,10.3919,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,"Romance, Drama",US,1994,-0.8019528137321653,0.9333737350828777,2.0850665676543354,0.6728997062949756
374,20000000,Other,Other,Other,Adventure,35739755,Robin Hood: Men in Tights,28.07.1993 00:00,104,97973,J.D. Shapiro,1993,1,0.78698775,80,8005,tt0107977,Robin Hood: Men in Tights,17.136672,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?",Robin Hood: Men in Tights,Comedy,"FR, US",1993,-0.4166830496749941,-0.06080110637543835,0.6647234289647115,2.560050582996069
375,85000000,Columbia Pictures Corporation,USA,Other,Action,50016394,Last Action Hero,18.06.1993 00:00,130,114476,Zak Penn,1993,0,-0.411571835,-40,9593,tt0107362,Last Action Hero,9.434006,This isn't the movies anymore.,Last Action Hero,"Adventure, Fantasy, Action, Comedy, Family",US,1993,2.3658208018490203,1.7855235991900056,0.9385670994375708,0.4048861245331731
376,70000000,Other,USA,Renny Harlin,Action,84049211,Cliffhanger,28.05.1993 00:00,112,102888,John Long,1993,1,0.200703014,20,9350,tt0106582,Cliffhanger,9.830853,The height of adventure.,Cliffhanger,"Action, Adventure, Thriller","FR, IT, US",1993,1.7237045284204018,0.5072988030293136,0.7462808209767156,0.5159217776236256
377,20000000,Warner Bros.,USA,Other,Adventure,77698625,Free Willy,16.07.1993 00:00,112,56085,Keith Walker,1993,1,2.88493125,290,1634,tt0106965,Free Willy,5.990572,How far would you go for a friend?,Free Willy,"Family, Adventure","FR, US",1993,-0.4166830496749941,0.5072988030293136,-0.030347992520299138,-0.5585681615364454
378,38000000,Paramount Pictures,USA,Other,Drama,106614100,Indecent Proposal,7.04.1993 00:00,117,51687,Jack Engelhard,1993,1,1.805634211,180,4478,tt0107211,Indecent Proposal,7.118123,A husband. A wife. A millionaire. A proposal.,Indecent Proposal,Drama,US,1993,0.3538564784393483,0.8623612464072836,-0.10332650931964683,-0.24308546498640723
379,26000000,TriStar Pictures,USA,Other,Drama,77324422,Philadelphia,14.01.1994 00:00,125,191244,Ron Nyswaner,1993,1,1.974016231,200,9800,tt0107818,Philadelphia,13.373006,No one would take on his case... until one man was willing to take on the system.,Philadelphia,Drama,US,1994,-0.15983654030354663,1.4304611558120357,2.2124222103180444,1.5069971081699227
380,30000000,Universal Pictures,USA,Other,Crime,36948322,Carlito's Way,12.11.1993 00:00,144,173380,Edwin Torres,1993,1,0.231610733,20,6075,tt0106519,Carlito's Way,8.698509,He's got a good future if he can live past next week.,Carlito's Way,"Action, Crime, Drama, Thriller",US,1993,0.011394465944085023,2.7796984406483216,1.91599469233179,0.19909802548979177
381,57000000,Warner Bros.,USA,Other,Action,58055768,Demolition Man,8.10.1993 00:00,115,133674,Peter M. Lenkov,1993,1,0.018522246,0,9739,tt0106697,Demolition Man,11.626116,The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.,Demolition Man,"Crime, Action, Science Fiction",US,1993,1.1672037581155987,0.7203362690560957,1.2571304385721493,1.0182266953227022
382,42000000,Other,Other,Other,Adventure,20915465,Super Mario Bros.,28.05.1993 00:00,104,40601,Parker Bennett,1993,0,-0.502012738,-50,9607,tt0108255,Super Mario Bros.,7.198455,This Ain't No Game.,Super Mario Bros.,"Adventure, Comedy, Family, Fantasy","GB, US",1993,0.52508748468698,-0.06080110637543835,-0.28728281610399625,-0.22060900407310244
383,40000000,Paramount Pictures,USA,Other,Drama,36300000,Sliver,21.05.1993 00:00,107,24457,Ira Levin,1993,0,-0.0925,-10,867,tt0108162,Sliver,11.23297,You like to watch... don't you?,Sliver,"Drama, Thriller",US,1993,0.43947198156316414,0.15223635965134366,-0.5551693952783184,0.9082265620978092
384,14000000,Other,USA,Other,Action,35112679,Dragon: The Bruce Lee Story,7.05.1993 00:00,120,23459,Robert Clouse,1993,1,1.5080485,150,10423,tt0106770,Dragon: The Bruce Lee Story,5.079464,The Mystery. The Life. The Love. The Legend,Dragon: The Bruce Lee Story,Drama,US,1993,-0.6735295590464416,1.0753987124340656,-0.5717297772168699,-0.8134912724984439
385,18000000,Universal Pictures,USA,Other,Action,32589677,Hard Target,20.08.1993 00:00,97,37456,Chuck Pfarrer,1993,1,0.810537611,80,2019,tt0107076,Hard Target,7.834351,Don't hunt what you can't kill.,Hard Target,"Action, Adventure, Crime, Thriller",US,1993,-0.50229855279881,-0.5578885271045964,-0.3394695908502328,-0.04268872835574414
386,8000000,Other,USA,Other,Crime,2502551,Red Rock West,14.05.1993 00:00,98,16835,John Dahl,1993,0,-0.687181125,-70,10427,tt0105226,Red Rock West,5.137903,Where nothing is as it seems.,Red Rock West,"Crime, Drama, Thriller",US,1993,-0.9303760684178891,-0.48687603842900234,-0.6816455787809624,-0.7971403550643875
387,20000000,TriStar Pictures,USA,Other,Comedy,11585483,So I Married an Axe Murderer,30.07.1993 00:00,93,29457,Robbie Fox,1993,0,-0.42072585,-40,10442,tt0108174,So I Married an Axe Murderer,8.051914,The honeymoon was killer.,So I Married an Axe Murderer,"Comedy, Crime, Romance",US,1993,-0.4166830496749941,-0.8419384818069724,-0.4722015498947945,0.018184227199717233
388,15000000,Other,USA,Other,Horror,9579068,The Dark Half,23.04.1993 00:00,122,12885,Stephen King,1993,0,-0.361395467,-40,10349,tt0106664,The Dark Half,13.412785,There are very good reasons to be afraid of the dark.,The Dark Half,"Mystery, Horror",US,1993,-0.6307218074845337,1.2174236897852537,-0.7471901766339464,1.5181270581110462
389,40000000,Paramount Pictures,USA,Other,Comedy,48197805,Wayne's World 2,10.12.1993 00:00,95,66535,Mike Myers,1993,1,0.204945125,20,8873,tt0108525,Wayne's World 2,10.931683,You'll laugh again! You'll cry again!! You'll hurl again!!!,Wayne's World 2,"Music, Comedy",US,1993,0.43947198156316414,-0.6999135044557844,0.143054804331266,0.8239280822991379
390,45000000,Warner Bros.,USA,Other,Crime,100768056,The Pelican Brief,17.12.1993 00:00,141,63850,John Grisham,1993,1,1.239290133,120,9944,tt0107798,The Pelican Brief,8.708306,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,The Pelican Brief,"Drama, Mystery, Thriller, Crime",US,1993,0.6535107393727038,2.5666609746215396,0.09850107136031362,0.20183917332088852
391,15000000,Touchstone Pictures,USA,Other,Biography,39100956,What's Love Got to Do with It,25.06.1993 00:00,118,14287,Tina Turner,1993,1,1.6067304,160,15765,tt0108551,What's Love Got to Do with It,14.820883,Who needs a heart when a heart can be broken?,What's Love Got to Do with It,"Drama, Music",US,1993,-0.6307218074845337,0.9333737350828777,-0.7239259927884063,1.9121052941701833
392,40000000,Columbia Pictures Corporation,USA,Other,Action,102314283,In the Line of Fire,9.07.1993 00:00,128,78551,Jeff Maguire,1993,1,1.557857075,160,9386,tt0107206,In the Line of Fire,12.637158,An assassin on the loose. A president in danger. Only one man stands between them...,In the Line of Fire,"Action, Drama, Thriller, Crime, Mystery",US,1993,0.43947198156316414,1.6434986218388177,0.34244313035695084,1.3011108012171084
393,15000000,Paramount Pictures,USA,Other,Biography,20100000,Fire in the Sky,12.03.1993 00:00,109,17555,Travis Walton,1993,1,0.34,30,15613,tt0106912,Fire in the Sky,6.118228,"Alien abduction. November 5, 1975. White Mountains, Northeastern Arizona. Based on the true story.",Fire in the Sky,"Drama, Horror, Thriller, Mystery",US,1993,-0.6307218074845337,0.29426133700253165,-0.669698209045735,-0.5228507003211286
394,15000000,Columbia Pictures Corporation,USA,Other,Drama,22954968,The Remains of the Day,19.11.1993 00:00,134,49507,Kazuo Ishiguro,1993,1,0.5303312,50,1245,tt0107943,The Remains of the Day,12.222576,Diamond in the Rough,The Remains of the Day,"Drama, Romance","GB, US",1993,-0.6307218074845337,2.069573553892382,-0.1395004899068633,1.1851129906514597
395,22000000,Other,USA,Other,Action,10696210,RoboCop 3,5.11.1993 00:00,104,37985,Edward Neumeier,1993,0,-0.513808636,-50,5550,tt0107978,RoboCop 3,8.685798,He's back to lay down the law.,RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller",US,1993,-0.33106754655117826,-0.06080110637543835,-0.33069159280865595,0.19554155615417204
396,9000000,Other,USA,Other,Crime,2395231,Kalifornia,3.09.1993 00:00,117,44601,Stephen Levy,1993,0,-0.733863222,-70,10909,tt0107302,Kalifornia,8.4337,Fear never travels alone.,Kalifornia,"Thriller, Crime",US,1993,-0.8875683168559811,0.8623612464072836,-0.22090853979717703,0.1250058936121925
397,25000000,Twentieth Century Fox Film Corporation,USA,Other,Action,38911970,Hot Shots! Part Deux,21.05.1993 00:00,86,72228,Jim Abrahams,1993,1,0.5564788,60,9255,tt0107144,Hot Shots! Part Deux,13.482371,Just deux it.,Hot Shots! Part Deux,"Action, Comedy, War",US,1993,-0.20264429186545455,-1.3390259025361304,0.23752199308494643,1.5375968461047878
398,6000000,Other,USA,Other,Animation,5617391,Batman: Mask of the Phantasm,25.12.1993 00:00,76,33504,Bob Kane,1993,0,-0.063768167,-10,14919,tt0106364,Batman: Mask of the Phantasm,7.29114,The Dark Knight fights to save Gotham city from its deadliest enemy.,Batman: Mask of the Phantasm,"Action, Adventure, Animation, Family",US,1993,-1.015991571541705,-2.0491507892920704,-0.4050473758413702,-0.19467624029590708
399,35000000,Twentieth Century Fox Film Corporation,USA,Other,Action,63095271,Rising Sun,30.07.1993 00:00,125,37093,Michael Crichton,1993,1,0.802722029,80,7007,tt0107969,Rising Sun,6.279082,A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.,Rising Sun,"Action, Drama, Thriller",US,1993,0.2254332237536246,1.4304611558120357,-0.34549305642507666,-0.477844617517903
400,14000000,Columbia Pictures Corporation,USA,Other,Drama,27515786,Poetic Justice,23.07.1993 00:00,109,9850,John Singleton,1993,1,0.965413286,100,8291,tt0107840,Poetic Justice,6.972599,A Street Romance.,Poetic Justice,"Drama, Romance",US,1993,-0.6735295590464416,0.29426133700253165,-0.7975516587817455,-0.28380229636055154
401,11000000,Other,USA,Other,Comedy,29296,Freaked,31.03.1994 00:00,86,4909,Tim Burns,1993,0,-0.997336727,-100,17796,tt0109838,Freaked,3.256687,A thinking man's stupid comedy.,Freaked,Comedy,US,1994,-0.8019528137321653,-1.3390259025361304,-0.8795404835897439,-1.323494459200765
402,35000000,Columbia Pictures Corporation,USA,Other,Drama,18635620,Geronimo: An American Legend,10.12.1993 00:00,115,7190,John Milius,1993,0,-0.467553714,-50,35588,tt0107004,Geronimo: An American Legend,4.653462,A Warrior. A Leader. A Legend.,Geronimo: An American Legend,"History, Action, Drama, Western",US,1993,0.2254332237536246,0.7203362690560957,-0.8416905525257803,-0.9326843375533365
403,19000000,Other,USA,Other,Comedy,106658,Arizona Dream,9.09.1994 00:00,142,36250,David Atkins,1993,0,-0.994386421,-100,11044,tt0106307,Arizona Dream,5.465995,A rebellious young man. With his own version of the future. And his own fantasy of love.,Arizona Dream,"Fantasy, Comedy, Drama, Romance","FR, US",1994,-0.459490801236902,2.637673463297134,-0.3594814351567388,-0.7053419806436337
404,15000000,Other,USA,Other,Comedy,53354166,Beethoven's 2nd,17.12.1993 00:00,89,20989,John Hughes,1993,1,2.5569444,260,10438,tt0106375,Beethoven's 2nd,5.886769,The Newton Family is going to the dogs...,Beethoven's 2nd,"Family, Comedy",US,1993,-0.6307218074845337,-1.1259884365093484,-0.6127158928363308,-0.5876116818295263
405,35000000,Other,Other,Other,Drama,4858139,Little Buddha,25.05.1994 00:00,123,13197,Bernardo Bertolucci,1993,0,-0.861196029,-90,1689,tt0107426,Little Buddha,5.681522,A magical journey to a place where the past and present meet,Little Buddha,"Drama, History","FR, IT, LI, GB",1994,0.2254332237536246,1.2884361784608478,-0.7420129830820145,-0.6450386869218064
406,12000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,6410676,Six Degrees of Separation,8.12.1993 00:00,112,17414,John Guare,1993,0,-0.465777,-50,23210,tt0108149,Six Degrees of Separation,8.730025,"For Paul, every person is a new door to a new world.",Six Degrees of Separation,"Mystery, Drama, Comedy",US,1993,-0.7591450621702575,0.5072988030293136,-0.6720379022855504,0.2079160325373408
407,17000000,Other,USA,Other,Action,42660000,Teenage Mutant Ninja Turtles III,19.03.1993 00:00,96,26647,Kevin Eastman,1993,1,1.509411765,150,1499,tt0108308,Teenage Mutant Ninja Turtles III,8.13688,The Turtles Are Back....In Time.,Teenage Mutant Ninja Turtles III,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction","HK, US",1993,-0.5451063043607178,-0.6289010157801903,-0.5188294790003349,0.041957256353228195
408,13000000,Other,USA,Other,Horror,428868,Body Snatchers,28.01.1994 00:00,87,14297,Jack Finney,1993,0,-0.967010154,-100,4722,tt0106452,Body Snatchers,6.559693,Imagine... you're gone and someone else is living inside your body.,Body Snatchers,"Horror, Science Fiction, Thriller",US,1994,-0.7163373106083495,-1.2680134138605363,-0.7237600570976392,-0.3993311711535232
409,11000000,Hollywood Pictures,USA,Other,Drama,32861136,The Joy Luck Club,29.10.1993 00:00,139,13064,Amy Tan,1993,1,1.987376,200,19931,tt0107282,The Joy Luck Club,3.01386,Between every mother and daughter there is a story that must be told.,The Joy Luck Club,Drama,"US, CN",1993,-0.8019528137321653,2.4246359972703515,-0.7442199277692163,-1.3914361458784905
410,21000000,Other,USA,Other,Action,12136938,Judgment Night,15.10.1993 00:00,110,12969,Lewis Colick,1993,0,-0.422050571,-40,6,tt0107286,Judgment Night,5.538671,Don't move. Don't whisper. Don't even breathe.,Judgment Night,"Action, Thriller, Crime","JP, US",1993,-0.3738752981130862,0.36527382567812566,-0.7457963168315032,-0.6850076272933459
411,30000000,Columbia Pictures Corporation,USA,Other,Action,23798623,Striking Distance,17.09.1993 00:00,102,35484,Rowdy Herrington,1993,0,-0.206712567,-20,11074,tt0108238,Striking Distance,13.390917,"They shouldn't have put him in the water, if they didn't want him to make waves.",Striking Distance,"Crime, Action, Mystery, Thriller",US,1993,0.011394465944085023,-0.20282608372662636,-0.3721921090694947,1.5120085094971423
412,15000000,Columbia Pictures Corporation,USA,Other,Action,22189039,Nowhere to Run,15.01.1993 00:00,94,18494,Joe Eszterhas,1993,1,0.479269267,50,10413,tt0107711,Nowhere to Run,9.812648,"When the law can't protect the innocent,  the only hero left is an outlaw.",Nowhere to Run,"Action, Adventure, Drama, Thriller",US,1993,-0.6307218074845337,-0.7709259931313783,-0.6541168476827092,0.5108281166799579
413,7500000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,18899204,Untamed Heart,12.02.1993 00:00,102,10810,Tom Sierchio,1993,1,1.519893867,150,26333,tt0108451,Untamed Heart,3.704567,He doesn't make sense. She doesn't make sense. Together they make sense.,Untamed Heart,"Comedy, Drama, Romance",US,1993,-0.951779944198843,-0.20282608372662636,-0.7816218324681089,-1.1981800475858304
414,13500000,TriStar Pictures,USA,Woody Allen,Comedy,11285588,Manhattan Murder Mystery,18.08.1993 00:00,104,30925,Woody Allen,1993,0,-0.164030519,-20,10440,tt0107507,Manhattan Murder Mystery,8.939404,Keaton & Allen reunited for fun flick!,Manhattan Murder Mystery,"Comedy, Mystery",US,1993,-0.6949334348273956,-0.06080110637543835,-0.44784219049019186,0.26649914897371535
415,22000000,Other,USA,Other,Comedy,44942695,Made in America,28.05.1993 00:00,111,12718,Marcia Brandwynne,1993,1,1.042849773,100,12121,tt0107478,Made in America,5.43085,"At the sperm-bank she asked for a tall, intelligent, black man. One out of three ain't bad.",Made in America,Comedy,"FR, US",1993,-0.33106754655117826,0.4362863143537197,-0.7499613026697561,-0.7151753623445511
416,11500000,Other,Other,Other,Action,3275585,Romeo Is Bleeding,4.02.1994 00:00,100,11408,Hilary Henkin,1993,0,-0.715166522,-70,2088,tt0107983,Romeo Is Bleeding,9.796318,The story of a cop who wanted it bad and got it worse.,Romeo Is Bleeding,"Action, Crime, Drama, Thriller","GB, US",1994,-0.7805489379512114,-0.3448510610778144,-0.7716988781602394,0.5062590706371074
417,6500000,Walt Disney Pictures,USA,Other,Adventure,24103594,The Adventures of Huck Finn,2.04.1993 00:00,108,6666,Mark Twain,1993,1,2.708245231,270,34723,tt0106223,The Adventures of Huck Finn,4.048513,For anyone who has ever dreamed of running away from it all,The Adventures of Huck Finn,"Action, Adventure, Drama, Family",US,1993,-0.9945876957607509,0.22324884832693767,-0.8503855827219735,-1.1019458093583805
418,15000000,Other,USA,Other,Drama,6419876,The Temp,12.02.1993 00:00,99,2554,Kevin Falls,1993,0,-0.572008267,-60,17168,tt0108311,The Temp,1.047834,Don't get mad. Get promoted.,The Temp,"Drama, Mystery, Thriller",US,1993,-0.6307218074845337,-0.41586354975340833,-0.9186183387653837,-1.9415196312086314
419,6000000,Other,USA,Other,Action,3273588,Only the Strong,27.08.1993 00:00,99,4542,Sheldon Lettich,1993,0,-0.454402,-50,15797,tt0107750,Only the Strong,7.96433,The ultimate martial art.,Only the Strong,Action,US,1993,-1.015991571541705,-0.41586354975340833,-0.8856303234408945,-0.006321304252641413
420,7000000,Other,USA,Other,Adventure,12741891,Weekend at Bernie's II,9.07.1993 00:00,97,11036,Robert Klane,1993,1,0.820270143,80,8494,tt0108539,Weekend at Bernie's II,7.348632,You don't have to stop partying just because you've stopped breathing.,Weekend at Bernie's II,Comedy,US,1993,-0.973183819979797,-0.5578885271045964,-0.7778716858567736,-0.17859028836109014
421,13000000,Other,Other,Other,Animation,6574896,Once Upon a Forest,18.06.1993 00:00,71,4131,Rae Lambert,1993,0,-0.494238769,-50,33539,tt0107745,Once Upon a Forest,3.14419,An Adventurous Race Against Time!,Once Upon a Forest,"Animation, Family, Adventure","GB, US",1993,-0.7163373106083495,-2.4042132326700405,-0.8924502803314203,-1.3549705138659551
422,30000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Action,8023147,The Meteor Man,6.08.1993 00:00,100,5627,Robert Townsend,1993,0,-0.732561767,-70,11244,tt0107563,The Meteor Man,4.869901,Get meteorized.  Take a stand.,The Meteor Man,"Fantasy, Action, Comedy, Science Fiction, Family",US,1993,0.011394465944085023,-0.3448510610778144,-0.8676263009926698,-0.872125871143752
423,8000000,Other,USA,Steven Soderbergh,Drama,1299318,King of the Hill,20.08.1993 00:00,103,6291,A.E. Hotchner,1993,0,-0.83758525,-80,34024,tt0107322,King of the Hill,4.375347,"When the world turns upside down, the trick is coming out on top.",King of the Hill,Drama,US,1993,-0.9303760684178891,-0.13181359505103235,-0.8566081711257378,-1.0104994165617487
424,10000000,New Line Cinema,USA,Other,Action,4247162,Mr. Nanny,8.10.1993 00:00,84,7914,Edward Rugoff,1993,0,-0.5752838,-60,19371,tt0107612,Mr. Nanny,3.91475,"He's big, he's bad, and he's babysitting. He doesn't stand a chance.",Mr. Nanny,"Family, Comedy, Action",US,1993,-0.8447605652940733,-1.4810508798873183,-0.829676808514246,-1.1393719762799854
425,18000000,Castle Rock Entertainment,USA,Other,Adventure,1528163,Josh and S.A.M.,24.11.1993 00:00,96,1253,Frank Deese,1993,0,-0.915102056,-90,48706,tt0107277,Josh and S.A.M.,0.768367,Why run away from home when you can drive?,Josh and S.A.M.,"Adventure, Action, Comedy",US,1993,-0.50229855279881,-0.6289010157801903,-0.9402065721341766,-2.019712992534859
426,11000000,New Line Cinema,USA,Michael Apted,Crime,16696219,Blink,26.01.1994 00:00,106,6770,Dana Stevens,1993,1,0.517838091,50,26203,tt0109297,Blink,3.00282,"What you can't see, can kill you.",Blink,"Mystery, Crime, Drama, Thriller",US,1994,-0.8019528137321653,0.08122387097574965,-0.8486598515379963,-1.3945250784145022
427,6000000,New Line Cinema,USA,Other,Comedy,12974636,Man's Best Friend,19.11.1993 00:00,87,3256,John Lafia,1993,1,1.162439333,120,41759,tt0107504,Man's Best Friend,4.719295,"Companion, Protector, Killer",Man's Best Friend,"Horror, Science Fiction, Thriller",US,1993,-1.015991571541705,-1.2680134138605363,-0.906969653273537,-0.914264618745071
428,1000000,Other,USA,Other,Horror,1753979,Carnosaur,21.05.1993 00:00,83,3208,John Brosnan,1993,1,0.753979,80,39283,tt0106521,Carnosaur,0.293373,Driven to extinction. Back for revenge.,Carnosaur,"Horror, Science Fiction",US,1993,-1.2300303293512445,-1.5520633685629124,-0.9077661445892188,-2.152613755307531
429,14000000,Hollywood Pictures,USA,Other,Drama,8041049,Aspen Extreme,22.01.1993 00:00,113,2414,Patrick Hasburgh,1993,0,-0.425639357,-40,16370,tt0106315,Aspen Extreme,0.796778,Skiing's the easy part.,Aspen Extreme,Drama,US,1993,-0.6735295590464416,0.5783112917049077,-0.9209414384361223,-2.0117637477630637
430,12000000,Twentieth Century Fox Film Corporation,USA,Other,Horror,5086909,Ghost in the Machine,29.12.1993 00:00,95,2839,William Davies,1993,0,-0.576090917,-60,41651,tt0107009,Ghost in the Machine,2.404331,Plug in to your worst nightmare,Ghost in the Machine,"Horror, Science Fiction, Thriller",US,1993,-0.7591450621702575,-0.6999135044557844,-0.9138891715785228,-1.5619790770145974
431,25000000,Other,Other,Other,Comedy,2457574,Son of the Pink Panther,27.08.1993 00:00,93,4105,Maurice Richlin,1993,0,-0.90169704,-90,46828,tt0108187,Son of the Pink Panther,3.372523,Inspector Clouseau's biggest mistake lives on!,Son of the Pink Panther,Comedy,"US, IT",1993,-0.20264429186545455,-0.8419384818069724,-0.8928817131274145,-1.2910841703201998
432,10000000,Other,Other,Other,Drama,72495,Dangerous Game,19.11.1993 00:00,108,3022,Nicholas St. John,1993,0,-0.9927505,-100,49299,tt0106660,Dangerous Game,2.70097,TURBULENCE REDEMPTION HOLLYWOOD,Dangerous Game,Drama,US,1993,-0.8447605652940733,0.22324884832693767,-0.9108525484374859,-1.4789810825807255
433,12000000,Other,USA,Other,Biography,1703282,A Home of Our Own,5.11.1993 00:00,104,2416,Patrick Sheane Duncan,1993,0,-0.858059833,-90,78133,tt0107130,A Home of Our Own,4.497919,They had nothing... and tried to find their dream.,A Home of Our Own,"Comedy, Drama",US,1993,-0.7591450621702575,-0.06080110637543835,-0.9209082512979689,-0.9762044311628343
434,19000000,Other,USA,Other,Family,2119994,The Nutcracker,24.11.1993 00:00,92,1280,Susan Cooper,1993,0,-0.888421368,-90,73191,tt0107719,The Nutcracker,1.418221,The joy of the New York City Ballet in an exciting family holiday motion picture.,The Nutcracker,"Family, Fantasy, Music",US,1993,-0.459490801236902,-0.9129509704825663,-0.9397585457691056,-1.8378873435985108
435,11000000,Other,USA,Other,Comedy,1044824,Money for Nothing,10.09.1993 00:00,100,3306,Mark Bowden,1993,0,-0.905016,-90,55448,tt0107594,Money for Nothing,4.08938,What would you do if you found a million bucks?,Money for Nothing,"Drama, Action, Comedy, Thriller, Crime",US,1993,-0.8019528137321653,-0.3448510610778144,-0.9061399748197017,-1.0905114428774758
436,8000000,Miramax,USA,Other,Drama,874148,Mother's Boys,18.03.1994 00:00,96,2570,Bernard Taylor,1993,0,-0.8907315,-90,41587,tt0107606,Mother's Boys,2.101505,She left them three years ago. Now she's coming back... Whether they like it or not.,Mother's Boys,"Drama, Thriller",US,1994,-0.9303760684178891,-0.6289010157801903,-0.9183528416601564,-1.6467081607238592
437,13000000,Other,USA,Other,Comedy,3125424,Mr. Wonderful,15.10.1993 00:00,98,2743,Amy Schor Ferris,1993,0,-0.759582769,-80,31911,tt0107613,Mr. Wonderful,13.011091,Sometimes love is a stranger. And sometimes it's someone you've known all your life.,Mr. Wonderful,"Comedy, Romance",US,1993,-0.7163373106083495,-0.48687603842900234,-0.9154821542098864,1.4057352405276546
