,budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm,popularity_norm
172,15000000,Touchstone Pictures,Other,40590000,Three Fugitives,27.01.1989 00:00,6.1,Nick Nolte,9199,Francis Veber,1989,1,1.706,170,FALSE,31608,tt0098471,Three Fugitives,"On his first day after being released from jail for 14 armed bank robberies, Lucas finds himself caught up in someone else's robbery. Perry has decided to hold up the local bank to raise money so that he can keep his daughter, Meg, and get her the treatment she needs. Dugan, a detective, assumes Lucas helped plan the robbery, and hence Lucas, Perry and Meg become three fugitives.",3.96986,They rob banks. She steals hearts.,Three Fugitives,Comedy,"en, fr",US,"remake, on the run, bank robbery, comedy of errors",1989,-0.6669781404031139,-0.22275427868676032,-0.8347238662926311,-1.1907293070090883
173,10000000,TriStar Pictures,Other,2692037,Blind Fury,16.03.1990 00:00,6.3,Rutger Hauer,11576,Ryôzô Kasahara,1989,0,-0.7307963,-70,FALSE,19124,tt0096945,Blind Fury,"A blind Vietnam vet, trained as a swordfighter, comes to America and helps to rescue the son of a fellow soldier.",6.617717,"He may be blind, but he don't need no dog.",Blind Fury,"Action, Thriller",en,US,"casino, vietnam, humor, b movie, downfall",1990,-0.8790694150478263,0.013364089551812711,-0.797241734669908,-0.44858966817509405
174,15000000,Touchstone Pictures,Woody Allen,10763469,New York Stories,10.03.1989 00:00,6.4,Woody Allen,14652,Richard Price,1989,0,-0.2824354,-30,FALSE,9686,tt0097965,New York Stories,"Three stories happening in New York. The first, by Scorsese, is about a painter who creates his works helped by high volume music and an attractive assistant; second, by Coppola, is about a rich and bold 12 years old who helps her separated parents to reconciliate; third, by Allen, is a witty piece of comedy about the impossibility of getting rid of the son's role.",9.686985,"One city, three stories tall.",New York Stories,"Comedy, Drama, Romance",en,US,"new york, mother, hotel, robbery, jealousy, obsession, artist, gallery, assistant, anthology, lawyer, city, art, occult, young",1989,-0.6669781404031139,0.13142327367109974,-0.7487373018253576,0.4116627718187335
175,10000000,Other,Other,1272977,Robot Jox,21.11.1990 00:00,5.3,Gary Graham,4665,Stuart Gordon,1989,0,-0.8727023,-90,FALSE,15618,tt0102800,Robot Jox,"50 years after a nuclear war, the two superpowers handle territorial disputes in a different way. Each fields a giant robot to fight one-on-one battles in official matches, each piloted by a man inside, known as robot jockeys or jox. The contest for possession of Alaska will be fought by two of the best. The conscientious Achilles fights for the Americans. Opposing him is a Russian, Alexander.",3.312779,The ultimate killing machine. Part Man. Part Metal.,Robot Jox,"Science Fiction, Action",en,US,"post-apocalyptic, mecha, giant robot, piloted robot, robot, robot fighting",1990,-0.8790694150478263,-1.1672277516410514,-0.9062190218573877,-1.3748955425817344
176,4000000,Other,Other,192816,The Return of Swamp Thing,12.05.1989 00:00,4.5,Dick Durock,3054,Len Wein,1989,0,-0.951796,-100,FALSE,19142,tt0098193,The Return of Swamp Thing,"The Swamp Thing returns to battle the evil Dr. Arcane, who has a new science lab full of creatures transformed by genetic mutation, and chooses Heather Locklear as his new object of affection.",2.876656,Why can't men be more like plants?,The Return of Swamp Thing,"Horror, Science Fiction",en,US,"dc comics, sequel, based on comic, swamp thing",1989,-1.1335789446214812,-2.1117012245953424,-0.9316223512828007,-1.4971318135386622
177,20000000,Other,Other,7237794,Johnny Handsome,29.09.1989 00:00,6.1,Mickey Rourke,7483,John Godey,1989,0,-0.6381103,-60,FALSE,505,tt0097626,Johnny Handsome,"A career criminal who has been deformed since birth is given a new face by a kindly doctor and paroled from prison. It appears that he has gone straight, but he is really planning his revenge on the man who killed his mentor and sent him to prison.",9.059459,"They changed his looks, his life and his future... but they couldn't change his past .",Johnny Handsome,"Crime, Drama","en, fr",US,"individual, prison, robbery, ex-detainee, operation, restart, new orleans, ugliness, mask, new identity, plastic surgery",1989,-0.4548868657584014,-0.22275427868676032,-0.8617829062020096,0.235780192435126
178,17000000,Other,Other,43247647,K-9,28.04.1989 00:00,6.0,Jim Belushi,27310,Steven Siegel,1989,1,1.543979235,150,FALSE,10345,tt0097637,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",5.772293,Meet the two toughest cops in town.  One's just a little smarter than the other!,K-9,"Action, Comedy, Crime",en,US,"helicopter, police operation, shadowing, police headquarter, drug, criminal, dog, german shepherd, policeman, stakeout, police dog",1989,-0.5821416305452289,-0.3408134628060463,-0.5491374608155012,-0.6855445573634417
179,8000000,New Line Cinema,Other,16093651,No Holds Barred,2.06.1989 00:00,4.3,Hulk Hogan,4966,Dennis Hackin,1989,1,1.011706375,100,FALSE,39002,tt0097987,No Holds Barred,"Rip is the World Wrestling Federation champion who is faithful to his fans and the network he wrestles for, but Brell, the new head of the World Television Network, wants Rip to wrestle for his network.",0.863547,No Ring. No Ref. No Rules.,No Holds Barred,"Action, Drama",en,US,wrestling,1989,-0.9639059249057114,-2.347819592833915,-0.9014726518033532,-2.061364695523401
180,12000000,Warner Bros.,Other,11567217,Police Academy 6: City Under Siege,10.03.1989 00:00,4.2,Bubba Smith,23683,Neal Israel,1989,0,-0.03606525,0,FALSE,11895,tt0098105,Police Academy 6: City Under Siege,"Our favourite police men are called together to deal with a gang who rob banks and jewelers. Using their various talents as well as their extraordinary luck, the crooks stand no chance against our men and women wearing blue..",5.612379,The Grads are going undercover in the city to unmask the mastermind of crime.,Police Academy 6: City Under Siege,"Comedy, Crime",en,US,"competition, mayor, investigation, adversary, gang, gangster, jewel thief",1989,-0.7942329051899414,-2.4658787769532013,-0.6063304315330512,-0.730365149338197
181,13000000,Paramount Pictures,Joel Schumacher,22030000,Cousins,10.02.1989 00:00,6.3,Ted Danson,3667,Jean-Charles Tacchella,1989,1,0.694615385,70,FALSE,31674,tt0097116,Cousins,"Two couples go to a mutual friends wedding, and end up swapping partners.",7.584638,Love at first sight. Consequences to follow.,Cousins,"Comedy, Romance",en,US,"remake, revenge, wedding, affair",1989,-0.7518146502609989,0.013364089551812711,-0.9219561557906976,-0.17758167880066608
182,5000000,Other,Other,1919653,Communion,10.11.1989 00:00,5.7,Christopher Walken,4489,Whitley Strieber,1989,0,-0.6160694,-60,FALSE,28774,tt0097100,Communion,A novelist's wife and son see him changed by an apparent encounter with aliens in the mountains.,2.628306,The true story of one man's terrifying journey into the unknown.,Communion,"Drama, Horror, Science Fiction, Thriller",en,"GB, US","male nudity, based on novel, paranoia, nudity, halloween, hypnosis, cabin, ufo, alien, independent film, alien abduction, new york city, psychiatrist, christmas",1989,-1.0911606896925388,-0.6949910151639053,-0.9089943080019393,-1.5667391901093843
183,18000000,Paramount Pictures,Other,4973285,Let It Ride,18.08.1989 00:00,6.9,Richard Dreyfuss,4382,Jay Cronley,1989,0,-0.723706389,-70,FALSE,19118,tt0097731,Let It Ride,A gambler used to losing is having a very good day.,6.657723,He drinks. He smokes. He gambles. He curses. He thinks about committing adultery. You'll love him.,Let It Ride,Comedy,en,US,"gambling, guard, compulsive gambling, blood donation, luck",1989,-0.5397233756162864,0.7217191942675317,-0.9106815558284564,-0.43737681249928045
184,4000000,Other,Other,283694,Kill Me Again,27.10.1989 00:00,6.3,Val Kilmer,3576,John Dahl,1989,0,-0.9290765,-90,FALSE,31583,tt0097662,Kill Me Again,"After Faye and her psychotic boyfriend, Vince, successfully rob a mob courier, Faye decides to abscond with the loot. She heads to Reno, where she hires feckless private investigator Jack Andrews to help fake her death. He pulls the scheme off and sets up Faye with a new identity, only to have her skip out on him without paying. Jack follows her to Vegas and learns he's not the only one after her. Vince has discovered that she's still alive.",2.713132,Her last request was his first mistake.,Kill Me Again,"Drama, Action, Thriller, Crime",en,US,"psychopath, femme fatale, bag of money, neo-noir",1989,-1.1335789446214812,0.013364089551812711,-0.923391104876801,-1.5429642139668915
185,2500000,Other,Other,43749,Wicked Stepmother,3.02.1989 00:00,4.1,Bette Davis,1370,Larry Cohen,1989,0,-0.9825004,-100,FALSE,35826,tt0098649,Wicked Stepmother,"A mother/daughter pair of witches descend on a yuppie family's home and cause havoc, one at a time since they share one body & the other must live in a cat the rest of the time. Now it's up to the family's mother, a private detective and a suspended police officer to try and stop the witches.",0.000578,Which Witch is which?,Wicked Stepmother,"Comedy, Fantasy, Horror, Science Fiction",en,US,"witch, beach, cat, magic, vegetarian, tiger, sorcery, role reversal, step mother, fall from height, beautiful woman, dysfunctional family, rescue, spell, private investigator, scam, hair, allergy, chain smoking, fictional game show, miniaturization, dog",1989,-1.1972063270148952,-2.5839379610724884,-0.9581767937113517,-2.3032370859073725
186,34000000,Columbia Pictures Corporation,Other,3574256,Old Gringo,6.10.1989 00:00,5.8,Jane Fonda,1556,Carlos Fuentes,1989,0,-0.894874824,-90,FALSE,43345,tt0098022,Old Gringo,"When school teacher Harriet Winslow goes to Mexico to teach, she is kidnapped by Gen. Tomas Arroyo and his revolutionaries. An aging American, Ambrose ""Old Gringo"" Bierce also in Mexico, befriends Gen. Arroyo and meets Harriet. Bierce is a famous writer, who knowing that he is dying, wishes to keep his identity secret so he can determine his own fate. Though he likes Arroyo, Bierce tries to provoke the General's anger whenever possible in an attempt to get himself killed, thus avoiding suffering through his illness. Winslow is intrigued by both Bierce and Arroyo, and the men are in turn attracted to her. She becomes romantically involved with Arroyo. When Winslow learns of Bierce's true identity (a writer whose work she has loved and respected for years), she is singlemindedly determined to fulfill his dying wish. Written by E.W. DesMarais",1.582367,"A woman inspired by a man of dreams swept into the arms of a general, and drawn into a worlds of danger.",Old Gringo,"Action, Drama, Romance","en, es",US,"mexico, general, writer",1989,0.13896870324679353,-0.5769318310446193,-0.9552438208540415,-1.8598942931615468
187,20000000,Other,Other,2420917,Farewell to the King,3.03.1989 00:00,6.3,Nick Nolte,2282,Pierre Schoendoerffer,1989,0,-0.87895415,-90,FALSE,20713,tt0097334,Farewell to the King,An American soldier who escapes the execution of his comrades by Japanese soldiers in Borneo during WWII becomes the leader of a personal empire among the headhunters in this war story told in the style of Joseph Conrad and Rudyard Kipling. The American is reluctant to rejoin the fight against the Japanese on the urging of a British commando team but conducts a war of vengeance when the Japanese attack his adopted people.,1.629224,"In the midst of war, one man vanished into the jungle, and emerged as king.",Farewell to the King,"War, Adventure",en,US,"paradise, japanese, deserter, world war ii, island, shipwreck, u.s. navy, borneo, tribe, jungle, guerrilla warfare, infantry",1989,-0.4548868657584014,0.013364089551812711,-0.9437957655077659,-1.846761243658932
188,16000000,Other,Other,67878,Brenda Starr,15.04.1992 00:00,4.6,Brooke Shields,856,Noreen Stone,1989,0,-0.995757625,-100,FALSE,47070,tt0096978,Brenda Starr,"Mike is a struggling artist who draws the 'Brenda Starr' strip for the papers. When Brenda comes to life in the strip and sees how unappreciated she is by Mike, she leaves the strip. To get her back, and keep his job, Mike draws himself into the strip. In her world, Brenda Starr is the Ace Reporter for the New York Flash. She is talented, fearless, smart and a very snappy dresser. The only competition she has is from the rival paper's top reporter Libby Lipscomb. Brenda heads to the Amazon jungle to find a scientist with a secret formula which will create cheap and powerful gas from ordinary water. (This movie was filmed in 1986 but release was delayed for several years.)",6.561712,Off the comics onto the big screen...,Brenda Starr,"Adventure, Fantasy",en,US,"central and south america, comic-strip artist, based on comic, reporter",1992,-0.6245598854741714,-1.9936420404760564,-0.9662818907471445,-0.4642867131714431
189,17000000,Columbia Pictures Corporation,Other,3560932,Physical Evidence,27.01.1989 00:00,5.1,Burt Reynolds,1238,Steve Ransohoff,1989,0,-0.790533412,-80,FALSE,41938,tt0098093,Physical Evidence,A police officer suspended and now accused of murder is forced to join forces with his court-appointed attorney to assemble the pieces of a deadly puzzle to find the missing link before time runs out.,1.138586,"If he's innocent, the truth could save him. If he's guilty, the lies could kill her.",Physical Evidence,"Crime, Thriller",en,US,"officer, suspect, police, puzzle, murder, romance, lawyer",1989,-0.5821416305452289,-1.4033461198796244,-0.9602582583197654,-1.9842769433807197
190,26000000,Columbia Pictures Corporation,Joel Schumacher,61490000,Flatliners,10.08.1990 00:00,6.6,Kiefer Sutherland,67242,Peter Filardi,1990,1,1.365,140,FALSE,1551,tt0099582,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",11.890138,Some lines shouldn't be crossed.,Flatliners,"Drama, Horror, Science Fiction, Thriller","en, fr, es",US,"life and death, afterlife, swing, memory, medical student, confetti",1990,-0.20037733618474643,0.3675416419096717,0.08053712057220527,1.0291610625935115
191,20000000,Castle Rock Entertainment,Rob Reiner,61276872,Misery,30.11.1990 00:00,7.8,James Caan,147278,Stephen King,1990,1,2.0638436,210,FALSE,1700,tt0100157,Misery,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",15.020845,"Paul Sheldon used to write for a living. Now, he's writing to stay alive.",Misery,"Drama, Thriller",en,US,"nurse, psychopath, car crash, author, obsessed fan, blizzard, broken leg",1990,-0.4548868657584014,1.7842518513411088,1.3425984948070664,1.906633585571549
192,54000000,Paramount Pictures,Other,66666062,The Godfather: Part III,25.12.1990 00:00,7.6,Al Pacino,295736,Mario Puzo,1990,1,0.234556704,20,FALSE,242,tt0099674,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",17.185349,All the power on earth can't change destiny.,The Godfather: Part III,"Crime, Drama, Thriller","en, it, de, la","IT, US","italy, christianity, new york, assassination, italo-american, vatican, pope, confession, helicopter, daughter, lawyer",1990,0.9873338018256435,1.5481334831025357,3.6835838950789315,2.513299359748453
193,30000000,Paramount Pictures,Other,122012643,The Hunt for Red October,2.03.1990 00:00,7.6,Sean Connery,152517,Tom Clancy,1990,1,3.0670881,310,FALSE,1669,tt0099810,The Hunt for Red October,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",15.91126,Invisible. Silent. Stolen.,The Hunt for Red October,"Action, Adventure, Thriller","en, ru",US,"submarine, cold war, russian, defection, jack ryan",1990,-0.030704316468976464,1.5481334831025357,1.4252105636213053,2.156198522995425
194,13000000,Universal Pictures,Other,28501605,Child's Play 2,9.11.1990 00:00,5.8,Alex Vincent,34608,Don Mancini,1990,1,1.192431154,120,FALSE,11186,tt0099253,Child's Play 2,"Chuckie's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy.",14.310479,Look out Jack! Chucky's back!,Child's Play 2,"Drama, Horror","en, tr",US,"faithlessness, puppet, killer toys, toy comes to life",1990,-0.7518146502609989,-0.5769318310446193,-0.434057697844263,1.7075326648345348
195,11000000,Universal Pictures,Other,16667084,Tremors,19.01.1990 00:00,7.1,Kevin Bacon,98220,S.S. Wilson,1990,1,0.515189455,50,FALSE,9362,tt0100814,Tremors,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",15.750026,The monster movie that breaks new ground.,Tremors,"Action, Horror",en,US,"nevada, small town, tractor, stranded, cult favorite, rural setting, tentacle, graboids, seismologist, binoculars, man eaten by monster, giant worm",1990,-0.8366511601188839,0.9578375625061037,0.5690190193558466,2.111007962278679
196,25000000,Warner Bros.,Other,39404261,Joe Versus the Volcano,9.03.1990 00:00,5.7,Tom Hanks,29752,John Patrick Shanley,1990,1,0.57617044,60,FALSE,2565,tt0099892,Joe Versus the Volcano,"Hypochondriac Joe Banks finds out he has six months to live, quits his dead end job, musters the courage to ask his female co-worker out on a date, and is then hired to jump into a volcano by a mysterious visitor.",9.019396,An average Joe. An adventurous comedy.,Joe Versus the Volcano,"Fantasy, Comedy, Science Fiction, Romance",en,US,"escape, orange soda, luggage, dying man's last fling, ukulele, terminal illnessdying man",1990,-0.24279559111368892,-0.6949910151639053,-0.5106303655598471,0.2245513608363628
197,9500000,Other,Other,14560247,Wild at Heart,17.08.1990 00:00,7.2,Nicolas Cage,67407,Barry Gifford,1990,1,0.532657579,50,FALSE,483,tt0100935,Wild at Heart,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,8.528622,A wild crazy love story.,Wild at Heart,"Comedy, Crime, Thriller",en,US,"prison, sex, witch, hotel room, texas, loss of father, car journey, new orleans, hitman, snake skin jacket, fairy, murder, car crash, escape, mother daughter relationship, pistol, violence, killer, bank robbery, car, hoodlum",1990,-0.9002785425122977,1.0758967466253908,0.08313895133272244,0.08699754312297617
198,25000000,Other,Other,26118851,Jacob's Ladder,2.11.1990 00:00,7.5,Tim Robbins,81979,Bruce Joel Rubin,1990,1,0.04475404,0,FALSE,2291,tt0099871,Jacob's Ladder,A traumatized Vietnam war veteran finds out that his post-war life isn't what he believes it to be when he's attacked by horned creatures in the subway and his dead son comes to visit him...,8.176863,The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.,Jacob's Ladder,"Drama, Mystery, Horror",en,US,"violence, postal worker, figment of imagination, oneiric",1990,-0.24279559111368892,1.4300742989832498,0.31292002916457806,-0.011593240751155491
199,31000000,Hollywood Pictures,Other,53208180,Arachnophobia,18.07.1990 00:00,6.4,Jeff Daniels,53559,Don Jakoby,1990,1,0.716392903,70,FALSE,6488,tt0099052,Arachnophobia,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",5.418428,"Eight legs, two fangs, and an attitude.",Arachnophobia,"Comedy, Horror","en, es",US,"small town, outbreak, exterminator, spider bite, creature feature, spider queen, animal attack, spiders, invasive species, arachnophobia, animal horror, spider general",1990,0.011713938459966032,0.13142327367109974,-0.13522560849540935,-0.7847256095486586
200,70000000,Twentieth Century Fox Film Corporation,Renny Harlin,117540947,Die Hard 2,4.07.1990 00:00,7.1,Bruce Willis,288815,Walter Wager,1990,1,0.679156386,70,FALSE,1573,tt0099423,Die Hard 2,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",18.785984,Die Harder,Die Hard 2,"Action, Thriller","en, es",US,"ambush, helicopter, journalist, based on novel, airport, hand grenade, fistfight, cop, sequel, snow, dulles international airport, shootout, officer involved shooting, terrorism, explosion, church, violence, sabotage, walkie talkie, swat team, air traffic control, commando unit, snowmobile",1990,1.6660258806887234,0.9578375625061037,3.574448921178693,2.9619242971242445
201,47000000,Touchstone Pictures,Other,103738726,Dick Tracy,15.06.1990 00:00,6.1,Warren Beatty,50318,Chester Gould,1990,1,1.207206936,120,FALSE,8592,tt0099422,Dick Tracy,"The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",8.304776,Their turf. Their game. Their rules. They didn't count on HIS law...,Dick Tracy,"Adventure, Action, Comedy, Thriller, Crime",en,US,"corruption, crime fighter, gangster boss, investigation, based on comic, policeman",1990,0.690406017323046,-0.22275427868676032,-0.18633187210047686,0.024258131744478655
202,60000000,Other,Other,82670733,Days of Thunder,27.06.1990 00:00,5.9,Tom Cruise,65262,Robert Towne,1990,1,0.37784555,40,FALSE,2119,tt0099371,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",7.046753,You can't stop the thunder.,Days of Thunder,Adventure,en,US,"stock-car-race, daytona, car crash",1990,1.2418433313992985,-0.45887264692533225,0.04931515144599925,-0.3283397369715655
203,11000000,Universal Pictures,Other,8266343,Cry-Baby,6.04.1990 00:00,6.5,Johnny Depp,47001,John Waters,1990,0,-0.248514273,-20,FALSE,9768,tt0099329,Cry-Baby,A prim and proper schoolgirl goes against her mother's wishes when she dates a motorcycle-riding juvenile delinquent.,8.290384,Good girls want him bad. Bad girls want him worse.,Cry-Baby,"Comedy, Music",en,US,"prison, rock and roll, jealousy, stage, arrest, singer, juvenile delinquent",1990,-0.8366511601188839,0.24948245779038572,-0.23863655472250989,0.020224351339381448
204,42000000,Other,Other,40946358,Rocky V,16.11.1990 00:00,5.2,Sylvester Stallone,102375,Sylvester Stallone,1990,0,-0.025086714,0,FALSE,1375,tt0100507,Rocky V,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",14.007329,Go for it!,Rocky V,Drama,en,US,"philadelphia, transporter, father son relationship, cataclysm, trainer, restart, bankrupt, boxer, disappointment, career, boxing match, training, world champion, challenger, street riots, sponsorship, challenge, champion, tax consultant, boxing school, praise, friendship, sport, father figure",1990,0.47831474267833346,-1.2852869357603374,0.6345378485070517,1.622565979884205
205,26000000,Other,Other,91457688,Kindergarten Cop,21.12.1990 00:00,6.1,Arnold Schwarzenegger,115309,Murray Salem,1990,1,2.517603385,250,FALSE,951,tt0099938,Kindergarten Cop,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",3.67003,"Go ahead, you tell him you didn't do your homework.",Kindergarten Cop,Comedy,"en, es",US,"crime fighter, cook, drug dealer, dying and death, kindergarten, kiss, police, teacher, children education",1990,-0.20037733618474643,-0.22275427868676032,0.838489842789046,-1.2747654645174418
206,35000000,Other,Other,30669413,Predator 2,21.11.1990 00:00,6.2,Danny Glover,117081,Jim Thomas,1990,0,-0.123731057,-10,FALSE,169,tt0100403,Predator 2,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",11.736241,Silent. Invisible. Invincible. He's in town with a few days to kill.,Predator 2,"Science Fiction, Action, Thriller",en,US,"predator, war on drugs, extraterrestrial technology, los angeles, invisible",1990,0.18138695817573602,-0.10469509456747328,0.8664319282898728,0.9860269114676631
207,35000000,Other,Other,45681173,RoboCop 2,22.06.1990 00:00,5.8,Peter Weller,68761,Edward Neumeier,1990,1,0.305176371,30,FALSE,5549,tt0100502,RoboCop 2,"After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God.",10.969876,He's back to protect the innocent.,RoboCop 2,"Action, Adventure, Crime, Science Fiction, Thriller",en,US,"cyborg, police, sequel, cyberpunk, robot, drug, police officer, robocop",1990,0.18138695817573602,-0.5769318310446193,0.10448973224023908,0.7712306274103993
208,14000000,Other,Other,5080409,Miller's Crossing,5.10.1990 00:00,7.8,Gabriel Byrne,110371,Joel Coen,1990,0,-0.637113643,-60,FALSE,379,tt0100150,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",7.495853,"Up is down, black is white, and nothing is what it seems.",Miller's Crossing,"Drama, Thriller, Crime","gd, it, yi, en",US,"corruption, street gang, prohibition, gun, irish-american, gambling debts, irish mob, violence",1990,-0.7093963953320563,1.7842518513411088,0.7606241440288413,-0.2024662808897804
209,40000000,Twentieth Century Fox Film Corporation,Renny Harlin,21413502,The Adventures of Ford Fairlane,11.07.1990 00:00,6.3,Andrew Dice Clay,15191,Daniel Waters,1990,0,-0.46466245,-50,FALSE,9548,tt0098987,The Adventures of Ford Fairlane,"Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?",3.834949,Kojak. Columbo. Dirty Harry. Wimps.,The Adventures of Ford Fairlane,"Action, Comedy, Thriller, Crime, Mystery",en,US,"rock and roll, show business, rock star, heavy metal, murder, private detective",1990,0.39347823282044847,0.013364089551812711,-0.7402379880076682,-1.2285420743959725
210,16000000,Other,Other,33878502,Darkman,24.08.1990 00:00,6.4,Liam Neeson,50571,Sam Raimi,1990,1,1.117406375,110,FALSE,9556,tt0099365,Darkman,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",8.899418,"They destroyed everything he had, everything he was. Now, crime has a new enemy and justice has a new face.",Darkman,"Action, Science Fiction, Crime",en,US,"corruption, experiment, burn, mask, gangster boss, los angeles, madness, outsider, disfigurement, conflagration, darkman",1990,-0.6245598854741714,0.13142327367109974,-0.1823423982676839,0.19092400498292178
211,50000000,Warner Bros.,Other,41482207,Gremlins 2: The New Batch,15.06.1990 00:00,6.3,Zach Galligan,75271,Chris Columbus,1990,0,-0.17035586,-20,FALSE,928,tt0099700,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",14.383185,Here they grow again.,Gremlins 2: The New Batch,"Comedy, Horror, Fantasy",en,US,"new york, monster, skyscraper, mutant, restaurant, human animal relationship, mutation, tv station, dying and death, water, research station, fur, bat, current, electric shock, cleverness, gremlin, cowardliness",1990,0.8176607821098735,0.013364089551812711,0.20714378224609825,1.7279106552551138
212,11000000,Other,Other,8862354,Nightbreed,16.02.1990 00:00,6.5,Craig Sheffer,15692,Clive Barker,1990,0,-0.194331455,-20,FALSE,20481,tt0100260,Nightbreed,A troubled young man is drawn to a mythical place called Midian where a variety of monsters are hiding from humanity.,6.372135,Come meet the dead of night.,Nightbreed,"Action, Drama, Fantasy, Horror",en,US,"monster, supernatural, escape, serial killer, surprise ending, dark fantasy",1990,-0.8366511601188839,0.24948245779038572,-0.7323378836984615,-0.5174212315050359
