,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,title,genres_edited,spoken_languages_edited,keywords_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm
78,9000000,Other,USA,Other,Action,5406879,The Sicilian,R,23.10.1987 00:00,115,5.3,Christopher Lambert,3889,Mario Puzo,1987,0,-0.399235667,-40,FALSE,31945,tt0093966,The Sicilian,"Egocentric bandit Salvatore Guiliano fights the Church, the Mafia, and the landed gentry while leading a populist movement for Sicilian independence.",The Sicilian,Drama,en,"sicily, sicilian mafia, sicilian",1987,-0.8651608594318073,0.6950039277100686,-1.1339742634093837,-0.893729785944481
79,7000000,Other,USA,Other,Comedy,7019441,Hiding Out,PG-13,6.11.1987 00:00,98,6.4,Jon Cryer,2584,Joe Menosky,1987,1,0.002777286,0,FALSE,26156,tt0093186,Hiding Out,A very successful stock broker is called to court to testify against a mob boss who was into some inside trading. Andrew Morenski must become Max Hauser and go back to high school for protection from the mob.,Hiding Out,"Action, Adventure, Comedy, Drama, Family, Thriller",en,"high school, youth",1987,-0.9497316723360194,-0.5131607456152353,0.16527232436348183,-0.9164839262899463
80,10000000,Other,USA,Other,Action,3060858,Malone,R,1.05.1987 00:00,92,5.6,Burt Reynolds,1959,Christopher Frank,1987,0,-0.6939142,-70,FALSE,27342,tt0093483,Malone,"Erstwhile C.I.A. assassin Richard Malone hopes for a tranquil retirement in the placid Pacific Northwest, but what he gets is a rumble with a right-wing extremist plotting a secret revolution. Adapted from the novel ""Shotgun,"" by William Wingate.",Malone,"Action, Thriller",en,"cia, assassin",1987,-0.8228754529797013,-0.9395718067888719,-0.7796342849258753,-0.9273815030837516
81,6000000,Other,Other,Other,Action,1432687,A Prayer for the Dying,R,11.09.1987 00:00,107,6.4,Mickey Rourke,3731,Jack Higgins,1987,0,-0.761218833,-80,FALSE,33851,tt0093771,A Prayer for the Dying,"Jack Higgins' straightforward thriller about a guilt-ridden IRA bomber forced into ""one last job""",A Prayer for the Dying,"Crime, Drama, Action, Thriller","en, hu","bomber, ira",1987,-0.9920170787881254,0.1264558461452197,0.16527232436348183,-0.896484693357955
82,3520000,Other,USA,Other,Action,562187,Steel Dawn,R,31.03.1988 00:00,100,5.0,Patrick Swayze,3860,Doug Lefler,1987,0,-0.840287784,-80,FALSE,27786,tt0094033,Steel Dawn,"In a post-apocalyptic world, a warrior wandering through the desert comes upon a group of settlers who are being menaced by a murderous gang that is after the water they control.",Steel Dawn,"Action, Adventure, Science Fiction",en,"post-apocalyptic, independent film, water shortage, desert",1988,-1.0968848867893484,-0.37102372522402305,-1.4883142418928919,-0.8942354335077136
83,25000000,Warner Bros.,USA,Other,Drama,30950002,Nuts,R,11.12.1987 00:00,116,6.7,Barbra Streisand,4996,Tom Topor,1987,1,0.23800008,20,FALSE,40634,tt0093660,Nuts,"A high-class call girl kills a customer in self-defense. To avoid scandal, her parents try to have her declared mentally incompetent. Not helping matters is that she is very distrustful of everybody, including her court-appointed attorney, and is very disruptive during her court hearings.",Nuts,Drama,en,"hearing, self-defense, court, murder",1987,-0.188594356198111,0.7660724379056746,0.5196123028469902,-0.8744279979272932
84,11000000,Other,USA,Barry Levinson,Comedy,25411386,Tin Men,R,13.03.1987 00:00,112,6.5,Richard Dreyfuss,6960,Barry Levinson,1987,1,1.310126,130,FALSE,10896,tt0094155,Tin Men,A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,Tin Men,"Comedy, Drama",en,"competition, friendship, hostility, car accident, salesmen",1987,-0.7805900465275953,0.48179839712325023,0.2833856505246509,-0.8401834526104396
85,3000000,Other,USA,Other,Fantasy,9868521,Maid to Order,PG,31.07.1987 00:00,93,5.5,Ally Sheedy,2786,Amy Holden Jones,1987,1,2.289507,229,FALSE,2608,tt0093476,Maid to Order,"Spoiled Jessie Montgomery, whose wild behavior and spending excesses cause her well-meaning but exasperated millionaire father Charles to wish he never had her, is visited by fairy godmother Stella. In an effort to save Jessie, Stella casts a spell which causes Charles to no longer have a daughter. Jessie, now penniless and without a friend, must take a maid's job to earn a living, and hopefully to learn her lesson.",Maid to Order,"Comedy, Fantasy","es, en","wish, party, maid, woman director, fairy godmother, weird couple",1987,-1.1188732981444434,-0.8685032965932658,-0.8977476110870444,-0.9129618294701886
86,1000000,Other,Other,Other,Action,210200,Straight to Hell,R,26.06.1987 00:00,100,5.8,Sy Richardson,1924,Alex Cox,1987,0,-0.7898,-80,FALSE,9698,tt0094048,Straight to Hell,"A gang of bank robbers with a suitcase full of money go to the desert to hide out. After burying the loot, they find their way to a surreal town full of cowboys who drink an awful lot of coffee.",Straight to Hell,"Action, Western, Comedy, Crime",en,"punk, independent film, anarchic comedy",1987,-1.2034441110486556,-0.37102372522402305,-0.543407632603536,-0.9279917673842046
87,12000000,TriStar Pictures,USA,Other,Comedy,5669831,Nadine,PG,7.08.1987 00:00,83,5.5,Jeff Bridges,3267,Robert Benton,1987,0,-0.527514083,-50,FALSE,61178,tt0093596,Nadine,"Hairdresser Nadine Hightower wants to retrieve the risqué photos she once posed for, but when she visits the photographer at his office, he's murdered by an intruder. Nadine talks her estranged husband, Vernon, into going along when she returns to the office, where they stumble across plans for a less than legal construction project. But when Vernon tries to turn the documents into a cash windfall, he and Nadine are pursued by goons with guns.",Nadine,"Action, Comedy, Romance",en,"texas, murder, on the run",1987,-0.7383046400754892,-1.5791883985493267,-0.8977476110870444,-0.904575054369676
88,1100000,Other,USA,Other,Action,1355728,From a Whisper to a Scream,R,4.09.1987 00:00,99,6.0,Vincent Price,1489,C. Courtney Joyner,1987,1,0.23248,20,FALSE,39895,tt0091671,From a Whisper to a Scream,"The uncle of an executed murderess relates four stories of his hometown, Oldfield, to a reporter. In the first, an elderly man pursues a romance with a younger woman, even to the grave and beyond. In the second, a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life. In the third, a glass-eating carny pays the ultimate price for looking for love on the outside. And in the fourth, a group of Civil War soldiers are held captive by a household of orphans with strange intentions for them.",From a Whisper to a Scream,"Comedy, Horror","en, de","civil war, narration, voodoo, necrophilia, anthology, librarian, freak show",1987,-1.1992155704034448,-0.4420922354196291,-0.3071809802811967,-0.9355764808326931
89,5000000,Other,USA,Other,Comedy,858250,Tough Guys Don't Dance,R,18.09.1987 00:00,110,4.8,Ryan O'Neal,1025,Norman Mailer,1987,0,-0.82835,-80,FALSE,78146,tt0094169,Tough Guys Don't Dance,"Writer, ex-con and 40-something bottle-baby Tim Madden, who is prone to black-outs, awakens from a two-week bender to discover a pool of blood in his car.",Tough Guys Don't Dance,"Drama, Comedy, Crime, Mystery, Thriller",en,"gay, amnesia, massachusetts, police chief, murder, cancer, wealth, neo-noir",1987,-1.0343024852402314,0.339661376732038,-1.7245408942152312,-0.9436668418444142
90,14000000,Paramount Pictures,USA,Other,Comedy,20240502,Critical Condition,R,16.01.1987 00:00,100,5.2,Richard Pryor,2453,Denis Hamill,1987,1,0.445750143,40,FALSE,31563,tt0092798,Critical Condition,"Eddie is a con artist. But this time he's framed and comes before a judge. By claiming insanity, he hopes to get off the hook. He manages end up in a hospital for a mental examination. That night, a storm breaks out over New York, and the electricity to the hospital is broken. In the ensuing chaos that follows, Eddie is taken for a doctor. Suddenly he is in charge of a whole hospital!",Critical Condition,Comedy,en,"hurricane, con artist",1987,-0.6537338271712773,-0.37102372522402305,-1.2520875895705528,-0.9187680583859279
91,39000000,Other,USA,Other,Comedy,128152300,Coming to America,R,29.06.1988 00:00,116,7.0,Eddie Murphy,130485,Eddie Murphy,1988,1,2.28595641,229,FALSE,9602,tt0094898,Coming to America,"Prince Akeem, heir to the throne of Zamunda, leaves the tropical paradise kingdom in search of his queen. What better place than Queens, New York to find his bride? Joined by his loyal servant and friend, Semmi, Akeem attempts to blend in as an ordinary American and begin his search.",Coming to America,"Comedy, Romance",en,"fast food restaurant, prince, heir to the throne, fish out of water, new york city, fake identity, duringcreditsstinger, searching for love",1988,0.4034013341313733,0.7660724379056746,0.8739522813304985,1.3136136249172266
92,35000000,Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,57269863,Willow,PG,20.05.1988 00:00,126,7.3,Val Kilmer,86056,George Lucas,1988,1,0.6362818,60,FALSE,847,tt0096446,Willow,"Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.",Willow,"Adventure, Drama, Action",en,"prophecy, falsely accused, baby, monster, hero, queen, traitor, magic, fantasy, castle, sorcerer's apprentice, black magic, aggression by animal, mission",1988,0.23425970832294923,1.4767575398617356,1.228292259814007,0.5389441219220703
93,3000000,Other,USA,Other,Comedy,1108462,Heathers,R,31.03.1989 00:00,103,7.3,Winona Ryder,67238,Daniel Waters,1988,0,-0.630512667,-60,FALSE,2640,tt0097493,Heathers,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",Heathers,"Thriller, Comedy, Drama","en, it","suicide, diary, friendship, high school, dark comedy, clique",1989,-1.1188732981444434,-0.1578181946372047,1.228292259814007,0.2108311617527473
94,4000000,Other,USA,Other,Action,13008928,They Live,R,4.11.1988 00:00,94,7.3,Roddy Piper,83379,Ray Nelson,1988,1,2.252232,229,FALSE,8337,tt0096256,They Live,"Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.",They Live,"Action, Horror, Science Fiction, Thriller",en,"dystopia, social commentary, alien invasion, sunglasses, brawl",1988,-1.0765878916923375,-0.7974347863976596,1.228292259814007,0.4922676209988437
95,3500000,Other,USA,Other,Fantasy,4385516,Pumpkinhead,R,13.01.1989 00:00,86,6.2,Lance Henriksen,15572,Ed Justin,1988,1,0.253004571,30,FALSE,26515,tt0095925,Pumpkinhead,A man conjures up a gigantic vengeance demon called Pumpkinhead to destroy the teenagers who accidentally killed his son.,Pumpkinhead,"Fantasy, Horror",en,"witch, cabin, death of a child, murder, pumpkin, demon, evil, storekeeper, vengeance",1989,-1.0977305949183904,-1.3659828679625086,-0.07095432795885744,-0.6900235624532386
96,30000000,Universal Pictures,USA,Other,Action,38413606,Midnight Run,R,20.07.1988 00:00,126,7.6,Robert De Niro,58318,George Gallo,1988,1,0.280453533,30,FALSE,9013,tt0095631,Midnight Run,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.",Midnight Run,"Adventure, Comedy, Crime","cs, en","crooked lawyer, bail jumper, mafia accountant, stretch limousine, manhattan, new york city, southwestern u.s., bus station, police surveillance",1988,0.022832676062419115,1.4767575398617356,1.5826322382975153,0.05530094575155901
97,3000000,Other,Other,Other,Horror,11090735,Hellbound: Hellraiser II,R,23.12.1988 00:00,97,6.5,Doug Bradley,33241,Clive Barker,1988,1,2.696911667,270,FALSE,9064,tt0095294,Hellbound: Hellraiser II,"Doctor Channard is sent a new patient, a girl warning of the terrible creatures that have destroyed her family, Cenobites who offer the most intense sensations of pleasure and pain. But Channard has been searching for the doorway to Hell for years, and Kirsty must follow him to save her father and witness the power struggles among the newly damned.",Hellbound: Hellraiser II,"Horror, Thriller",en,"seduction, pain, hell, pinhead, sequel, betrayal, mad doctor, blood, sexual imagery, torture, demon, skin, puzzle box, labyrinth, mattress, british soldier, ring of fire, self mutilation, cenobites, mental hospital",1988,-1.1188732981444434,-0.5842292558108413,0.2833856505246509,-0.3819447074616471
98,15000000,Other,USA,Other,Crime,34603943,Mississippi Burning,R,27.01.1989 00:00,128,7.8,Gene Hackman,70539,Chris Gerolmo,1988,1,1.306929533,130,FALSE,1632,tt0095647,Mississippi Burning,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner.",Mississippi Burning,"Thriller, Crime, Drama",en,"suicide, ku klux klan, mississippi, sheriff, shotgun, deputy sheriff, fbi, motel, funeral, u.s. navy, victim of murder, burning cross, police, rope, racism, violence, fbi agent, based on true events",1989,-0.6114484207191712,1.6188945602529479,1.8188588906198546,0.268387803346909
99,28000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,64000000,Working Girl,R,21.12.1988 00:00,113,6.7,Melanie Griffith,44277,Kevin Wade,1988,1,1.285714286,130,FALSE,3525,tt0096463,Working Girl,"Witty, romantic look at life in the corporate jungle. Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",Working Girl,"Comedy, Drama, Romance","de, en","love triangle, clerk, business, new york city",1988,-0.061738136841792926,0.5528669073188563,0.5196123028469902,-0.18951965546735183
100,12500000,Universal Pictures,USA,Other,Animation,48092846,The Land Before Time,G,18.11.1988 00:00,69,7.4,Pat Hingle,66623,Stu Krieger,1988,1,2.84742768,280,FALSE,12144,tt0095489,The Land Before Time,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.",The Land Before Time,"Animation, Adventure, Family",en,"vulkan, loss of mother, tyrannosaurus rex, earthquake, primitive time, dinosaur",1988,-0.7171619368494363,-2.5741475412878123,1.3464055859751771,0.20010794618764294
101,5000000,Other,USA,Other,Horror,17768757,Halloween 4: The Return of Michael Myers,R,21.10.1988 00:00,88,5.9,Donald Pleasence,32498,Dhani Lipsius,1988,1,2.5537514,260,FALSE,11357,tt0095271,Halloween 4: The Return of Michael Myers,"The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness.",Halloween 4: The Return of Michael Myers,"Horror, Thriller",en,"sheriff, scissors, ambulance, halloween, twist, knife, sequel, murder, serial killer, masked killer, blood, niece, evil, michael myers, october",1988,-1.0343024852402314,-1.2238458475712963,-0.4252943064423658,-0.39489974675412276
102,13000000,Other,USA,Other,Action,45661556,Young Guns,R,12.08.1988 00:00,107,6.8,Emilio Estevez,45768,John Fusco,1988,1,2.512427385,250,FALSE,11967,tt0096487,Young Guns,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",Young Guns,"Crime, Action, Adventure, Drama, Western",en,"corruption, sheriff, deputy sheriff, ranch, billy the kid, outlaw, neighbor",1988,-0.6960192336233832,0.1264558461452197,0.6377256290081593,-0.16352239626805007
103,6000000,Other,USA,Other,Comedy,12793213,Mystic Pizza,R,21.10.1988 00:00,104,6.2,Annabeth Gish,20071,Amy Holden Jones,1988,1,1.132202167,110,FALSE,11191,tt0095690,Mystic Pizza,Three teenage girls come of age while working at a pizza parlor in Mystic Connecticut.,Mystic Pizza,"Comedy, Drama, Romance","en, fr","independent film, commitment, lobster, portuguese american",1988,-0.9920170787881254,-0.08674968444159861,-0.07095432795885744,-0.611578445660711
104,63000000,Other,USA,Other,Action,53715611,Rambo III,R,25.05.1988 00:00,102,5.7,Sylvester Stallone,99555,David Morrell,1988,0,-0.147371254,-10,FALSE,1370,tt0095956,Rambo III,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",Rambo III,"Action, Adventure, Thriller, War","en, ru","competition, submachine gun, soviet union, liberation, russian, soviet troops, thailand, freedom fighter, afghanistan, war on freedom, machinegun, mujahid, reality show, western, japanese food, soap opera",1988,1.4182510889819178,-0.22888670483281082,-0.6615209587647051,0.7743143445453933
105,13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,19.08.1988 00:00,93,5.7,Robert Englund,39701,Wes Craven,1988,1,2.797684538,280,FALSE,10131,tt0095742,A Nightmare on Elm Street 4: The Dream Master,"Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.",A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller",en,"martial arts, nightmare, supernatural, high school, resurrection, sequel, diner, alcoholic, disfigurement, dreams",1988,-0.6960192336233832,-0.8685032965932658,-0.6615209587647051,-0.2693073537208762
106,24000000,Other,USA,Other,Comedy,41455230,The Great Outdoors,PG,17.06.1988 00:00,91,6.6,Dan Aykroyd,31340,John Hughes,1988,1,0.72730125,70,FALSE,2617,tt0095253,The Great Outdoors,"It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family.",The Great Outdoors,Comedy,en,"holiday, roommate, attachment to nature, grizzly bear, best friend",1988,-0.230879762650217,-1.010640316984478,0.40149897668582,-0.4150907770376851
107,7500000,Warner Bros.,USA,Other,Action,18869631,Above the Law,R,22.04.1988 00:00,99,6.0,Steven Seagal,24061,Andrew Davis,1988,1,1.5159508,150,FALSE,9395,tt0094602,Above the Law,"Seagal is Nico Toscani, an Italian immigrant, American patriot, ex-CIA agent, aikido specialist, and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice: expert and thorough bone-crushing.",Above the Law,"Action, Adventure, Drama, Thriller","en, es","corruption, chicago, cia, martial arts, senator, vietnam, cop, torture, drug lord",1988,-0.9285889691099664,-0.4420922354196291,-0.3071809802811967,-0.5420083154090584
108,10000000,Other,Other,Other,Comedy,3916303,Earth Girls Are Easy,PG,12.05.1989 00:00,100,5.2,Geena Davis,17315,Julie Brown,1988,0,-0.6083697,-60,FALSE,2210,tt0097257,Earth Girls Are Easy,"In this musical comedy, Valerie is dealing with her philandering fiancé, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",Earth Girls Are Easy,"Music, Comedy, Drama, Romance, Science Fiction",en,"dancing, sex, dream, musical, police, bikini, swimming pool, beauty salon, romantic comedy, spaceship, romance, alien, furry, hospital, makeover, nosy neighbor, discotheque, valley girl",1989,-0.8228754529797013,-0.37102372522402305,-1.2520875895705528,-0.6596324002906745
109,31000000,Other,USA,Other,Animation,74151346,Oliver & Company,G,18.11.1988 00:00,74,6.7,Joey Lawrence,35531,Jim Cox,1988,1,1.391978903,140,FALSE,12233,tt0095776,Oliver & Company,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",Oliver & Company,"Animation, Comedy, Family",en,"new york city, kitten, great dane",1988,0.06511808251452514,-2.2188049903097817,0.5196123028469902,-0.34201598608914474
110,31000000,Warner Bros.,USA,Other,Action,37903295,The Dead Pool,R,13.07.1988 00:00,91,6.3,Clint Eastwood,33312,Harry Julian Fink,1988,1,0.222686935,20,FALSE,10651,tt0094963,The Dead Pool,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",The Dead Pool,"Action, Crime, Thriller",en,"prison, detective, gun, fight, chinatown, hitman, media, police, stalker, sequel, murder, mafia, reporter, gangster, explosion, violence, neo-noir",1988,0.06511808251452514,-1.010640316984478,0.04715899820231167,-0.38070674273787086
111,32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,23.11.1988 00:00,101,7.0,Bill Murray,68098,Mitch Glazer,1988,1,0.885267438,90,FALSE,9647,tt0096061,Scrooged,"In this modern take on Charles Dickens' ""A Christmas Carol,"" Frank Cross (Bill Murray) is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life, Claire Phillips (Karen Allen). But after firing a staff member, Eliot Loudermilk (Bobcat Goldthwait), on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",Scrooged,"Fantasy, Comedy, Drama",en,"holiday, tv ratings, comedy, scrooge, christmas carol, ghost, duringcreditsstinger, christmas",1988,0.10740348896663116,-0.29995521502841693,0.8739522813304985,0.2258262274210233
112,23000000,Other,USA,Other,Crime,41292551,Tequila Sunrise,R,2.12.1988 00:00,115,6.0,Mel Gibson,24708,Robert Towne,1988,1,0.795328304,80,FALSE,10396,tt0096244,Tequila Sunrise,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",Tequila Sunrise,"Action, Adventure, Crime, Romance, Thriller","en, es","restaurant, drug dealer, shadowing, restaurant owner, cop, best friend",1988,-0.273165169102323,0.6950039277100686,-0.3071809802811967,-0.5307271439121112
113,20000000,Warner Bros.,USA,Other,Crime,17637950,Frantic,R,26.02.1988 00:00,120,6.9,Harrison Ford,41608,Roman Polanski,1988,0,-0.1181025,-10,FALSE,10675,tt0095174,Frantic,"Ford plays an American doctor whose wife suddenly vanishes in Paris. To find her, he navigates a puzzling web of language, locale, laissez-faire cops, triplicate-form filling bureaucrats and a defiant, mysterious waif who knows more than she tells.",Frantic,"Crime, Drama, Mystery, Thriller","en, fr","wife husband relationship, married couple, wife, man-woman relation, man looking for wife",1988,-0.4000213884586411,1.0503464786880992,0.7558389551693294,-0.2360566674076177
114,8000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,22433275,License to Drive,PG-13,6.07.1988 00:00,88,6.3,Corey Haim,14929,Neil Tolkin,1988,1,1.804159375,180,FALSE,13704,tt0095519,License to Drive,"Teenager Les Anderson thinks his life can't get any worse after he flunks his driver's exam, but he's wrong. Even though he didn't receive his license, Les refuses to break his date with the cool Mercedes Lane, and he decides to lift his family's prize luxury car for the occasion. Unfortunately, Mercedes sneaks some booze along and passes out drunk, and a confused Les makes the bad decision of enlisting his rebellious friend, Dean, to help.",License to Drive,"Comedy, Family",en,"champagne, ferrari, driving test, underage drinking, drunk driving, teem",1988,-0.9074462658839133,-1.2238458475712963,0.04715899820231167,-0.7012349894587054
115,46630000,Other,Other,Other,Adventure,8083123,The Adventures of Baron Munchausen,PG,10.03.1989 00:00,126,7.2,John Neville,43852,Charles McKeown,1988,0,-0.826654021,-80,FALSE,14506,tt0096764,The Adventures of Baron Munchausen,An account of Baron Munchausen's supposed travels and fantastical experiences with his band of misfits.,The Adventures of Baron Munchausen,"Action, Adventure, Comedy, Fantasy",en,"moon, monster, hot air balloon, war, baron, story telling, european, roman mythology",1989,0.7260389853609422,1.4767575398617356,1.1101789336528378,-0.1969300076871394
116,13000000,Other,Other,Other,Drama,9134733,Dead Ringers,R,23.09.1988 00:00,116,7.3,Jeremy Irons,32130,David Cronenberg,1988,0,-0.297328231,-30,FALSE,9540,tt0094964,Dead Ringers,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",Dead Ringers,"Drama, Horror, Thriller",en,"nurse, sex, based on novel, bondage, obsession, nudity, sadism, sadomasochism, twin brother, murder, prostitution, drug, twins, receptionist, extramarital affair, medical profession, gynecologist, voyeurism, spectacle, body horror, identical twins",1988,-0.6960192336233832,0.7660724379056746,1.228292259814007,-0.4013162399703153
117,10500000,Metro-Goldwyn-Mayer (MGM),USA,Other,Horror,14114488,Poltergeist III,PG-13,10.06.1988 00:00,98,4.6,Heather O'Rourke,14165,Gary Sherman,1988,1,0.344236952,30,FALSE,10306,tt0095889,Poltergeist III,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?",Poltergeist III,"Horror, Thriller",en,"chicago, religion and supernatural, supernatural powers, devil, demon",1988,-0.8017327497536483,-0.5131607456152353,-1.9607675465375705,-0.7145561873314529
118,22000000,Other,USA,Other,Comedy,17550399,Johnny Be Good,R,25.03.1988 00:00,91,4.5,Anthony Michael Hall,5006,Steve Zacharias,1988,0,-0.202254591,-20,FALSE,20443,tt0095409,Johnny Be Good,"It's recruiting time and despite being short and scrawny, Johnny Walker is America's hottest young football prospect. His dilemma: should he take one of the many offers from college talent scouts or should he attend the local state college with his girlfriend and give up his football career?",Johnny Be Good,Comedy,en,sport,1988,-0.31545057555442907,-1.010640316984478,-2.07888087269874,-0.8742536366985924
119,1100000,Other,USA,Other,Action,671382,Maniac Cop,R,13.05.1988 00:00,85,6.0,Tom Atkins,10850,Larry Cohen,1988,0,-0.389652727,-40,FALSE,14240,tt0095583,Maniac Cop,"In New York, people are slain and strangled to death brutally on the open street. All witnesses agree that the murderer was in a cop's uniform. Soon the police searches and finds a suspect in its own ranks: Jack Forrest, turned in by his own wife. To prove his innocence, he has to investigate on his own.",Maniac Cop,"Thriller, Action, Horror",en,"investigation, police, serial killer, police officer killed, slasher, new york city, maniac, cult film",1988,-1.1992155704034448,-1.4370513781581147,-0.3071809802811967,-0.7723569346457959
120,10000000,Other,USA,Other,Comedy,21486757,Married to the Mob,R,19.08.1988 00:00,104,6.1,Michelle Pfeiffer,13416,Barry Strugatz,1988,1,1.1486757,110,FALSE,2321,tt0095593,Married to the Mob,"Angela de Marco is fed up with her gangster husband's line of work and wants no part of the crime world. When her husband is killed for having an affair with the mistress of mob boss Tony ""The Tiger"" Russo, Angela and her son depart for New York City to make a fresh start. Unfortunately, Tony has set his sights upon Angela -- and so has an undercover FBI agent looking to use her to bust Tony.",Married to the Mob,"Comedy, Crime, Romance",en,"fbi, romantic comedy, mobster, italian american, starting over",1988,-0.8228754529797013,-0.08674968444159861,-0.1890676541200276,-0.7276158433611492
121,3000000,Other,USA,Other,Crime,2835116,Running on Empty,PG-13,9.09.1988 00:00,116,7.7,River Phoenix,11312,Naomi Foner,1988,0,-0.054961333,-10,FALSE,18197,tt0096018,Running on Empty,"The Popes are a family who haven't been able to use their real identity for years. In the late sixties, the parents set a weapons lab afire in an effort to hinder the government's Vietnam war campaign. Ever since then, the Popes have been on the run with the authorities never far behind.",Running on Empty,Drama,en,"vietnam war, hiding, protestors",1988,-1.1188732981444434,0.7660724379056746,1.7007455644586855,-0.7643014458798151
