id,imdb_id,original_title,popularity,title
12185,tt0077663,Heaven Can Wait,5.232475,Heaven Can Wait
29056,tt0057449,The Raven,4.817514,The Raven
26857,tt0053363,The Tingler,2.28087,The Tingler
28501,tt0055304,The Pit and the Pendulum,4.392322,The Pit and the Pendulum
29030,tt0059821,The Tomb of Ligeia,3.631422,The Tomb of Ligeia
25319,tt0058333,The Masque of the Red Death,11.587199,The Masque of the Red Death
29074,tt0056552,Tales of Terror,2.356666,Tales of Terror
24103,tt0091178,Haunted Honeymoon,2.858879,Haunted Honeymoon
10552,tt0088889,Cat's Eye,6.781815,Cat's Eye
9267,tt0066765,And Now for Something Completely Different,9.132013,And Now for Something Completely Different
10766,tt0077394,Damien: Omen II,10.235373,Damien: Omen II
10768,tt0082377,Omen III: The Final Conflict,7.798615,Omen III: The Final Conflict
813,tt0080339,Airplane!,13.063203,Airplane!
2665,tt0083530,Airplane II: The Sequel,7.181664,Airplane II: The Sequel
9406,tt0118604,An American Werewolf in Paris,7.145784,An American Werewolf in Paris
11418,tt0089670,National Lampoon’s European Vacation,11.457485,National Lampoon’s European Vacation
11153,tt0085995,National Lampoon's Vacation,7.747432,National Lampoon's Vacation
14170,tt0095188,Funny Farm,11.303489,Funny Farm
2280,tt0094737,Big,9.562292,Big
11077,tt0100419,Problem Child,5.722116,Problem Child
28597,tt0102719,Problem Child 2,8.142992,Problem Child 2
22611,tt0104740,Little Nemo: Adventures In Slumberland,2.770568,Little Nemo: Adventures In Slumberland
39780,tt0119843,Oscar and Lucinda,1.462571,Oscar and Lucinda
10396,tt0096244,Tequila Sunrise,6.399977,Tequila Sunrise
9944,tt0107798,The Pelican Brief,8.708306,The Pelican Brief
850,tt0085334,A Christmas Story,7.337907,A Christmas Story
10154,tt0130121,Mickey Blue Eyes,6.951414,Mickey Blue Eyes
10342,tt0133046,Teaching Mrs. Tingle,8.345784,Teaching Mrs. Tingle
10366,tt0176269,Universal Soldier: The Return,7.805145,Universal Soldier: The Return
9349,tt0105698,Universal Soldier,8.035769,Universal Soldier
15122,tt0188863,Love Stinks,1.097513,Love Stinks
10494,tt0156887,パーフェクトブルー,6.487495,Perfect Blue
126152,tt0119692,With Friends Like These...,0.056395,With Friends Like These...
22314,tt0160401,In Too Deep,1.615319,In Too Deep
51679,tt0181833,The Source,0.447313,The Source
35813,tt0052602,The Bat,8.819138,The Bat
11037,tt0091278,Iron Eagle,4.33058,Iron Eagle
11955,tt0095382,Iron Eagle II,2.331052,Iron Eagle II
2038,tt0103617,Iron Eagle III,8.48487,Iron Eagle III
28737,tt0113438,Iron Eagle IV,1.286323,Iron Eagle IV
11963,tt0073802,Three Days of the Condor,14.364447,Three Days of the Condor
141489,tt0058175,Hamlet from the Lunt-Fontanne Theatre,0.512134,Hamlet from the Lunt-Fontanne Theatre
53761,tt0010418,Male and Female,1.175646,Male and Female
9096,tt0104839,Medicine Man,7.431005,Medicine Man
91893,tt0010726,"Die Spinnen, 1. Teil - Der Goldene See",0.301984,The Spiders - The Golden Sea
113273,tt0181733,On the Ropes,0.140027,On the Ropes
103793,tt0163185,Rosie,0.100686,Rosie
1911,tt0120657,The 13th Warrior,10.308026,The 13th Warrior
2900,tt0138304,The Astronaut's Wife,14.705865,The Astronaut's Wife
17709,tt0160236,Dudley Do-Right,4.431577,Dudley Do-Right
37718,tt0164108,The Muse,1.533253,The Muse
47144,tt0169145,Bure baruta,0.569218,Cabaret Balkan
104896,tt0160216,A Dog Of Flanders,0.513308,A Dog Of Flanders
30964,tt0144286,The Lost Son,0.504739,The Lost Son
52366,tt0119586,Lucie Aubrac,1.122218,Lucie Aubrac
6373,tt0120747,"Martha – Meet Frank, Daniel and Laurence",1.233052,The Very Thought of You
2162,tt0163579,Chill Factor,3.062626,Chill Factor
14578,tt0125971,Outside Providence,3.10924,Outside Providence
40694,tt0126810,Bedrooms and Hallways,1.016117,Bedrooms and Hallways
4338,tt0125211,I Woke Up Early The Day I Died,0.563637,I Woke Up Early The Day I Died
49184,tt0157183,West Beyrouth,0.219485,West Beyrouth
10307,tt0145531,Stigmata,9.304144,Stigmata
11601,tt0164181,Stir of Echoes,5.875606,Stir of Echoes
18621,tt0133412,Best Laid Plans,4.374187,Best Laid Plans
1075,tt0118843,"Crna mačka, beli mačor",6.261475,"Black Cat, White Cat"
21719,tt0151582,The Minus Man,2.255032,The Minus Man
40879,tt0178988,Whiteboyz,1.483082,Whiteboyz
47951,tt0097050,Koneko monogatari,2.500605,The Adventures of Milo and Otis
43832,tt0031762,Only Angels Have Wings,2.611512,Only Angels Have Wings
47697,tt0045251,Othello,2.698585,Othello
49792,tt0102741,Queens Logic,6.24172,Queens Logic
77064,tt0107895,Public Access,1.292256,Public Access
26522,tt0088146,A Soldier's Story,12.019262,A Soldier's Story
23761,tt0076150,Alice Sweet Alice,3.274172,Alice Sweet Alice
24097,tt0069994,Don't Look in the Basement,0.689278,Don't Look in the Basement
42114,tt0086014,Nightmares,3.861469,Nightmares
28295,tt0059297,I Saw What You Did,1.88974,I Saw What You Did
12105,tt0063823,Yellow Submarine,14.950187,Yellow Submarine
14,tt0169547,American Beauty,20.726578,American Beauty
24128,tt0088178,Stop Making Sense,2.359569,Stop Making Sense
11001,tt0181316,Blue Streak,6.229424,Blue Streak
10390,tt0126916,For Love of the Game,4.950061,For Love of the Game
9453,tt0080491,Caligola,11.157288,Caligula
704,tt0058182,A Hard Day's Night,5.719266,A Hard Day's Night
35122,tt0127296,Splendor,3.508075,Splendor
142132,tt0173390,Sugar Town,0.20833,Sugar Town
24153,tt0077280,The Buddy Holly Story,2.017413,The Buddy Holly Story
11797,tt0089175,Fright Night,7.472509,Fright Night
18086,tt0097390,Fright Night Part 2,5.777858,Fright Night Part 2
124475,tt0111342,La séparation,0.533479,La séparation
17887,tt0061385,Barefoot in the Park,8.380744,Barefoot in the Park
10669,tt0068473,Deliverance,8.476681,Deliverance
11527,tt0082348,Excalibur,8.800455,Excalibur
42848,tt0125879,Lulu on the Bridge,1.415493,Lulu on the Bridge
40867,tt0050814,The Pajama Game,0.681871,The Pajama Game
1049,tt0108185,Sommersby,4.359884,Sommersby
28032,tt0111419,Thumbelina,13.856199,Thumbelina
11326,tt0073812,Tommy,6.335814,Tommy
28377,tt0082511,Hell Night,3.682167,Hell Night
10975,tt0099558,飛鷹計劃,12.276235,Armour of God II: Operation Condor
10974,tt0091431,龍兄虎弟,7.278549,Armour of God
10398,tt0150377,Double Jeopardy,10.876463,Double Jeopardy
2290,tt0120716,Jakob the Liar,9.217935,Jakob the Liar
24071,tt0140397,Mumford,8.102656,Mumford
62994,tt0129884,Dog Park,0.437857,Dog Park
60994,tt0160338,Guinevere,4.004968,Guinevere
16112,tt0159421,The Adventures of Elmo in Grouchland,2.86282,The Adventures of Elmo in Grouchland
32305,tt0168172,Simon Sez,3.106424,Simon Sez
14429,tt0164114,Drive Me Crazy,4.606395,Drive Me Crazy
15198,tt0134618,"Mystery, Alaska",4.512767,"Mystery, Alaska"
6415,tt0120188,Three Kings,12.287636,Three Kings
24066,tt0162360,"Happy, Texas",2.939685,"Happy, Texas"
21430,tt0133122,New Rose Hotel,10.255215,New Rose Hotel
10381,tt0134033,Plunkett & MacLeane,10.285949,Plunkett & MacLeane
171982,tt2378428,Romance,0.052377,Romance
42486,tt0068990,Napoleon and Samantha,0.832361,Napoleon and Samantha
60285,tt0060095,Alvarez Kelly,1.49303,Alvarez Kelly
5622,tt0087188,E la nave va,1.715072,And the Ship Sails On
10349,tt0106664,The Dark Half,13.412785,The Dark Half
42518,tt0031397,Gulliver's Travels,2.059715,Gulliver's Travels
29787,tt0095652,Monkey Shines,8.120652,Monkey Shines
9638,tt0079714,Phantasm,6.609336,Phantasm
10576,tt0086154,Psycho II,6.370495,Psycho II
12662,tt0091799,Psycho III,6.345885,Psycho III
61369,tt0023369,Rain,0.577818,Rain
11712,tt0056443,椿三十郎,11.293611,Sanjuro
12618,tt0156934,Random Hearts,4.140398,Random Hearts
13824,tt0167427,Superstar,4.155147,Superstar
226,tt0171804,Boys Don't Cry,6.536006,Boys Don't Cry
288772,tt0150574,"Five Wives, Three Secretaries and Me",0.001648,"Five Wives, Three Secretaries and Me"
55107,tt0168740,L'ennui,1.535323,L'ennui
69851,tt0176415,El abuelo,0.81126,The Grandfather
10388,tt0165854,The Limey,7.807741,The Limey
17198,tt0165874,The Mating Habits of the Earthbound Human,6.571586,The Mating Habits of the Earthbound Human
44857,tt0143746,Molly,7.697,Molly
9346,tt0086200,Risky Business,6.505209,Risky Business
861,tt0100802,Total Recall,12.954444,Total Recall
14412,tt0082089,Body Heat,5.991482,Body Heat
9377,tt0091042,Ferris Bueller's Day Off,12.724645,Ferris Bueller's Day Off
11541,tt0086617,The Year of Living Dangerously,13.293569,The Year of Living Dangerously
2457,tt0037674,Les Enfants du Paradis,5.353954,Children of Paradise
11901,tt0068699,High Plains Drifter,9.91087,High Plains Drifter
4929,tt0061747,Hang 'em High,7.266576,Hang 'em High
85325,tt0076123,Citizen's Band,1.799462,Citizen's Band
11230,tt0080179,醉拳,7.404755,Drunken Master
8416,tt0065571,Il conformista,9.931025,The Conformist
11054,tt0095270,Hairspray,6.453409,Hairspray
851,tt0037558,Brief Encounter,5.408818,Brief Encounter
24453,tt0087980,The Razor's Edge,1.697455,The Razor's Edge
18254,tt0082979,Reds,5.463216,Reds
56235,tt0176093,Return with Honor,0.15025,Return with Honor
20123,tt0097223,Dom za vešanje,5.443964,Time of the Gypsies
16642,tt0077405,Days of Heaven,7.380825,Days of Heaven
2593,tt0057058,Le Feu Follet,2.441347,The Fire Within
42020,tt0090636,El amor brujo,0.185772,El Amor Brujo
3086,tt0033804,The Lady Eve,8.35844,The Lady Eve
16305,tt0034240,Sullivan's Travels,8.64244,Sullivan's Travels
32255,tt0035169,The Palm Beach Story,3.926841,The Palm Beach Story
48797,tt0091214,Hombre mirando al sudeste,1.011919,Man Facing Southeast
19997,tt0046126,Niagara,14.605464,Niagara
3767,tt0038559,Gilda,4.562074,Gilda
17352,tt0052225,South Pacific,2.747118,South Pacific
535,tt0085549,Flashdance,9.888958,Flashdance
2731,tt0104507,Indochine,10.762325,Indochine
1654,tt0061578,The Dirty Dozen,15.640007,The Dirty Dozen
31043,tt0087722,Mike's Murder,0.855695,Mike's Murder
14831,tt0059260,Help!,10.045007,Help!
658,tt0058150,Goldfinger,13.78884,Goldfinger
657,tt0057076,From Russia with Love,12.536729,From Russia with Love
646,tt0055928,Dr. No,19.931606,Dr. No
5689,tt0080453,The Blue Lagoon,11.578578,The Blue Lagoon
391,tt0058461,Per un pugno di dollari,12.429704,A Fistful of Dollars
8052,tt0119256,Hard Eight,7.04756,Hard Eight
772,tt0104431,Home Alone 2: Lost in New York,13.293722,Home Alone 2: Lost in New York
65448,tt0079709,Penitentiary,0.232477,Penitentiary
65452,tt0084485,Penitentiary II,0.004425,Penitentiary II
31650,tt0094008,Someone to Watch Over Me,3.50111,Someone to Watch Over Me
73575,tt0017423,Sparrows,0.445526,Sparrows
302579,tt0133117,Naturally Native,0.101618,Naturally Native
550,tt0137523,Fight Club,63.869599,Fight Club
97537,tt0187712,Beefcake,0.653879,Beefcake
12220,tt0160916,The Story of Us,5.769957,The Story of Us
1610,tt0119114,Fever Pitch,6.906939,Fever Pitch
53151,tt0160672,Joe the King,1.487046,Joe the King
42881,tt0192194,Julien Donkey-Boy,1.34763,Julien Donkey-Boy
29064,tt0203408,The Omega Code,1.789046,The Omega Code
404,tt0166896,The Straight Story,14.580995,The Straight Story
42196,tt0048977,The Bad Seed,7.975238,The Bad Seed
36819,tt0081633,Time Bandits,9.841623,Time Bandits
42726,tt0061138,Un Homme et une femme,2.924112,A Man and a Woman
9343,tt0083946,Fitzcarraldo,4.760938,Fitzcarraldo
16858,tt0078754,All That Jazz,5.632325,All That Jazz
42006,tt0093206,Hong gao liang,2.045228,Red Sorghum
11562,tt0097123,Crimes and Misdemeanors,6.645295,Crimes and Misdemeanors
10496,tt0200469,Bats,2.584025,Bats
16162,tt0168501,The Best Man,5.055141,The Best Man
8649,tt0163988,Bringing Out the Dead,8.825864,Bringing Out the Dead
31306,tt0142201,Crazy in Alabama,7.250842,Crazy in Alabama
10563,tt0144640,Three to Tango,5.594358,Three to Tango
14484,tt0172627,Body Shots,4.607583,Body Shots
214735,tt0148462,Men Cry Bullets,0.920469,Men Cry Bullets
94857,tt0072742,Brother Can You Spare A Dime,0.037413,Brother Can You Spare A Dime
32043,tt0099710,The Guardian,7.444848,The Guardian
15247,tt0059319,The Ipcress File,7.336578,The Ipcress File
29251,tt0067527,On Any Sunday,0.934156,On Any Sunday
5548,tt0093870,RoboCop,13.485583,RoboCop
5549,tt0100502,RoboCop 2,10.969876,RoboCop 2
856,tt0096438,Who Framed Roger Rabbit,16.78596,Who Framed Roger Rabbit
38772,tt0081150,Melvin and Howard,6.737435,Melvin and Howard
699,tt0082398,For Your Eyes Only,9.765123,For Your Eyes Only
709,tt0097742,Licence to Kill,11.137888,Licence to Kill
253,tt0070328,Live and Let Die,9.773768,Live and Let Die
13511,tt0091829,Rawhead Rex,3.497943,Rawhead Rex
660,tt0059800,Thunderball,10.517835,Thunderball
46798,tt0168589,La ciudad,0.467303,The City
11377,tt0185371,House on Haunted Hill,10.187278,House on Haunted Hill
26149,tt0166943,Music of the Heart,3.104943,Music of the Heart
492,tt0120601,Being John Malkovich,11.416319,Being John Malkovich
108346,tt0144178,Dreaming of Joseph Lees,1.241349,Dreaming of Joseph Lees
98480,tt0138537,Man Of The Century,0.007829,Man Of The Century
128,tt0119698,もののけ姫,17.166725,Princess Mononoke
46286,tt0157075,The Suburbans,1.73986,The Suburbans
8672,tt0200849,Mein liebster Feind,1.807445,My Best Fiend
8056,tt0170705,Train de vie,3.040512,Train of Life
2020,tt0120596,The Bachelor,5.061725,The Bachelor
9481,tt0145681,The Bone Collector,8.884406,The Bone Collector
9008,tt0140352,The Insider,11.3569,The Insider
14242,tt0181288,American Movie,5.964323,American Movie
16129,tt0156729,Last Night,5.466969,Last Night
104103,tt0117365,Portraits Chinois,0.127894,Portraits Chinois
11489,tt0200071,Rosetta,2.730118,Rosetta
28145,tt0065088,"They Shoot Horses, Don't They?",4.904915,"They Shoot Horses, Don't They?"
51371,tt0016630,Battling Butler,1.09569,Battling Butler
18111,tt0099180,Bride of Re-Animator,8.244989,Bride of Re-Animator
31361,tt0082121,Bustin' Loose,1.527771,Bustin' Loose
11223,tt0077355,Coma,5.617866,Coma
16281,tt0083767,Creepshow,10.434018,Creepshow
16288,tt0092796,Creepshow 2,9.330087,Creepshow 2
1694,tt0089885,Re-Animator,9.867238,Re-Animator
476,tt0097240,Drugstore Cowboy,8.026112,Drugstore Cowboy
37094,tt0106856,Falling Down,10.175138,Falling Down
13555,tt0082427,The Funhouse,3.99005,The Funhouse
961,tt0017925,The General,8.002953,The General
73969,tt0018183,My Best Girl,0.205671,My Best Girl
24831,tt0078087,Piranha,16.038604,Piranha
64963,tt0062218,Rough Night in Jericho,1.078688,Rough Night in Jericho
85160,tt0093990,Slaughterhouse,1.5568,Slaughterhouse
25560,tt0061407,The Taming of the Shrew,2.786435,The Taming of the Shrew
21610,tt0082817,Nighthawks,5.830675,Nighthawks
11878,tt0055630,用心棒,10.313688,Yojimbo
11510,tt0100475,Repossessed,11.966566,Repossessed
11234,tt0067525,The Omega Man,6.445639,The Omega Man
957,tt0094012,Spaceballs,9.10373,Spaceballs
11886,tt0070608,Robin Hood,11.179855,Robin Hood
37853,tt0048380,Mister Roberts,2.593458,Mister Roberts
62204,tt0082484,La Guerre du feu,8.341166,Quest for Fire
11040,tt0065988,Little Big Man,8.186994,Little Big Man
21849,tt0050371,A Face in the Crowd,6.656685,A Face in the Crowd
1621,tt0086465,Trading Places,14.285052,Trading Places
14035,tt0079540,Meatballs,6.613063,Meatballs
40771,tt0087700,Meatballs Part II,1.475532,Meatballs Part II
40772,tt0093516,Meatballs III: Summer Job,1.667607,Meatballs III: Summer Job
40773,tt0104837,Meatballs 4,0.921189,Meatballs 4
11498,tt0101669,Dead Again,9.696201,Dead Again
11790,tt0105130,Peter's Friends,2.540085,Peter's Friends
29371,tt0113416,The Incredibly True Adventure of Two Girls In Love,2.149553,The Incredibly True Adventure of Two Girls In Love
276635,tt0083911,Experience Preferred...But Not Essential,0.122181,Experience Preferred...But Not Essential
47941,tt0083254,Under the Rainbow,0.69162,Under the Rainbow
29048,tt0061789,How I Won the War,1.494833,How I Won the War
19052,tt0172726,Light It Up,1.252804,Light It Up
21349,tt0149691,Anywhere But Here,12.593734,Anywhere But Here
1832,tt0120655,Dogma,8.559088,Dogma
10047,tt0151137,Joan of Arc,9.471838,The Messenger: The Story of Joan of Arc
10228,tt0190641,劇場版ポケットモンスター ミュウツーの逆襲,7.556826,Pokémon: The First Movie: Mewtwo Strikes Back
47692,tt0165773,Felicia's Journey,1.850056,Felicia's Journey
18561,tt0160620,Oxygen,8.343079,Oxygen
144953,tt0118150,Where's Marlowe?,1.193384,Where's Marlowe?
37426,tt0032215,The Ape,0.691803,The Ape
51787,tt0032283,British Intelligence,0.233318,British Intelligence
11663,tt0101605,The Commitments,7.442056,The Commitments
13485,tt0034862,Holiday Inn,8.258968,Holiday Inn
9289,tt0056197,The Longest Day,10.770928,The Longest Day
9264,tt0105156,Poison Ivy,6.901684,Poison Ivy
18222,tt0119908,Poison Ivy: The New Seduction,6.146452,Poison Ivy: The New Seduction
124853,tt0114008,Ten Benny,0.064219,Ten Benny
11165,tt0066473,Tora! Tora! Tora!,7.262326,Tora! Tora! Tora!
4203,tt0095675,Mujeres al borde de un ataque de nervios,5.470331,Women on the Verge of a Nervous Breakdown
24226,tt0084855,The Verdict,9.596883,The Verdict
88875,tt0068528,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,0.473593,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
11379,tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,7.778445,The Adventures of Buckaroo Banzai Across the 8th Dimension
29154,tt0094027,Stand and Deliver,5.355761,Stand and Deliver
2039,tt0093565,Moonstruck,12.877291,Moonstruck
77915,tt0059674,The Sandpiper,1.198796,The Sandpiper
11943,tt0068762,Jeremiah Johnson,4.711031,Jeremiah Johnson
11481,tt0059646,Repulsion,6.825852,Repulsion
2690,tt0057187,Irma la Douce,5.967967,Irma la Douce
20565,tt0164312,42 Up,0.697268,42 Up
27141,tt0165859,Liberty Heights,2.64721,Liberty Heights
10399,tt0178737,Mansfield Park,6.646005,Mansfield Park
90762,tt0179196,Zbogum na dvaesetiot vek,0.352075,"Goodbye, 20th Century"
2668,tt0162661,Sleepy Hollow,11.072361,Sleepy Hollow
36643,tt0143145,The World Is Not Enough,12.130127,The World Is Not Enough
99,tt0185125,Todo sobre mi madre,10.000915,All About My Mother
159569,tt0144969,Home Page,0.001183,Home Page
77010,tt0084357,La morte vivante,1.605782,The Living Dead Girl
25898,tt0024852,Babes in Toyland,7.768271,Babes in Toyland
9647,tt0096061,Scrooged,11.465634,Scrooged
11787,tt0042546,Harvey,5.306185,Harvey
5156,tt0040522,Ladri di biciclette,13.233136,Bicycle Thieves
24276,tt0093509,Matewan,3.350126,Matewan
11953,tt0080979,影武者,6.206807,Kagemusha
44662,tt0055850,忠臣蔵 花の巻・雪の巻,5.127806,47 Samurai
29005,tt0067411,McCabe & Mrs. Miller,5.442081,McCabe & Mrs. Miller
26371,tt0093512,Maurice,5.778465,Maurice
596,tt0032551,The Grapes of Wrath,9.668636,The Grapes of Wrath
52470,tt0050738,My Man Godfrey,0.193758,My Man Godfrey
20334,tt0033045,The Shop Around the Corner,7.144236,The Shop Around the Corner
11393,tt0087781,The Natural,12.319855,The Natural
31121,tt0073692,Shampoo,3.796195,Shampoo
293,tt0105265,A River Runs Through It,12.583826,A River Runs Through It
10998,tt0093010,Fatal Attraction,14.260779,Fatal Attraction
12235,tt0089360,Jagged Edge,3.892311,Jagged Edge
36094,tt0100680,Stanley & Iris,1.914881,Stanley & Iris
9013,tt0095631,Midnight Run,5.564321,Midnight Run
11005,tt0099077,Awakenings,13.201595,Awakenings
59820,tt0099291,Come See the Paradise,6.408322,Come See the Paradise
2924,tt0101393,Backdraft,9.883727,Backdraft
177,tt0101889,The Fisher King,11.184385,The Fisher King
38557,tt0088007,The River,6.303384,The River
42087,tt0087091,Country,0.84372,Country
13681,tt0087921,Places in the Heart,3.712567,Places in the Heart
34760,tt0090556,"'night, Mother",0.798428,"'night, Mother"
9946,tt0146675,End of Days,9.62371,End of Days
863,tt0120363,Toy Story 2,17.547693,Toy Story 2
31582,tt0155711,Flawless,8.608461,Flawless
125520,tt0189744,Miss Julie,0.994953,Miss Julie
22267,tt0134154,Ride with the Devil,7.059308,Ride with the Devil
55123,tt0161023,Tumbleweeds,0.88888,Tumbleweeds
5486,tt0067656,Reazione a catena,4.725878,A Bay of Blood
10411,tt0104114,The Distinguished Gentleman,9.64078,The Distinguished Gentleman
41462,tt0045877,The Hitch-Hiker,2.211742,The Hitch-Hiker
1718,tt0033021,Santa Fe Trail,1.548028,Santa Fe Trail
28604,tt0097717,Lauderdale,1.5338,Lauderdale
15506,tt0160509,Agnes Browne,6.485631,Agnes Browne
20024,tt0172396,The End of the Affair,6.200344,The End of the Affair
78256,tt0048034,The End of the Affair,0.402828,The End of the Affair
13787,tt0144715,Holy Smoke,3.176804,Holy Smoke!
54933,tt0160513,A Map of the World,1.588189,A Map of the World
9684,tt0158371,Sweet and Lowdown,6.836569,Sweet and Lowdown
9586,tt0099165,The Bonfire of the Vanities,5.507082,The Bonfire of the Vanities
41638,tt0118780,Broadway Damage,0.051128,Broadway Damage
70801,tt0010040,Daddy-Long-Legs,0.346438,Daddy-Long-Legs
33015,tt0015863,Go West,1.014248,Go West
777,tt0028950,La Grande Illusion,6.02384,Grand Illusion
21887,tt0079239,The Great Santini,3.919041,The Great Santini
5652,tt0050558,The James Dean Story,0.505885,The James Dean Story
19664,tt0081470,The Sea Wolves,3.244148,The Sea Wolves
32331,tt0096171,Stealing Home,7.168975,Stealing Home
76083,tt0024645,Tarzan the Fearless,0.756556,Tarzan the Fearless
32628,tt0014538,Three Ages,1.539713,Three Ages
32669,tt0100828,The Two Jakes,4.476578,The Two Jakes
18161,tt0096328,U2: Rattle and Hum,2.143483,U2: Rattle and Hum
31681,tt0063056,Hell in the Pacific,2.664145,Hell in the Pacific
33666,tt0060463,The Glass Bottom Boat,0.942977,The Glass Bottom Boat
32274,tt0150216,Cradle Will Rock,6.481649,Cradle Will Rock
10402,tt0205000,Deuce Bigalow: Male Gigolo,6.567794,Deuce Bigalow: Male Gigolo
497,tt0120689,The Green Mile,19.96678,The Green Mile
1715,tt0124315,The Cider House Rules,9.526781,The Cider House Rules
35118,tt0167423,Diamonds,1.652447,Diamonds
42739,tt0141974,The War Zone,3.46626,The War Zone
26162,tt0020668,The Bat Whispers,0.670708,The Bat Whispers
25188,tt0067328,The Last Picture Show,5.961382,The Last Picture Show
15515,tt0051337,The 7th Voyage of Sinbad,11.118379,The 7th Voyage of Sinbad
75888,tt0037547,Blood on the Sun,1.130503,Blood on the Sun
1439,tt0166485,Anna and the King,17.65016,Anna and the King
2277,tt0182789,Bicentennial Man,9.369918,Bicentennial Man
10137,tt0164912,Stuart Little,8.3595,Stuart Little
10387,tt0162866,荊軻刺秦王,1.531997,The Emperor and the Assassin
49948,tt0120910,Fantasia 2000,14.972573,Fantasia 2000
334,tt0175880,Magnolia,9.091636,Magnolia
30237,tt0119079,Onegin,7.171138,Onegin
50116,tt0174204,Simpatico,3.143748,Simpatico
46435,tt0151568,Topsy-Turvy,5.902126,Topsy-Turvy
94260,tt0064006,The Alley Cats,0.083996,The Alley Cats
22213,tt0106455,Boiling Point,2.124785,Boiling Point
47070,tt0096978,Brenda Starr,6.561712,Brenda Starr
36492,tt0066892,Carnal Knowledge,2.837238,Carnal Knowledge
624,tt0064276,Easy Rider,8.635841,Easy Rider
26578,tt0087231,The Falcon and the Snowman,4.690847,The Falcon and the Snowman
415072,tt0032590,Hi-Yo Silver,0.001438,Hi-Yo Silver
43103,tt0053226,Room at the Top,1.876199,Room at the Top
43194,tt0047630,Ulisse,1.993626,Ulysses
9563,tt0146838,Any Given Sunday,10.571434,Any Given Sunday
1850,tt0125664,Man on the Moon,13.217419,Man on the Moon
926,tt0177789,Galaxy Quest,15.831374,Galaxy Quest
1213,tt0134119,The Talented Mr. Ripley,11.65502,The Talented Mr. Ripley
10471,tt0195945,Next Friday,10.06545,Next Friday
10400,tt0174856,The Hurricane,5.716009,The Hurricane
10397,tt0145653,Angela's Ashes,4.496585,Angela's Ashes
20761,tt0196857,Play It to the Bone,4.347609,Play It to the Bone
12524,tt0120866,Titus,7.295333,Titus
28216,tt0192335,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1.157478,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
36773,tt0174268,The Third Miracle,2.269601,The Third Miracle
30814,tt0119699,Montana,1.174927,Montana
10219,tt0120834,Snow Falling on Cedars,2.813811,Snow Falling on Cedars
3558,tt0172493,"Girl, Interrupted",8.285062,"Girl, Interrupted"
104878,tt0169333,Trans,0.042209,Trans
41276,tt0208261,The Life and Times of Hank Greenberg,0.136087,The Life and Times of Hank Greenberg
17908,tt0156812,My Dog Skip,7.061185,My Dog Skip
10384,tt0134983,Supernova,5.496624,Supernova
125317,tt0169156,The Quarry,0.203067,The Quarry
48233,tt0169302,Theeviravaathi: The Terrorist,0.154526,The Terrorist
10236,tt0070903,The Way We Were,13.377996,The Way We Were
71067,tt0013662,Tess of the Storm Country,0.126258,Tess of the Storm Country
632,tt0046359,Stalag 17,9.47371,Stalag 17
11851,tt0095897,The Presidio,3.768935,The Presidio
5924,tt0070511,Papillon,15.698433,Papillon
33734,tt0050815,Pal Joey,2.774084,Pal Joey
14886,tt0070290,The Last Detail,4.344612,The Last Detail
26617,tt0065724,Five Easy Pieces,9.721297,Five Easy Pieces
11900,tt0065436,Auch Zwerge haben klein angefangen,0.854963,Even Dwarfs Started Small
10493,tt0097162,Dead Calm,13.464246,Dead Calm
16241,tt0077269,The Boys from Brazil,5.923299,The Boys from Brazil
27632,tt0054067,La maschera del demonio,4.683413,Black Sunday
22160,tt0086859,Against All Odds,3.027195,Against All Odds
4460,tt0045162,The Snows of Kilimanjaro,1.799027,The Snows of Kilimanjaro
9644,tt0107659,National Lampoon's Loaded Weapon 1,11.511683,National Lampoon's Loaded Weapon 1
43455,tt0040552,The Loves of Carmen,0.366948,The Loves of Carmen
13342,tt0083929,Fast Times at Ridgemont High,14.658885,Fast Times at Ridgemont High
35119,tt0094924,A Cry in the Dark,3.970538,A Cry in the Dark
21256,tt0066856,Born to Win,2.554758,Born to Win
14919,tt0106364,Batman: Mask of the Phantasm,7.29114,Batman: Mask of the Phantasm
14040,tt0088707,American Flyers,5.50751,American Flyers
75641,tt0075406,Voyage of the Damned,1.12301,Voyage of the Damned
17343,tt0066380,Vampyros Lesbos,3.047838,Vampyros Lesbos
22692,tt0029606,A Star Is Born,2.537508,A Star Is Born
47620,tt0102687,Poison,1.924535,Poison
2990,tt0100318,Pacific Heights,4.817146,Pacific Heights
38775,tt0055230,Night Tide,0.91597,Night Tide
10831,tt0083851,The Draughtsman's Contract,2.444637,The Draughtsman's Contract
21193,tt0087034,Carmen,1.490737,Carmen
33078,tt0090366,A Zed & Two Noughts,3.464385,A Zed & Two Noughts
16672,tt0058625,砂の女,9.768832,Woman in the Dunes
10472,tt0186975,Down to You,3.847088,Down to You
123277,tt0197544,Hellhounds on My Trail: The Afterlife of Robert Johnson,0.008917,Hellhounds on My Trail: The Afterlife of Robert Johnson
