budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket
1000000,18119640,Chernobyl Diaries,25.05.2012 00:00,86,5,55671,2012,1,17.11964,1710
1800000,12795746,Beasts of the Southern Wild,14.02.2013 00:00,93,7.3,73864,2012,1,6.108747778,610
22000000,49008662,Diary of a Wimpy Kid: Dog Days,3.08.2012 00:00,94,6.3,17568,2012,1,1.227666455,120
12000000,1744,The Samaritan,20.04.2012 00:00,90,5.6,8339,2012,0,-0.999854667,-100
2000000,5132442,The Company You Keep,26.04.2013 00:00,125,6.4,27858,2012,1,1.566221,160
20500000,743636,Cosmópolis,3.05.2013 00:00,109,5,39663,2012,0,-0.963725073,-100
2000000,13746550,Hit and Run,22.08.2012 00:00,100,6.1,30897,2012,1,5.873275,590
58000000,49876377,Red Tails,20.01.2012 00:00,100,5.9,30097,2012,0,-0.140062466,-10
15000000,3301046,Stand Up Guys,1.02.2013 00:00,100,6.5,47799,2012,0,-0.779930267,-80
35000000,13101142,Playing for Keeps,7.12.2012 00:00,105,5.7,25725,2012,0,-0.625681657,-60
20000000,6002756,Chasing Mavericks,26.10.2012 00:00,100,7.2,27057,2012,0,-0.6998622,-70
2500000,3325638,Robot & Frank,19.09.2012 00:00,89,7.1,55671,2012,1,0.3302552,30
40000000,20113965,Big Miracle,3.02.2012 00:00,107,6.5,16132,2012,0,-0.497150875,-50
15000000,7597898,Promised Land,4.01.2013 00:00,100,6.6,32248,2012,0,-0.493473467,-50
2900000,72140,No One Lives,10.05.2013 00:00,86,6,14844,2012,0,-0.975124138,-100
14000000,9402410,Fun Size,26.10.2012 00:00,86,5.4,12027,2012,0,-0.328399286,-30
5000000,53921300,Paranormal Activity 4,19.10.2012 00:00,88,4.6,54344,2012,1,9.78426,980
55000000,31051126,The Pirates! Band of Misfits,27.04.2012 00:00,88,6.7,38842,2012,0,-0.435434073,-40
30000000,63536011,Hope Springs,8.08.2012 00:00,100,6.3,36501,2012,1,1.117867033,110
750000,53261944,The Devil Inside,6.01.2012 00:00,83,4.2,31857,2012,1,70.01592533,7000
6000000,1065000,What Maisie Knew,3.05.2013 00:00,93,7.5,23509,2012,0,-0.8225,-80
25000000,77267296,Parental Guidance,25.12.2012 00:00,105,6.1,22401,2012,1,2.09069184,210
850000,1243961,"For a Good Time, Call...",2.11.2012 00:00,88,6,14242,2012,1,0.463483529,50
11000000,18390117,Quartet,1.03.2013 00:00,94,6.8,16807,2012,1,0.671828818,70
40000000,37134215,The Guilt Trip,19.12.2012 00:00,95,5.8,32039,2012,0,-0.071644625,-10
11500000,5460,Universal Soldier: Day of Reckoning,25.10.2012 00:00,114,5,17118,2012,0,-0.999525217,-100
40000000,18438149,A Thousand Words,9.03.2012 00:00,91,5.9,33384,2012,0,-0.539046275,-50
6000000,5895238,Casa de mi Padre,11.05.2012 00:00,100,5.5,18126,2012,0,-0.017460333,0
25000000,30920167,Joyful Noise,13.01.2012 00:00,100,5.7,7044,2012,1,0.23680668,20
16000000,2964,Vamps,2.11.2012 00:00,92,5.1,8112,2012,0,-0.99981475,-100
500000,375981,Smashed,14.12.2012 00:00,81,6.8,14537,2012,0,-0.248038,-20
17000000,4930798,The Apparition,24.08.2012 00:00,83,4.1,17172,2012,0,-0.709953059,-70
26350000,20998,Lay the Favorite,22.06.2012 00:00,94,4.8,9388,2012,0,-0.999203112,-100
20000000,65653242,Madea's Witness Protection,29.06.2012 00:00,100,4.9,7957,2012,1,2.2826621,229
6400000,8973,[REC] 3: Genesis,13.04.2012 00:00,80,5,28103,2012,0,-0.998597969,-100
7395080,2706375,Talaash,30.11.2012 00:00,140,7.3,32323,2012,0,-0.634030328,-60
3000000,2034,ATM,2.03.2012 00:00,90,4.7,20140,2012,0,-0.999322,-100
20000000,607327,Not Fade Away,19.07.2013 00:00,100,6,3860,2012,0,-0.96963365,-100
3000000,200803,Tim and Eric's Billion Dollar Movie,27.01.2012 00:00,93,5.3,8478,2012,0,-0.933065667,-90
2000000,40179,Aftershock,12.06.2014 00:00,89,4.8,9333,2012,0,-0.9799105,-100
7980000,1027121,Cocktail,13.07.2012 00:00,146,6.2,10931,2012,0,-0.871288095,-90
100000000,116900694,The Wolf of Wall Street,25.12.2013 00:00,180,8.2,895552,2013,1,0.16900694,20
20000000,137400141,The Conjuring,19.07.2013 00:00,112,7.5,342870,2013,1,5.87000705,590
46000000,61002302,Prisoners,20.09.2013 00:00,153,8.1,449489,2013,1,0.326137,30
150000000,400738009,Frozen,27.11.2013 00:00,102,7.5,464149,2013,1,1.671586727,170
75000000,117723989,Now You See Me,31.05.2013 00:00,115,7.3,505432,2013,1,0.569653187,60
20000000,71628180,Mamá,18.01.2013 00:00,100,6.2,146508,2013,1,2.581409,260
23000000,25568251,Her,10.01.2014 00:00,126,8,404796,2013,1,0.111663087,10
225000000,291045518,Man of Steel,14.06.2013 00:00,143,7.1,590734,2013,1,0.293535636,30
37000000,150394119,We're the Millers,7.08.2013 00:00,110,7,342500,2013,1,3.064705919,310
105000000,144840419,El gran Gatsby,10.05.2013 00:00,143,7.3,394723,2013,1,0.379432562,40
190000000,101802906,Pacific Rim,12.07.2013 00:00,131,7,407588,2013,0,-0.464195232,-50
130000000,424668047,The Hunger Games: Catching Fire,22.11.2013 00:00,146,7.6,535963,2013,1,2.266677285,229
40000000,150117807,American Hustle,20.12.2013 00:00,138,7.3,386428,2013,1,2.752945175,280
100000000,274092705,Gravity,4.10.2013 00:00,91,7.8,638007,2013,1,1.74092705,170
20000000,56671993,12 Years a Slave,8.11.2013 00:00,134,8.1,503763,2013,1,1.83359965,180
190000000,228778661,Star Trek Into Darkness,16.05.2013 00:00,132,7.8,423966,2013,1,0.204098216,20
200000000,409013994,Iron Man 3,3.05.2013 00:00,130,7.2,605330,2013,1,1.04506997,100
70000000,98925640,Olympus Has Fallen,22.03.2013 00:00,119,6.5,218879,2013,1,0.413223429,40
120000000,89021735,Oblivion,19.04.2013 00:00,124,7,418811,2013,0,-0.258152208,-30
5000000,27298285,Dallas Buyers Club,22.11.2013 00:00,117,8,362192,2013,1,4.459657,450
12000000,15322921,About Time,8.11.2013 00:00,123,7.8,228554,2013,1,0.276910083,30
190000000,202359711,World War Z,21.06.2013 00:00,116,7,507319,2013,1,0.065051111,10
60000000,46000903,Gangster Squad,11.01.2013 00:00,113,6.7,184266,2013,0,-0.233318283,-20
40000000,125095601,Lone Survivor,10.01.2014 00:00,121,7.5,224829,2013,1,2.127390025,210
30000000,35266619,Carrie,18.10.2013 00:00,100,5.9,115826,2013,1,0.175553967,20
170000000,206362140,Thor: The Dark World,8.11.2013 00:00,112,7,456007,2013,1,0.213894941,20
38000000,26947624,Rush,27.09.2013 00:00,123,8.1,349811,2013,0,-0.290852,-30
32000000,101470202,This Is the End,12.06.2013 00:00,107,6.6,334845,2013,1,2.170943813,220
39200000,4563650,El expreso del miedo,11.07.2014 00:00,126,7,207368,2013,0,-0.883580357,-90
3000000,64473115,La noche de la expiación,7.06.2013 00:00,85,5.7,159252,2013,1,20.49103833,2050
160000000,238679850,Fast & Furious 6,24.05.2013 00:00,130,7.1,324918,2013,1,0.491749063,50
6000000,7192291,The Green Inferno,25.09.2015 00:00,100,5.3,28341,2013,1,0.198715167,20
80000000,133668525,Grown Ups 2,12.07.2013 00:00,101,5.4,117428,2013,1,0.670856563,70
28000000,28795985,Kick-Ass 2,16.08.2013 00:00,103,6.6,219877,2013,1,0.028428036,0
225000000,258366855,The Hobbit: The Desolation of Smaug,13.12.2013 00:00,161,7.9,524571,2013,1,0.148297133,10
60000000,19452138,Beautiful Creatures,14.02.2013 00:00,124,6.2,73570,2013,0,-0.6757977,-70
25000000,16973715,The Counsellor,25.10.2013 00:00,117,5.3,86494,2013,0,-0.3210514,-30
17000000,54239856,Evil Dead,5.04.2013 00:00,91,6.5,135944,2013,1,2.190579765,220
90000000,58236838,The Secret Life of Walter Mitty,25.12.2013 00:00,114,7.3,255109,2013,0,-0.352924022,-40
115000000,93050117,Elysium,9.08.2013 00:00,109,6.6,366674,2013,0,-0.190868548,-20
20000000,26004851,The World's End,23.08.2013 00:00,109,7,207634,2013,1,0.30024255,30
43000000,159582188,The Heat,28.06.2013 00:00,117,6.6,142704,2013,1,2.711213674,270
30000000,36918811,The Family,13.09.2013 00:00,111,6.3,95229,2013,1,0.230627033,20
13300000,2605039,Under the Skin,14.03.2014 00:00,108,6.3,98496,2013,0,-0.804132406,-80
76000000,368061265,Despicable Me 2,3.07.2013 00:00,98,7.4,314045,2013,1,3.842911382,380
3000000,24477704,Don Jon,27.09.2013 00:00,90,6.6,203473,2013,1,7.159234667,720
60000000,31165421,The Mortal Instruments: City of Bones,21.08.2013 00:00,130,5.9,114481,2013,0,-0.480576317,-50
30000000,2162593,Old Boy,27.11.2013 00:00,104,5.8,56204,2013,0,-0.927913567,-90
50000000,55703475,Hansel y Gretel: Cazadores de brujas,25.01.2013 00:00,88,6.1,170882,2013,1,0.1140695,10
28000000,71349120,Safe Haven,14.02.2013 00:00,115,6.7,87269,2013,1,1.548182857,150
130000000,122523060,G.I. Joe: Retaliation,28.03.2013 00:00,110,5.8,154740,2013,0,-0.057514923,-10
6000000,8828771,Movie 43,25.01.2013 00:00,94,4.3,85609,2013,1,0.471461833,50
50000000,25132228,Escape Plan,18.10.2013 00:00,115,6.7,192466,2013,0,-0.49735544,-50
110000000,61737191,Ender's Game,1.11.2013 00:00,114,6.7,197592,2013,0,-0.438752809,-40
22000000,11326836,Out of the Furnace,6.12.2013 00:00,116,6.8,90855,2013,0,-0.485143818,-50
5000000,27695246,Oculus,11.04.2014 00:00,104,6.5,95687,2013,1,4.5390492,450
26000000,49875291,Pain & Gain,26.04.2013 00:00,129,6.5,172482,2013,1,0.918280423,90
12000000,1702277,Stoker,5.04.2013 00:00,99,6.8,90922,2013,0,-0.858143583,-90
135000000,187168425,The Croods,22.03.2013 00:00,98,7.2,163313,2013,1,0.386432778,40
45000000,12050299,The Last Stand,18.01.2013 00:00,107,6.4,120452,2013,0,-0.732215578,-70
50000,68877,Coherence,6.08.2014 00:00,89,7.2,71677,2013,1,0.37754,40
120000000,132556852,The Wolverine,26.07.2013 00:00,126,6.7,364907,2013,1,0.104640433,10
35000000,66380662,Warm Bodies,1.02.2013 00:00,98,6.9,196631,2013,1,0.896590343,90
20000000,34341945,Texas Chainsaw 3D,4.01.2013 00:00,92,4.8,38083,2013,1,0.71709725,70
55000000,107100855,Captain Phillips,11.10.2013 00:00,134,7.8,354410,2013,1,0.947288273,90
2500000,6851969,The Spectacular Now,13.09.2013 00:00,95,7.1,119642,2013,1,1.7407876,170
103000000,112200072,The Hangover Part III,23.05.2013 00:00,100,5.9,245488,2013,1,0.089321087,10
58000000,44672764,The Internship,7.06.2013 00:00,119,6.3,169189,2013,0,-0.229779931,-20
215000000,89302115,The Lone Ranger,3.07.2013 00:00,150,6.5,194951,2013,0,-0.584641326,-60
215000000,234911825,Oz the Great and Powerful,8.03.2013 00:00,130,6.3,183680,2013,1,0.09261314,10
16000000,317125,Adore,25.10.2013 00:00,100,6.2,26214,2013,0,-0.980179688,-100
200000000,268492764,Monsters University,21.06.2013 00:00,104,7.3,258992,2013,1,0.34246382,30
4800000,778565,Sólo Dios perdona,20.09.2013 00:00,90,5.7,91897,2013,0,-0.837798958,-80
150000000,73103784,White House Down,28.06.2013 00:00,131,6.4,176922,2013,0,-0.51264144,-50
11000000,3452117,What If,15.08.2014 00:00,98,6.8,57422,2013,0,-0.686171182,-70
5000000,83586447,Insidious: Chapter 2,13.09.2013 00:00,106,6.6,123320,2013,1,15.7172894,1570
30000000,32172757,Side Effects,8.02.2013 00:00,106,7.1,157546,2013,1,0.072425233,10
90000000,68559554,Percy Jackson: Sea of Monsters,7.08.2013 00:00,106,5.9,93908,2013,0,-0.238227178,-20
84000000,53262560,RED 2,19.07.2013 00:00,116,6.7,136471,2013,0,-0.365921905,-40
8000000,16170632,Begin Again,11.07.2014 00:00,104,7.4,115851,2013,1,1.021329,100
38000000,42025135,Riddick,6.09.2013 00:00,119,6.4,134609,2013,1,0.105924605,10
40000000,26627201,The Host,29.03.2013 00:00,125,5.9,98678,2013,0,-0.334319975,-30
5000000,34321,Filth,24.04.2014 00:00,97,7.1,84261,2013,0,-0.9931358,-100
40000000,95001343,42,12.04.2013 00:00,128,7.5,71006,2013,1,1.375033575,140
92000000,67349198,A Good Day to Die Hard,14.02.2013 00:00,98,5.3,175817,2013,0,-0.2679435,-30
130000000,60522097,After Earth,31.05.2013 00:00,100,4.9,169422,2013,0,-0.534445408,-50
5000000,21501098,The Way Way Back,26.07.2013 00:00,103,7.4,124197,2013,1,3.3002196,330
175000000,38362475,47 Ronin,25.12.2013 00:00,119,6.3,125778,2013,0,-0.780785857,-80
18000000,33405481,Blue Jasmine,23.08.2013 00:00,98,7.3,164208,2013,1,0.855860056,90
30000000,116632095,Lee Daniels' The Butler,16.08.2013 00:00,132,7.2,94884,2013,1,2.8877365,290
22000000,19783777,Homefront,27.11.2013 00:00,100,6.5,90430,2013,0,-0.100737409,-10
25000000,37738503,August: Osage County,10.01.2014 00:00,121,7.2,73438,2013,1,0.50954012,50
195000000,65187603,Jack the Giant Slayer,1.03.2013 00:00,114,6.3,113861,2013,0,-0.6657046,-70
130000000,33618855,R.I.P.D.,19.07.2013 00:00,100,5.6,99230,2013,0,-0.741393423,-70
13000000,25682380,21 & Over,1.03.2013 00:00,93,5.9,64737,2013,1,0.975567692,100
30000000,10880926,Dead Man Down,8.03.2013 00:00,118,6.5,57854,2013,0,-0.637302467,-60
11000000,13235319,Inside Llewyn Davis,10.01.2014 00:00,104,7.5,109079,2013,1,0.203210818,20
20000000,8008161,Machete Kills,11.10.2013 00:00,107,5.6,64085,2013,0,-0.59959195,-60
7000000,1879534,Sólo los amantes sobreviven,17.04.2015 00:00,123,7.3,70934,2013,0,-0.731495143,-70
35000000,83301580,Saving Mr. Banks,20.12.2013 00:00,125,7.5,128240,2013,1,1.380045143,140
35000000,134506920,Identity Thief,8.02.2013 00:00,111,5.7,105070,2013,1,2.843054857,280
20000000,2319187,Trance,3.05.2013 00:00,101,7,99164,2013,0,-0.88404065,-90
61000000,75612460,2 Guns,2.08.2013 00:00,109,6.7,168840,2013,1,0.239548525,20
12000000,16117443,Jobs,16.08.2013 00:00,128,5.9,83258,2013,1,0.34312025,30
3000000,8114627,Before Midnight,14.06.2013 00:00,109,7.9,108281,2013,1,1.704875667,170
15000000,42930462,Snitch,22.02.2013 00:00,112,6.5,69553,2013,1,1.8620308,190
10000000,356582,Lovelace,20.09.2013 00:00,93,6.2,33357,2013,0,-0.9643418,-100
8000000,5841046,The Bling Ring,21.06.2013 00:00,90,5.6,72810,2013,0,-0.26986925,-30
35000000,21784432,The Big Wedding,26.04.2013 00:00,100,5.6,40708,2013,0,-0.377587657,-40
35000000,17609982,Parker,25.01.2013 00:00,118,6.2,97771,2013,0,-0.496857657,-50
19000000,21488481,The Book Thief,27.11.2013 00:00,131,7.6,108953,2013,1,0.130972684,10
50000000,127352707,Anchorman 2: The Legend Continues,18.12.2013 00:00,119,6.3,142452,2013,1,1.54705414,150
105000000,71017784,The Smurfs 2,31.07.2013 00:00,105,5.4,30631,2013,0,-0.323640152,-30
13000000,51872378,The Call,15.03.2013 00:00,100,6.7,95726,2013,1,2.990182923,300
1066167,258113,Blue Ruin,9.07.2014 00:00,90,7.1,51447,2013,0,-0.757905656,-80
30000000,22525921,The Incredible Burt Wonderstone,15.03.2013 00:00,100,5.9,63722,2013,0,-0.249135967,-20
8500000,219438,The Zero Theorem,19.08.2014 00:00,107,6.1,38378,2013,0,-0.974183765,-100
28000000,63914167,Last Vegas,1.11.2013 00:00,105,6.6,114125,2013,1,1.282648821,130
10900000,10726630,Belle,13.06.2014 00:00,100,7.4,23053,2013,0,-0.015905505,0
20000000,32015787,Scary Movie 5,12.04.2013 00:00,88,3.5,54324,2013,1,0.60078935,60
12000000,37707719,Philomena,27.11.2013 00:00,98,7.6,82660,2013,1,2.142309917,210
30000000,19316646,Runner Runner,4.10.2013 00:00,88,5.6,55262,2013,0,-0.3561118,-40
9000000,6263670,All Is Lost,7.11.2013 00:00,106,6.9,64524,2013,0,-0.304036667,-30
12000000,17654912,Nebraska,24.01.2014 00:00,115,7.7,97893,2013,1,0.471242667,50
50000,444098,Upstream Color,3.01.2014 00:00,96,6.7,25775,2013,1,7.88196,790
8000000,17536788,Enough Said,11.10.2013 00:00,93,7.1,52358,2013,1,1.1920985,120
28000000,1019038,Amores infieles,20.03.2015 00:00,137,6.4,22766,2013,0,-0.963605786,-100
100000000,107518682,Epic,24.05.2013 00:00,102,6.7,90501,2013,1,0.07518682,10
26000000,30664106,Delivery Man,22.11.2013 00:00,105,6.4,65081,2013,1,0.179388692,20
1500000,3447339,The To Do List,26.07.2013 00:00,104,5.8,32105,2013,1,1.298226,130
3500000,17411930,Dark Skies,22.02.2013 00:00,97,6.3,61914,2013,1,3.974837143,400
18000000,13362308,Labor Day,31.01.2014 00:00,111,6.9,35029,2013,0,-0.257649556,-30
20000000,34956,Redemption,23.08.2013 00:00,100,6.2,56365,2013,0,-0.9982522,-100
78000000,119793567,Cloudy with a Chance of Meatballs 2,27.09.2013 00:00,95,6.4,71615,2013,1,0.535814962,50
250000,49494,The Canyons,2.08.2013 00:00,99,3.9,9126,2013,0,-0.802024,-80
30000000,5209580,Se levanta el viento,21.02.2014 00:00,126,7.8,51601,2013,0,-0.826347333,-80
28000000,3254172,The Fifth Estate,18.10.2013 00:00,128,6.2,32623,2013,0,-0.883779571,-90
35000000,19701164,Broken City,18.01.2013 00:00,109,6.2,67526,2013,0,-0.4371096,-40
16000000,2013456,The Immigrant,23.05.2014 00:00,120,6.6,23805,2013,0,-0.874159,-90
900000,16097842,Fruitvale Station,26.07.2013 00:00,85,7.5,59913,2013,1,16.88649111,1689
18000000,4435083,Un pasado imborrable,23.05.2014 00:00,116,7.1,31065,2013,0,-0.7536065,-80
35000000,7376027,Paranoia,16.08.2013 00:00,106,5.7,30891,2013,0,-0.789256371,-80
40000000,29807260,Grudge Match,25.12.2013 00:00,113,6.4,50116,2013,0,-0.2548185,-30
15000000,331634,Diana,20.12.2013 00:00,113,5.5,16386,2013,0,-0.977891067,-100
135000000,83028128,Turbo,17.07.2013 00:00,96,6.5,67648,2013,0,-0.38497683,-40
2500000,40041683,A Haunted House,11.01.2013 00:00,86,5.1,37158,2013,1,15.0166732,1500
4000000,9039,The Sacrament,1.05.2014 00:00,99,6.1,13644,2013,0,-0.99774025,-100
50000000,90288712,Planes,9.08.2013 00:00,91,5.8,37338,2013,1,0.80577424,80
15000000,102003019,Bad Grandpa,25.10.2013 00:00,92,6.5,81683,2013,1,5.800201267,580
4000000,373375,Joe,11.04.2014 00:00,117,6.9,39431,2013,0,-0.90665625,-90
3300000,1359563,Gimme Shelter,29.10.2014 00:00,100,6.5,7082,2013,0,-0.588011212,-60
7000000,4288,Anna,24.01.2014 00:00,99,6.5,16817,2013,0,-0.999387429,-100
25000000,100144,Man of Tai Chi,5.07.2013 00:00,105,6.1,30477,2013,0,-0.99599424,-100
6500000,2268296,The East,28.06.2013 00:00,116,6.8,44425,2013,0,-0.651031385,-70
25500000,41229,Blood Ties,1.11.2013 00:00,127,6.5,16156,2013,0,-0.998383176,-100
8500000,6787,Welcome to the Punch,15.03.2013 00:00,99,6.1,28765,2013,0,-0.999201529,-100
5000000,40040,CBGB,11.10.2013 00:00,101,6.6,7038,2013,0,-0.991992,-100
10000000,652355,Parkland,2.10.2013 00:00,93,6.3,12682,2013,0,-0.9347645,-90
5000000,44467206,Instructions Not Included,6.09.2013 00:00,115,7.6,24412,2013,1,7.8934412,790
1000000,4231500,The Lunchbox,20.09.2013 00:00,104,7.8,36929,2013,1,3.2315,320
35000000,8323085,Mandela: Long Walk to Freedom,25.12.2013 00:00,141,7.1,23075,2013,0,-0.762197571,-80
38600000,6594959,The Grandmaster,30.08.2013 00:00,130,6.5,26489,2013,0,-0.82914614,-80
17000000,70525195,The Best Man Holiday,15.11.2013 00:00,123,6.7,12301,2013,1,3.148540882,310
30000000,1013945,Stalingrad,10.10.2013 00:00,131,5.6,13238,2013,0,-0.966201833,-100
12000000,261695,Life of Crime,29.08.2014 00:00,98,5.8,14145,2013,0,-0.978192083,-100
11000000,1330596,El pasado,7.08.2014 00:00,130,7.8,37148,2013,0,-0.879036727,-90
81000000,128261724,Kingsman: The Secret Service,13.02.2015 00:00,129,7.7,467659,2014,1,0.583478074,60
165000000,188020017,Interstellar,7.11.2014 00:00,169,8.6,1095553,2014,1,0.139515255,10
170000000,333176600,Guardians of the Galaxy,1.08.2014 00:00,121,8.1,791340,2014,1,0.959862353,100
15000000,25442958,Ex Machina,24.04.2015 00:00,108,7.7,355666,2014,1,0.6961972,70
61000000,167767189,Gone Girl,3.10.2014 00:00,149,8.1,660194,2014,1,1.750281787,180
20000000,43037835,John Wick,24.10.2014 00:00,101,7.3,355140,2014,1,1.15189175,120
25000000,59100318,The Grand Budapest Hotel,28.03.2014 00:00,99,8.1,550331,2014,1,1.36401272,140
3300000,13092000,Whiplash,23.01.2015 00:00,107,8.5,503754,2014,1,2.967272727,300
34000000,102427862,The Maze Runner,19.09.2014 00:00,113,6.8,344991,2014,1,2.012584176,200
6500000,84273813,Annabelle,3.10.2014 00:00,99,5.4,99635,2014,1,11.965202,1200
2000000,14673301,It Follows,27.03.2015 00:00,100,6.9,147224,2014,1,6.3366505,630
85000000,150947895,Divergent,21.03.2014 00:00,139,6.7,370154,2014,1,0.775857588,80
14000000,91125683,The Imitation Game,25.12.2014 00:00,114,8,547832,2014,1,5.508977357,550
170000000,208545589,Dawn of the Planet of the Apes,11.07.2014 00:00,130,7.6,355042,2014,1,0.226738759,20
178000000,100206256,Edge of Tomorrow,6.06.2014 00:00,113,7.9,486882,2014,0,-0.437043506,-40
55000000,101530738,The Equalizer,26.09.2014 00:00,132,7.2,254915,2014,1,0.846013418,80
210000000,245439076,Transformers: Age of Extinction,27.06.2014 00:00,165,5.7,263822,2014,1,0.168757505,20
50000000,191719337,22 Jump Street,13.06.2014 00:00,112,7.1,288814,2014,1,2.83438674,280
68000000,85817906,Fury,17.10.2014 00:00,134,7.6,341512,2014,1,0.262028029,30
12000000,124872350,The Fault in Our Stars,6.06.2014 00:00,126,7.8,280217,2014,1,9.406029167,940
18000000,42340598,Birdman or (The Unexpected Virtue of Ignorance),14.11.2014 00:00,119,7.8,455260,2014,1,1.352255444,140
8500000,32381218,Nightcrawler,31.10.2014 00:00,118,7.9,347271,2014,1,2.809555059,280
200000000,233921534,X-Men: Days of Future Past,23.05.2014 00:00,132,8,565997,2014,1,0.16960767,20
2000000,924279,The Babadook,28.11.2014 00:00,93,6.8,141407,2014,0,-0.5378605,-50
58800000,350126372,American Sniper,16.01.2015 00:00,133,7.3,362949,2014,1,4.954530136,500
170000000,259766572,Captain America: The Winter Soldier,4.04.2014 00:00,136,7.8,559974,2014,1,0.528038659,50
60000000,257760692,The Lego Movie,7.02.2014 00:00,100,7.8,274608,2014,1,3.296011533,330
1500000,55007,El payaso del mal,17.06.2016 00:00,100,5.7,16279,2014,0,-0.963328667,-100
40000000,126663600,Lucy,25.07.2014 00:00,89,6.4,363219,2014,1,2.16659,220
200000000,202853933,The Amazing Spider-Man 2,2.05.2014 00:00,142,6.7,352313,2014,1,0.014269665,0
165000000,222527828,Big Hero 6,7.11.2014 00:00,102,7.8,320396,2014,1,0.348653503,30
180000000,241410378,Maleficent,30.05.2014 00:00,97,7,275137,2014,1,0.341168767,30
125000000,101200044,Noah,28.03.2014 00:00,138,5.8,213644,2014,0,-0.190399648,-20
15000000,35893537,The Theory of Everything,26.11.2014 00:00,123,7.7,310187,2014,1,1.392902467,140
250000000,255119788,The Hobbit: The Battle of the Five Armies,17.12.2014 00:00,144,7.4,396797,2014,1,0.020479152,0
100000000,72688614,Hercules,25.07.2014 00:00,98,6,125393,2014,0,-0.27311386,-30
80000000,23219748,Pompeya,21.02.2014 00:00,100,5.5,92503,2014,0,-0.70975315,-70
125000000,337135885,The Hunger Games: Mockingjay - Part 1,21.11.2014 00:00,123,6.7,341715,2014,1,1.69708708,170
44000000,6105175,The Interview,24.12.2014 00:00,112,6.6,267070,2014,0,-0.861246023,-90
90000000,39322544,The Expendables 3,15.08.2014 00:00,126,6.1,141488,2014,0,-0.563082844,-60
3300000,3107072,Relatos salvajes,4.12.2014 00:00,122,8.1,118272,2014,0,-0.05846303,-10
25000000,45089048,El dador de recuerdos,15.08.2014 00:00,97,6.5,96205,2014,1,0.80356192,80
1600000,3333000,Entrevista con unos vampiros,13.02.2015 00:00,86,7.6,90970,2014,1,1.083125,110
110000000,106580051,300: Rise of an Empire,7.03.2014 00:00,102,6.2,242932,2014,0,-0.031090445,0
8000000,1410915,99 Homes,9.10.2015 00:00,112,7.1,22416,2014,0,-0.823635625,-80
40000000,83911193,The Other Woman,25.04.2014 00:00,109,6,113167,2014,1,1.097779825,110
160000000,200676069,Godzilla,16.05.2014 00:00,123,6.4,323734,2014,1,0.254225431,30
50000000,128002372,Into the Woods,25.12.2014 00:00,125,6,112609,2014,1,1.56004744,160
11000000,30640336,Chef,30.05.2014 00:00,114,7.3,156375,2014,1,1.785485091,180
140000000,65014513,Exodus: Gods and Kings,12.12.2014 00:00,150,6,140323,2014,0,-0.535610621,-50
40000000,43139300,A Million Ways to Die in the West,30.05.2014 00:00,116,6.1,147947,2014,1,0.0784825,10
65000000,13757804,Sin City: A Dame to Kill For,22.08.2014 00:00,102,6.5,126091,2014,0,-0.788341477,-80
70000000,56280355,Dracula Untold,10.10.2014 00:00,92,6.3,152210,2014,0,-0.195994929,-20
65000000,115637895,Unbroken,25.12.2014 00:00,137,7.2,117590,2014,1,0.779044538,80
95000000,17223265,Seventh Son,6.02.2015 00:00,102,5.5,61441,2014,0,-0.818702474,-80
1000000,31537320,Unfriended,17.04.2015 00:00,83,5.6,52922,2014,1,30.53732,3050
48000000,89256424,Búsqueda implacable 3,9.01.2015 00:00,109,6,149069,2014,1,0.859508833,90
40000000,46294610,Blended,23.05.2014 00:00,117,6.5,96218,2014,1,0.15736525,20
26000000,26761283,The Best of Me,17.10.2014 00:00,118,6.7,51322,2014,1,0.029280115,0
4000000,25379975,Boyhood,15.08.2014 00:00,165,7.9,293068,2014,1,5.34499375,530
65000000,85911262,Annie,19.12.2014 00:00,118,5.3,28204,2014,1,0.321711723,30
40000000,38543473,Sex Tape,18.07.2014 00:00,94,5.1,92074,2014,0,-0.036413175,0
20000000,8110975,Inherent Vice,9.01.2015 00:00,148,6.7,72027,2014,0,-0.59445125,-60
1000000,9168,Honeymoon,12.09.2014 00:00,87,5.7,20262,2014,0,-0.990832,-100
60000000,50577412,Jack Ryan: Shadow Recruit,17.01.2014 00:00,105,6.2,105471,2014,0,-0.157043133,-20
15000000,37880356,Wild,19.12.2014 00:00,115,7.1,98839,2014,1,1.525357067,150
3000000,1821983,Tusk,19.09.2014 00:00,102,5.4,35556,2014,0,-0.392672333,-40
66000000,43577636,Need for Speed,14.03.2014 00:00,132,6.5,145738,2014,0,-0.339732788,-30
50000000,50151543,The Book of Life,17.10.2014 00:00,95,7.3,51976,2014,1,0.00303086,0
18000000,150157400,Neighbors,9.05.2014 00:00,97,6.3,242874,2014,1,7.342077778,730
100000000,58607007,RoboCop,12.02.2014 00:00,117,6.2,193792,2014,0,-0.41392993,-40
127000000,113746621,Night at the Museum: Secret of the Tomb,19.12.2014 00:00,98,6.2,78239,2014,0,-0.104357315,-10
12600000,10724389,The Drop,12.09.2014 00:00,106,7.1,119833,2014,0,-0.148858016,-10
11000000,50474843,If I Stay,22.08.2014 00:00,107,6.8,95609,2014,1,3.588622091,360
