,budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,title,year_released
842,10500000,26325256,Houseguest,6.01.1995 00:00,113,5.9,4716,1995,1,1.507167238,150,17207,tt0110066,Houseguest,2.688562,Houseguest,1995
843,15000000,12201255,Hideaway,3.03.1995 00:00,106,5.3,5398,1995,0,-0.186583,-20,27303,tt0113303,Hideaway,8.182165,Hideaway,1995
844,6400000,6849998,Never Talk to Strangers,20.10.1995 00:00,86,5.1,5483,1995,1,0.070312188,10,48781,tt0113965,Never Talk to Strangers,7.506958,Never Talk to Strangers,1995
845,8000000,2763020,Dr. Jekyll and Ms. Hyde,25.08.1995 00:00,100,4.4,2379,1995,0,-0.6546225,-70,37019,tt0112895,Dr. Jekyll and Ms. Hyde,1.341723,Dr. Jekyll and Ms. Hyde,1995
846,14000000,2474000,Jefferson in Paris,31.03.1995 00:00,139,5.7,2535,1995,0,-0.823285714,-80,87729,tt0113463,Jefferson in Paris,1.596058,Jefferson in Paris,1995
847,5000000,3565508,New Jersey Drive,19.04.1995 00:00,98,6.7,2341,1995,0,-0.2868984,-30,39310,tt0113967,New Jersey Drive,0.629955,New Jersey Drive,1995
848,4000000,258195,An Awfully Big Adventure,21.07.1995 00:00,112,6,2273,1995,0,-0.93545125,-90,22279,tt0112427,An Awfully Big Adventure,0.922958,An Awfully Big Adventure,1995
849,23000000,5750110,Beyond Rangoon,25.08.1995 00:00,100,6.6,4306,1995,0,-0.749995217,-70,1873,tt0112495,Beyond Rangoon,2.04189,Beyond Rangoon,1995
850,3000000,294991,Rumpelstiltskin,24.11.1995 00:00,87,4.4,1935,1995,0,-0.901669667,-90,28229,tt0114306,Rumpelstiltskin,1.279968,Rumpelstiltskin,1995
851,11000000,2832826,The Perez Family,12.05.1995 00:00,100,6.1,1847,1995,0,-0.742470364,-70,63020,tt0114113,The Perez Family,1.433544,The Perez Family,1995
852,6000000,5093707,Top Dog,28.04.1995 00:00,86,4.1,2629,1995,0,-0.151048833,-20,36278,tt0114697,Top Dog,1.557791,Top Dog,1995
853,2000000,1204430,Mute Witness,15.09.1995 00:00,95,6.8,4634,1995,0,-0.397785,-40,48787,tt0110604,Mute Witness,2.466066,Mute Witness,1995
854,8000000,493007,The Grass Harp,11.10.1996 00:00,107,7.2,3093,1995,0,-0.938374125,-90,46732,tt0113211,The Grass Harp,0.365418,The Grass Harp,1996
855,22000000,12100000,Roommates,3.03.1995 00:00,108,6.4,1509,1995,0,-0.45,-50,161495,tt0114296,Roommates,3.395867,Roommates,1995
856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
857,3500000,16501785,Trainspotting,9.08.1996 00:00,94,8.2,530849,1996,1,3.714795714,370,627,tt0117951,Trainspotting,19.348466,Trainspotting,1996
858,7000000,24611975,Fargo,5.04.1996 00:00,98,8.1,500735,1996,1,2.515996429,250,275,tt0116282,Fargo,12.61469,Fargo,1996
859,14000000,103046663,Scream,20.12.1996 00:00,111,7.2,238628,1996,1,6.360475929,640,4232,tt0117571,Scream,13.326443,Scream,1996
860,19000000,25753840,From Dusk Till Dawn,19.01.1996 00:00,108,7.3,236890,1996,1,0.355465263,40,755,tt0116367,From Dusk Till Dawn,15.339153,From Dusk Till Dawn,1996
861,75000000,306169255,Independence Day,3.07.1996 00:00,145,7,461225,1996,1,3.082256733,310,602,tt0116629,Independence Day,17.634197,Independence Day,1996
862,14500000,46351345,Romeo + Juliet,1.11.1996 00:00,120,6.8,180239,1996,1,2.196644483,220,454,tt0117509,Romeo + Juliet,11.774061,Romeo + Juliet,1996
863,12000000,38624000,Happy Gilmore,16.02.1996 00:00,92,7,166846,1996,1,2.218666667,220,9614,tt0116483,Happy Gilmore,9.592265,Happy Gilmore,1996
864,44000000,49100000,Sleepers,18.10.1996 00:00,147,7.6,163662,1996,1,0.115909091,10,819,tt0117665,Sleepers,9.198283,Sleepers,1996
865,27000000,78651430,The English Patient,6.12.1996 00:00,162,7.4,152610,1996,1,1.913015926,190,409,tt0116209,The English Patient,15.564161,The English Patient,1996
866,50000000,153952592,Jerry Maguire,13.12.1996 00:00,139,7.3,204244,1996,1,2.07905184,210,9390,tt0116695,Jerry Maguire,11.807601,Jerry Maguire,1996
867,15000000,24881000,The Craft,3.05.1996 00:00,101,6.3,62195,1996,1,0.658733333,70,9100,tt0115963,The Craft,12.860385,The Craft,1996
868,80000000,180981856,Mission: Impossible,22.05.1996 00:00,110,7.1,323291,1996,1,1.2622732,130,954,tt0117060,Mission: Impossible,15.793477,Mission: Impossible,1996
869,30000000,56116183,Primal Fear,3.04.1996 00:00,129,7.7,144847,1996,1,0.870539433,90,1592,tt0117381,Primal Fear,10.326213,Primal Fear,1996
870,80000000,90463534,Space Jam,15.11.1996 00:00,88,6.3,124368,1996,1,0.130794175,10,2300,tt0117705,Space Jam,11.054251,Space Jam,1996
871,75000000,134069511,The Rock,7.06.1996 00:00,136,7.4,274324,1996,1,0.78759348,80,9802,tt0117500,The Rock,13.249824,The Rock,1996
872,40000000,108766007,A Time to Kill,24.07.1996 00:00,149,7.4,108790,1996,1,1.719150175,170,1645,tt0117913,A Time to Kill,13.309013,A Time to Kill,1996
873,70000000,37771017,Mars Attacks!,13.12.1996 00:00,106,6.3,183327,1996,0,-0.460414043,-50,75,tt0116996,Mars Attacks!,15.63424,Mars Attacks!,1996
874,4000000,16675000,Hellraiser: Bloodline,8.03.1996 00:00,85,5.1,15579,1996,1,3.16875,320,8766,tt0116514,Hellraiser: Bloodline,5.263187,Hellraiser: Bloodline,1996
875,36000000,20191312,The People vs. Larry Flynt,10.01.1997 00:00,129,7.3,76047,1996,0,-0.439130222,-40,1630,tt0117318,The People vs. Larry Flynt,9.178371,The People vs. Larry Flynt,1997
876,31000000,124060553,The Birdcage,8.03.1996 00:00,117,7,66577,1996,1,3.001953323,300,11000,tt0115685,The Birdcage,6.49968,The Birdcage,1996
877,25000000,7340103,The Crucible,27.11.1996 00:00,124,6.8,30726,1996,0,-0.70639588,-70,20539,tt0115988,The Crucible,9.412825,The Crucible,1996
878,26000000,25809813,That Thing You Do!,4.10.1996 00:00,108,6.9,53448,1996,0,-0.007314885,0,9591,tt0117887,That Thing You Do!,8.685761,That Thing You Do!,1996
879,890000,24475416,Sling Blade,14.03.1997 00:00,135,8,76760,1996,1,26.50046742,2650,12498,tt0117666,Sling Blade,9.475693,Sling Blade,1997
880,55000000,56569216,Executive Decision,15.03.1996 00:00,133,6.4,43393,1996,1,0.0285312,0,2320,tt0116253,Executive Decision,13.106291,Executive Decision,1996
881,45000000,53854588,Tin Cup,16.08.1996 00:00,135,6.3,40040,1996,1,0.196768622,20,10478,tt0117918,Tin Cup,6.24966,Tin Cup,1996
882,7000000,560069,Bottle Rocket,21.02.1996 00:00,91,7.1,58644,1996,0,-0.919990143,-90,13685,tt0115734,Bottle Rocket,6.904831,Bottle Rocket,1996
883,15000000,26757000,Bio-Dome,12.01.1996 00:00,88,4.4,22728,1996,1,0.7838,80,9536,tt0115683,Bio-Dome,6.387469,Bio-Dome,1996
884,75000000,136189294,101 Dalmatians,27.11.1996 00:00,103,5.7,81872,1996,1,0.815857253,80,11674,tt0115433,101 Dalmatians,11.470748,101 Dalmatians,1996
885,3800000,20109115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,12.01.1996 00:00,89,6.6,40789,1996,1,4.291872368,430,10607,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,11.700115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996
886,27000000,24944213,Kingpin,26.07.1996 00:00,113,6.9,67115,1996,0,-0.076140259,-10,11543,tt0116778,Kingpin,11.633347,Kingpin,1996
887,38000000,28934758,James and the Giant Peach,12.04.1996 00:00,79,6.7,52633,1996,0,-0.238559,-20,10539,tt0116683,James and the Giant Peach,13.217623,James and the Giant Peach,1996
888,40000000,33109743,Striptease,28.06.1996 00:00,115,4.3,36876,1996,0,-0.172256425,-20,9879,tt0117765,Striptease,11.341502,Striptease,1996
889,26000000,105489203,The First Wives Club,20.09.1996 00:00,103,6.2,34686,1996,1,3.057277038,310,2925,tt0116313,The First Wives Club,10.177303,The First Wives Club,1996
890,8500000,15171475,Thinner,25.10.1996 00:00,93,5.7,22170,1996,1,0.784879412,80,10280,tt0117894,Thinner,4.856229,Thinner,1996
891,57000000,51367375,DragonHeart,31.05.1996 00:00,103,6.4,82032,1996,0,-0.098817982,-10,8840,tt0116136,DragonHeart,23.63659,DragonHeart,1996
892,47000000,60240295,The Cable Guy,14.06.1996 00:00,96,6.1,130570,1996,1,0.281708404,30,9894,tt0115798,The Cable Guy,7.586577,The Cable Guy,1996
893,10000000,4573330,Stealing Beauty,14.06.1996 00:00,118,6.6,21747,1996,0,-0.542667,-50,14553,tt0117737,Stealing Beauty,6.418805,Stealing Beauty,1996
894,50000000,25477365,Escape from L.A.,9.08.1996 00:00,101,5.7,58556,1996,0,-0.4904527,-50,10061,tt0116225,Escape from L.A.,12.229381,Escape from L.A.,1996
895,65000000,33328051,The Long Kiss Goodnight,11.10.1996 00:00,121,6.7,63699,1996,0,-0.487260754,-50,11412,tt0116908,The Long Kiss Goodnight,14.482345,The Long Kiss Goodnight,1996
896,100000000,101295562,Eraser,21.06.1996 00:00,115,6.1,90008,1996,1,0.01295562,0,9268,tt0116213,Eraser,6.919314,Eraser,1996
897,45000000,20100000,Multiplicity,17.07.1996 00:00,117,6,26196,1996,0,-0.553333333,-60,9304,tt0117108,Multiplicity,8.768806,Multiplicity,1996
898,9000000,36049108,Set It Off,6.11.1996 00:00,123,6.8,11203,1996,1,3.005456444,300,9400,tt0117603,Set It Off,6.85606,Set It Off,1996
899,25000000,14048372,The Arrival,31.05.1996 00:00,115,6.3,27641,1996,0,-0.43806512,-40,10547,tt0115571,The Arrival,6.497591,The Arrival,1996
900,4100000,11881039,Big Night,20.09.1996 00:00,109,7.3,13983,1996,1,1.89781439,190,18203,tt0115678,Big Night,2.702973,Big Night,1996
901,60000000,60573641,Jingle All the Way,22.11.1996 00:00,89,5.5,74318,1996,1,0.009560683,0,9279,tt0116705,Jingle All the Way,7.898202,Jingle All the Way,1996
902,31000000,25785603,Down Periscope,1.03.1996 00:00,92,6,18045,1996,0,-0.168206355,-20,9101,tt0116130,Down Periscope,5.184977,Down Periscope,1996
903,55000000,50047179,Evita,10.01.1997 00:00,135,6.3,30484,1996,0,-0.090051291,-10,8818,tt0116250,Evita,6.709803,Evita,1997
904,32000000,104636382,Phenomenon,3.07.1996 00:00,123,6.4,66920,1996,1,2.269886938,229,9294,tt0117333,Phenomenon,5.575992,Phenomenon,1996
905,23000000,12782508,Marvin's Room,28.02.1997 00:00,98,6.7,21695,1996,0,-0.444238783,-40,9819,tt0116999,Marvin's Room,5.307984,Marvin's Room,1997
906,46000000,59031057,Courage Under Fire,12.07.1996 00:00,116,6.6,43118,1996,1,0.283283848,30,10684,tt0115956,Courage Under Fire,11.595316,Courage Under Fire,1996
907,20000000,9714482,Everyone Says I Love You,17.01.1997 00:00,101,6.8,31731,1996,0,-0.5142759,-50,9716,tt0116242,Everyone Says I Love You,9.649113,Everyone Says I Love You,1997
908,3000000,222559,Hard Eight,28.02.1997 00:00,102,7.3,31261,1996,0,-0.925813667,-90,8052,tt0119256,Hard Eight,7.04756,Hard Eight,1997
909,3300000,2961991,Basquiat,9.08.1996 00:00,108,6.9,16846,1996,0,-0.10242697,-10,549,tt0115632,Basquiat,4.797674,Basquiat,1996
910,3500000,9449219,She's the One,23.08.1996 00:00,96,6,14689,1996,1,1.699776857,170,11363,tt0117628,She's the One,10.827266,She's the One,1996
911,18000000,26906039,Spy Hard,24.05.1996 00:00,81,5.3,31561,1996,1,0.494779944,50,10535,tt0117723,Spy Hard,8.202057,Spy Hard,1996
912,8000000,3594848,The Trigger Effect,30.08.1996 00:00,94,5.7,5195,1996,0,-0.550644,-60,58770,tt0117965,The Trigger Effect,9.028947,The Trigger Effect,1996
913,30000000,21600000,The Quest,26.04.1996 00:00,95,5.5,20369,1996,0,-0.28,-30,9103,tt0117420,The Quest,7.941972,The Quest,1996
914,13000000,5587855,Bordello of Blood,16.08.1996 00:00,87,5.3,11251,1996,0,-0.570165,-60,9431,tt0117826,Bordello of Blood,3.450402,Bordello of Blood,1996
915,4000000,2923982,Waiting for Guffman,31.01.1997 00:00,84,7.6,23604,1996,0,-0.2690045,-30,16448,tt0118111,Waiting for Guffman,8.130999,Waiting for Guffman,1997
916,28000000,11092559,Michael Collins,25.10.1996 00:00,133,7.1,25719,1996,0,-0.603837179,-60,1770,tt0117039,Michael Collins,6.728199,Michael Collins,1996
917,38000000,10300000,White Squall,2.02.1996 00:00,129,6.6,18875,1996,0,-0.728947368,-70,10534,tt0118158,White Squall,9.568604,White Squall,1996
918,4500000,13417292,Secrets & Lies,28.02.1997 00:00,136,8,30816,1996,1,1.981620444,200,11159,tt0117589,Secrets & Lies,11.223572,Secrets & Lies,1997
919,5000000,13269963,Lone Star,21.06.1996 00:00,135,7.5,24495,1996,1,1.6539926,170,26748,tt0116905,Lone Star,9.069963,Lone Star,1996
920,20000000,18876581,Kazaam,17.07.1996 00:00,93,2.8,20357,1996,0,-0.05617095,-10,11511,tt0116756,Kazaam,8.962892,Kazaam,1996
921,13000000,17883659,The Crow: City of Angels,30.08.1996 00:00,84,4.5,16707,1996,1,0.375666077,40,10546,tt0115986,The Crow: City of Angels,6.554679,The Crow: City of Angels,1996
922,36000000,13052741,Ghosts of Mississippi,3.01.1997 00:00,130,6.7,8989,1996,0,-0.637423861,-60,31908,tt0116410,Ghosts of Mississippi,15.50082,Ghosts of Mississippi,1997
923,29000000,11500000,Mulholland Falls,26.04.1996 00:00,107,6.2,13725,1996,0,-0.603448276,-60,10990,tt0117107,Mulholland Falls,5.79463,Mulholland Falls,1996
924,45000000,20100000,The Glimmer Man,4.10.1996 00:00,91,5.3,16419,1996,0,-0.553333333,-60,9625,tt0116421,The Glimmer Man,5.918737,The Glimmer Man,1996
925,42000000,41252428,The Mirror Has Two Faces,15.11.1996 00:00,126,6.5,12186,1996,0,-0.017799333,0,25189,tt0117057,The Mirror Has Two Faces,4.803721,The Mirror Has Two Faces,1996
926,15000000,21397954,A Very Brady Sequel,23.08.1996 00:00,90,5.6,8733,1996,1,0.426530267,40,12606,tt0118073,A Very Brady Sequel,9.898696,A Very Brady Sequel,1996
927,60000000,51088705,Up Close & Personal,1.03.1996 00:00,124,6.1,11967,1996,0,-0.148521583,-10,9302,tt0118055,Up Close & Personal,3.402749,Up Close & Personal,1996
928,40000000,48102795,The Preacher's Wife,13.12.1996 00:00,123,5.5,9355,1996,1,0.202569875,20,21539,tt0117372,The Preacher's Wife,4.182641,The Preacher's Wife,1996
929,12000000,63071133,Beavis and Butt-Head Do America,20.12.1996 00:00,81,6.8,45369,1996,1,4.25592775,430,3179,tt0115641,Beavis and Butt-Head Do America,8.855685,Beavis and Butt-Head Do America,1996
930,13000000,4611624,Joe's Apartment,26.07.1996 00:00,80,5.4,11119,1996,0,-0.645259692,-60,11962,tt0116707,Joe's Apartment,9.490858,Joe's Apartment,1996
931,7000000,1055525,Bad Moon,1.11.1996 00:00,80,5.7,4339,1996,0,-0.849210714,-80,49763,tt0115610,Bad Moon,2.661026,Bad Moon,1996
932,13000000,26539321,Harriet the Spy,10.07.1996 00:00,100,5.9,8449,1996,1,1.041486231,100,38223,tt0116493,Harriet the Spy,4.086563,Harriet the Spy,1996
933,8000000,34746109,A Thin Line Between Love and Hate,3.04.1996 00:00,108,5.7,3427,1996,1,3.343263625,330,28121,tt0117891,A Thin Line Between Love and Hate,2.256747,A Thin Line Between Love and Hate,1996
934,7000000,14891000,Flirting with Disaster,12.04.1996 00:00,92,6.8,15795,1996,1,1.127285714,110,2074,tt0116324,Flirting with Disaster,5.579088,Flirting with Disaster,1996
935,44000000,22754725,The Juror,2.02.1996 00:00,118,5.6,14796,1996,0,-0.482847159,-50,9623,tt0116731,The Juror,6.010579,The Juror,1996
936,39000000,30356793,Sgt. Bilko,29.03.1996 00:00,93,5.7,18726,1996,0,-0.221620692,-20,9099,tt0117608,Sgt. Bilko,5.70904,Sgt. Bilko,1996
937,25000000,14502483,Maximum Risk,13.09.1996 00:00,101,5.4,16973,1996,0,-0.41990068,-40,10861,tt0117011,Maximum Risk,7.370163,Maximum Risk,1996
938,30000000,8289972,Larger Than Life,1.11.1996 00:00,93,5.6,5757,1996,0,-0.7236676,-70,34170,tt0116823,Larger Than Life,3.521921,Larger Than Life,1996
939,21500000,22294341,My Fellow Americans,20.12.1996 00:00,101,6.5,12809,1996,1,0.036946093,0,17795,tt0117119,My Fellow Americans,3.863894,My Fellow Americans,1996
940,25000000,15094530,The Adventures of Pinocchio,26.07.1996 00:00,90,5.3,4408,1996,0,-0.3962188,-40,18975,tt0115472,The Adventures of Pinocchio,7.523528,The Adventures of Pinocchio,1996
941,7000000,405144,Jude,18.10.1996 00:00,123,7,9046,1996,0,-0.942122286,-90,25147,tt0116722,Jude,3.379677,Jude,1996
942,47000000,5600000,Mary Reilly,23.02.1996 00:00,108,5.8,12455,1996,0,-0.880851064,-90,9095,tt0117002,Mary Reilly,12.866139,Mary Reilly,1996
943,8000000,5612586,The Pallbearer,3.05.1996 00:00,98,5,7080,1996,0,-0.29842675,-30,23570,tt0117283,The Pallbearer,8.174116,The Pallbearer,1996
944,38000000,17305211,Extreme Measures,27.09.1996 00:00,118,6.1,14855,1996,0,-0.544599711,-50,11306,tt0116259,Extreme Measures,4.990506,Extreme Measures,1996
945,1300000,695229,Trees Lounge,11.10.1996 00:00,95,7.2,11933,1996,0,-0.465208462,-50,27845,tt0117958,Trees Lounge,3.464286,Trees Lounge,1996
946,3000000,153155,Citizen Ruth,13.12.1996 00:00,106,7,6170,1996,0,-0.948948333,-90,13891,tt0115906,Citizen Ruth,2.225234,Citizen Ruth,1996
947,35000000,8797839,Before and After,23.02.1996 00:00,108,6.1,7142,1996,0,-0.748633171,-70,43566,tt0115645,Before and After,2.938293,Before and After,1996
948,24000000,6288000,Ed,15.03.1996 00:00,94,2.6,7497,1996,0,-0.738,-70,32308,tt0116165,Ed,5.174212,Ed,1996
949,50000000,14551359,The Chamber,11.10.1996 00:00,113,6,11040,1996,0,-0.70897282,-70,6346,tt0115862,The Chamber,3.998494,The Chamber,1996
950,15000000,2409225,Lawnmower Man 2: Beyond Cyberspace,12.01.1996 00:00,93,2.4,8315,1996,0,-0.839385,-80,11525,tt0116839,Lawnmower Man 2: Beyond Cyberspace,2.49535,Lawnmower Man 2: Beyond Cyberspace,1996
951,40000000,20200000,City Hall,16.02.1996 00:00,111,6.2,17531,1996,0,-0.495,-50,11062,tt0115907,City Hall,4.807223,City Hall,1996
952,23000000,11567023,Alaska,14.08.1996 00:00,109,5.7,4485,1996,0,-0.497085957,-50,36344,tt0115493,Alaska,2.318141,Alaska,1996
953,25000000,17100000,Fled,19.07.1996 00:00,98,5.3,7433,1996,0,-0.316,-30,18550,tt0116320,Fled,3.906949,Fled,1996
954,12000000,4903000,Girl 6,22.03.1996 00:00,108,5,5191,1996,0,-0.591416667,-60,61752,tt0116414,Girl 6,4.405169,Girl 6,1996
955,2309723,49620,Curdled,27.09.1996 00:00,88,5.9,4334,1996,0,-0.978516904,-100,12241,tt0115994,Curdled,2.781581,Curdled,1996
956,22000000,1075288,Blood and Wine,21.02.1997 00:00,101,6.1,8184,1996,0,-0.951123273,-100,31640,tt0115710,Blood and Wine,8.409956,Blood and Wine,1997
957,25000000,5005000,Heaven's Prisoners,17.05.1996 00:00,132,5.7,4467,1996,0,-0.7998,-80,36915,tt0116508,Heaven's Prisoners,9.264679,Heaven's Prisoners,1996
958,30000000,31356117,Eddie,31.05.1996 00:00,100,5.1,7525,1996,1,0.0452039,0,11107,tt0116168,Eddie,3.09233,Eddie,1996
959,8000000,80026,Mad Dog Time,8.11.1996 00:00,93,5.5,2423,1996,0,-0.98999675,-100,66034,tt0116953,Mad Dog Time,0.768894,Mad Dog Time,1996
960,25000000,2415593,The Stupids,30.08.1996 00:00,94,4.1,5840,1996,0,-0.90337628,-90,16299,tt0117768,The Stupids,1.751457,The Stupids,1996
961,25000000,10070000,Mrs. Winterbourne,19.04.1996 00:00,105,6.2,6054,1996,0,-0.5972,-60,40001,tt0117104,Mrs. Winterbourne,9.1861,Mrs. Winterbourne,1996
962,5000000,326308,Albino Alligator,17.01.1997 00:00,97,6.1,6912,1996,0,-0.9347384,-90,8744,tt0115495,Albino Alligator,2.363293,Albino Alligator,1997
963,500000,502313,Manny & Lo,26.07.1996 00:00,88,6.7,1549,1996,1,0.004626,0,88224,tt0116985,Manny & Lo,1.143656,Manny & Lo,1996
964,17000000,3308758,Carpool,23.08.1996 00:00,89,4.9,3658,1996,0,-0.805367176,-80,23945,tt0115836,Carpool,3.714049,Carpool,1996
965,6000000,392362,Mother Night,1.11.1996 00:00,114,7.2,4412,1996,0,-0.934606333,-90,20318,tt0117093,Mother Night,6.038784,Mother Night,1996
966,16000000,2002000,Surviving Picasso,20.09.1996 00:00,125,6.4,6117,1996,0,-0.874875,-90,41843,tt0117791,Surviving Picasso,2.167132,Surviving Picasso,1996
967,24000000,592871,Two Much,15.03.1996 00:00,118,5.4,4729,1996,0,-0.975297042,-100,46029,tt0118001,Two Much,1.620174,Two Much,1996
968,30000000,4357000,Bogus,6.09.1996 00:00,110,5.3,5409,1996,0,-0.854766667,-90,3587,tt0115725,Bogus,2.523605,Bogus,1996
969,19000000,1353824,Kansas City,16.08.1996 00:00,116,6.3,3727,1996,0,-0.928746105,-90,22479,tt0116745,Kansas City,5.130136,Kansas City,1996
970,5000000,4635344,If Lucy Fell,8.03.1996 00:00,92,4.9,3510,1996,0,-0.0729312,-10,10324,tt0116606,If Lucy Fell,2.891918,If Lucy Fell,1996
971,7000000,106606,The Secret Agent,8.11.1996 00:00,95,5.8,1986,1996,0,-0.984770571,-100,47199,tt0117582,The Secret Agent,2.943911,The Secret Agent,1996
972,6000000,12643776,The Spitfire Grill,6.09.1996 00:00,117,6.9,4971,1996,1,1.107296,110,47907,tt0117718,The Spitfire Grill,1.19589,The Spitfire Grill,1996
973,10000000,138433435,Good Will Hunting,9.01.1998 00:00,126,8.3,675871,1997,1,12.8433435,1280,489,tt0119217,Good Will Hunting,15.064833,Good Will Hunting,1998
974,93000000,63540020,The Fifth Element,9.05.1997 00:00,126,7.7,371054,1997,0,-0.316773978,-30,18,tt0119116,The Fifth Element,24.30526,The Fifth Element,1997
975,105000000,54814377,Starship Troopers,7.11.1997 00:00,129,7.2,235069,1997,0,-0.477958314,-50,563,tt0120201,Starship Troopers,14.412644,Starship Troopers,1997
976,90000000,100920329,Contact,11.07.1997 00:00,150,7.4,217655,1997,1,0.121336989,10,686,tt0118884,Contact,14.374866,Contact,1997
977,75000000,101117573,Con Air,6.06.1997 00:00,115,6.8,239462,1997,1,0.348234307,30,1701,tt0118880,Con Air,11.545982,Con Air,1997
978,15000000,26400640,Boogie Nights,31.10.1997 00:00,155,7.9,201945,1997,1,0.760042667,80,4995,tt0118749,Boogie Nights,7.595679,Boogie Nights,1997
979,90000000,250690539,Men in Black,2.07.1997 00:00,98,7.3,438633,1997,1,1.785450433,180,607,tt0119654,Men in Black,15.781024,Men in Black,1997
980,35000000,64616940,L.A. Confidential,19.09.1997 00:00,138,8.3,448833,1997,1,0.846198286,80,2118,tt0119488,L.A. Confidential,10.989442,L.A. Confidential,1997
981,125000000,107325195,Batman & Robin,20.06.1997 00:00,125,3.7,202339,1997,0,-0.14139844,-10,415,tt0118688,Batman & Robin,17.038824,Batman & Robin,1997
982,80000000,112225777,Face/Off,27.06.1997 00:00,138,7.3,302052,1997,1,0.402822213,40,754,tt0119094,Face/Off,11.467391,Face/Off,1997
983,50000000,48323648,The Game,12.09.1997 00:00,129,7.8,285147,1997,0,-0.03352704,0,2649,tt0119174,The Game,14.825587,The Game,1997
984,36000000,12339633,Gattaca,24.10.1997 00:00,106,7.8,238316,1997,0,-0.657232417,-70,782,tt0119177,Gattaca,12.89312,Gattaca,1997
985,57000000,60984028,The Devil's Advocate,17.10.1997 00:00,144,7.5,279086,1997,1,0.069895228,10,1813,tt0118971,The Devil's Advocate,10.920124,The Devil's Advocate,1997
986,17000000,72586134,I Know What You Did Last Summer,17.10.1997 00:00,101,5.6,112994,1997,1,3.269772588,330,3597,tt0119345,I Know What You Did Last Summer,7.417157,I Know What You Did Last Summer,1997
987,12000000,39673162,Jackie Brown,25.12.1997 00:00,154,7.5,257809,1997,1,2.306096833,229,184,tt0119396,Jackie Brown,16.415498,Jackie Brown,1997
988,73000000,229086679,The Lost World: Jurassic Park,23.05.1997 00:00,129,6.5,305054,1997,1,2.138173685,210,330,tt0119567,The Lost World: Jurassic Park,0.788123,The Lost World: Jurassic Park,1997
989,60000000,26673242,Event Horizon,15.08.1997 00:00,96,6.7,130640,1997,0,-0.555445967,-60,8413,tt0119081,Event Horizon,11.335072,Event Horizon,1997
990,110000000,125332007,Tomorrow Never Dies,19.12.1997 00:00,119,6.5,157749,1997,1,0.139381882,10,714,tt0120347,Tomorrow Never Dies,17.159576,Tomorrow Never Dies,1997
991,35000000,41909762,Donnie Brasco,28.02.1997 00:00,127,7.8,239317,1997,1,0.197421771,20,9366,tt0119008,Donnie Brasco,12.201954,Donnie Brasco,1997
992,50000000,148478011,As Good as It Gets,25.12.1997 00:00,139,7.7,238028,1997,1,1.96956022,200,2898,tt0119822,As Good as It Gets,9.374049,As Good as It Gets,1997
993,17000000,53883989,Austin Powers: International Man of Mystery,2.05.1997 00:00,94,7,193479,1997,1,2.169646412,220,816,tt0118655,Austin Powers: International Man of Mystery,11.749159,Austin Powers: International Man of Mystery,1997
994,45000000,181410615,Liar Liar,21.03.1997 00:00,86,6.8,237870,1997,1,3.031347,300,1624,tt0119528,Liar Liar,10.102471,Liar Liar,1997
995,116000000,67127760,Dante's Peak,7.02.1997 00:00,108,5.9,67277,1997,0,-0.421312414,-40,9619,tt0118928,Dante's Peak,7.240753,Dante's Peak,1997
996,20000000,35422828,Selena,21.03.1997 00:00,127,6.7,20575,1997,1,0.7711414,80,16052,tt0120094,Selena,7.390306,Selena,1997
997,40000000,54967359,Spawn,1.08.1997 00:00,96,5.2,56225,1997,1,0.374183975,40,10336,tt0120177,Spawn,11.366417,Spawn,1997
998,46000000,127120029,My Best Friend's Wedding,20.06.1997 00:00,105,6.3,106240,1997,1,1.763478891,180,8874,tt0119738,My Best Friend's Wedding,4.678572,My Best Friend's Wedding,1997
999,24000000,101363301,Scream 2,12.12.1997 00:00,120,6.1,133216,1997,1,3.223470875,320,4233,tt0120082,Scream 2,11.264845,Scream 2,1997
1000,45000000,65885767,Anaconda,11.04.1997 00:00,89,4.7,79593,1997,1,0.464128156,50,9360,tt0118615,Anaconda,14.386089,Anaconda,1997
1001,1300000,19820,Gummo,24.11.1997 00:00,89,6.7,26360,1997,0,-0.984753846,-100,18415,tt0119237,Gummo,5.148375,Gummo,1997
1002,36000000,44175394,Amistad,25.12.1997 00:00,155,7.3,60668,1997,1,0.227094278,20,11831,tt0118607,Amistad,2.263584,Amistad,1997
1003,55000000,105263257,George of the Jungle,16.07.1997 00:00,92,5.4,60243,1997,1,0.9138774,90,10603,tt0119190,George of the Jungle,9.559685,George of the Jungle,1997
1004,85000000,172956409,Air Force One,25.07.1997 00:00,124,6.5,155674,1997,1,1.034781282,100,9772,tt0118571,Air Force One,12.173291,Air Force One,1997
1005,30000000,25480490,Mimic,22.08.1997 00:00,105,5.9,39195,1997,0,-0.150650333,-20,4961,tt0119675,Mimic,9.128905,Mimic,1997
