,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released
2131,22000000,Paramount Pictures,USA,Other,Comedy,12482775,The Weather Man,R,28.10.2005 00:00,102,6.6,Nicolas Cage,71722,Steve Conrad,2005,0,-0.432601136,-40,FALSE,6963,tt0384680,The Weather Man,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",8.345866,Dave Spritz is about to take his best shot . . . at life,The Weather Man,"Comedy, Drama","cs, en","DE, US","new york, chicago, midlife crisis, television, daughter, father, weatherman, terminal illness, wettermann",2005
2132,14200000,Other,Other,Other,Drama,78378,Manderlay,NOT RATED,24.11.2006 00:00,139,7.4,Bryce Dallas Howard,19714,Lars von Trier,2005,0,-0.994480423,-100,FALSE,1951,tt0342735,Manderlay,"In 1933, after leaving Dogville, Grace Margaret Mulligan sees a slave being punished at a cotton farm called Manderlay. Officially slavery is illegal and Grace stands up against the owners of the farm. She stays with some gangsters in Manderlay and tries to influence the situation. But when harvest time comes Grace sees the social and economic reality of Manderlay.",4.568999,Liberation. Whether They Want It Or Not.,Manderlay,Drama,en,"DK, FR, DE, IT, NL, SE, GB","southern usa, slavery, duringcreditsstinger",2006
2133,4000000,Other,USA,Other,Comedy,1325073,Thumbsucker,R,7.10.2005 00:00,96,6.6,Lou Taylor Pucci,19354,Walter Kirn,2005,0,-0.66873175,-70,FALSE,1546,tt0318761,Thumbsucker,"Justin, a teenager boy, throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.",5.884228,,Thumbsucker,"Comedy, Drama",en,US,"becoming an adult, thumb, first time, hypnosis, thumb sucking, attention deficit hyperactivity disorder (adhd), elocution, high school, independent film, teenage crush, youth, family",2005
2134,80000000,Other,Other,Other,Action,1891821,A Sound of Thunder,PG-13,2.09.2005 00:00,102,4.2,Edward Burns,17129,Ray Bradbury,2005,0,-0.976352238,-100,FALSE,10077,tt0318081,A Sound of Thunder,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",4.980191,Some Rules Should Never Be Broken.,A Sound of Thunder,"Thriller, Science Fiction, Adventure, Action","en, zh","CZ, DE, GB, US","dying and death, time travel, romance, dinosaur",2005
2135,10000000,Universal Pictures,Other,Other,Drama,56386759,White Noise,PG-13,7.01.2005 00:00,101,5.5,Michael Keaton,43523,Niall Johnson,2005,1,4.6386759,459,FALSE,11804,tt0375210,White Noise,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",6.143324,The line separating the living from the dead has been crossed.,White Noise,"Drama, Horror, Thriller",en,"CA, GB, US","wheelchair, time, voice, inspector, supernatural, loss, remote control, lifting person in air, paranormal phenomena, death, waterfront, audio cassette, logbook, electronic voice phenomena, near miss, bedridden",2005
2136,30000000,Other,USA,Other,Drama,251495,Dominion: Prequel to the Exorcist,R,20.05.2005 00:00,117,5.3,Stellan Skarsgård,8626,William Wisher,2005,0,-0.991616833,-100,FALSE,12700,tt0449086,Dominion: Prequel to the Exorcist,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, a disabled and terribly injured local boy befriends Merrin and his condition begins to radically and implausibly improve. Is it a miracle from God, or something more sinister?",7.892677,"Go back before the beginning, to the place where evil was born.",Dominion: Prequel to the Exorcist,"Horror, Thriller",en,US,"africa, exorcism, nazis, faith, prequel, remake, priest, satan, church, archaeologist, crisis of faith, archaeological dig",2005
2137,4000000,Other,Other,Other,Adventure,864959,Mirrormask,PG,3.03.2006 00:00,101,6.9,Stephanie Leonidas,20947,Neil Gaiman,2005,0,-0.78376025,-80,FALSE,14517,tt0366780,Mirrormask,"In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home",5.354783,The Other Side of Reason. The Other Side of Fate. The Other Side of Truth.,Mirrormask,Fantasy,en,"GB, US","fictional place, dream, fantasy",2006
2138,9000000,New Line Cinema,USA,Other,Comedy,18761993,The Upside of Anger,R,1.04.2005 00:00,100,6.9,Joan Allen,19715,Mike Binder,2005,1,1.084665889,110,FALSE,11354,tt0365885,The Upside of Anger,"After her husband runs off with his secretary, Terry Wolfmeyer is left to fend for herself -- and her four daughters. As she hits rock bottom, Terry finds a friend and drinking buddy in next-door neighbor Denny, a former baseball player. As the two grow closer, and her daughters increasingly rely on Denny, Terry starts to have reservations about where their relationship is headed.",4.307106,Sometimes what tears us apart helps us put it back together.,The Upside of Anger,"Comedy, Drama",en,US,"sex, lie, college, funeral, friendship, grief, neighbor, marijuana, anger, alcoholic, drunk, flashback, dysfunctional",2005
2139,169000,Summit Entertainment,Other,Other,Comedy,1618957,Keeping Mum,R,6.10.2006 00:00,99,6.8,Rowan Atkinson,29722,Richard Russo,2005,1,8.579627219,860,FALSE,9687,tt0444653,Keeping Mum,A pastor preoccupied with writing the perfect sermon fails to realize that his wife is having an affair and his children are up to no good.,5.742659,Some family secrets are best kept...buried.,Keeping Mum,Comedy,en,GB,"golf, planned murder, killer, housekeeper, extramarital affair, family conflict",2006
2140,14000000,Other,Other,Other,Horror,16298046,An American Haunting,PG-13,5.05.2006 00:00,83,5,Donald Sutherland,22973,Brent Monahan,2005,1,0.164146143,20,FALSE,10008,tt0429573,An American Haunting,Based on the true events of the only case in US History where a spirit caused the death of a man.,5.026855,Possession Knows No Bounds,An American Haunting,"Horror, Thriller",en,"GB, US","witch, independent film, curse, suitor, family",2006
2141,2000000,Other,USA,Other,Comedy,3885134,Me and You and Everyone We Know,R,5.08.2005 00:00,91,7.3,John Hawkes,32369,Miranda July,2005,1,0.942567,90,FALSE,1382,tt0415978,Me and You and Everyone We Know,"The feature film debut by artist Miranda July about a various comic situations and plots that intertwine. One story line is about a father who is ending his marriage and the other story is of a video artist (possibly autobiographical of Miranda July, also played by her) who is desperately trying to get her work in a modern art museum. The film won Caméra d'Or at Cannes.",9.0744,,Me and You and Everyone We Know,"Comedy, Drama",en,US,"brother brother relationship, playground, independent film, sex talk, art gallery, separation, self mutilation, shoe salesman, chat session, female artist, meeting on the internet, hope chest, woman director",2005
2142,3800000,Other,USA,Other,Horror,167723,Tamara,R,3.02.2006 00:00,98,5.2,Jenna Dewan Tatum,8649,Jeffrey Reddick,2005,0,-0.955862368,-100,FALSE,10263,tt0401815,Tamara,"Tamara, an unattractive girl who is picked on by her peers, returns after her death as a sexy seductress to enact revenge.",3.743679,Revenge has a killer body.,Tamara,"Fantasy, Horror, Thriller",en,US,"vampire, dying and death, high school, revenge",2006
2143,20000000,Other,Other,Other,Comedy,11034436,Mrs Henderson Presents,R,17.02.2006 00:00,103,7.1,Judi Dench,14000,David Rose,2005,0,-0.4482782,-40,FALSE,10773,tt0413015,Mrs Henderson Presents,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris",4.133619,,Mrs Henderson Presents,"Comedy, Drama",en,GB,"world war ii, widow, musical, theatre milieu, nacktrevue, variety",2006
2144,16000000,Other,Other,Other,Drama,1666262,The White Countess,PG-13,9.06.2006 00:00,135,6.7,Ralph Fiennes,5569,Kazuo Ishiguro,2005,0,-0.895858625,-90,FALSE,18840,tt0384686,The White Countess,"The last movie from the team of Ismail Merchant, James Ivory, and Kazuo Ishiguro. Set in 1930s Shanghai, ""The White Countess"" is both Sofia (Natasha Richardson), a fallen member of the Russian aristocracy, and a nightclub created by a blind American diplomat named Jackson (Ralph Fiennes), who asks Sofia to be the centerpiece of the world he wants to create.",5.080754,,The White Countess,"Drama, History, Family, Romance","en, fr, zh, ru, es","CN, DE, RU, GB, US",,2006
2145,35000000,Other,Other,Other,Animation,19447478,Valiant,G,19.08.2005 00:00,76,5.6,Ewan McGregor,17195,George Webster,2005,0,-0.444357771,-40,FALSE,14175,tt0361089,Valiant,"The animated comedy tells the story of a lowly wood pigeon named Valiant, who overcomes his small size to become a hero in Great Britain's Royal Air Force Homing Pigeon Service during World War II. The RHPS advanced the Allied cause by flying vital messages about enemy movements across the English Channel, whilst evading brutal attacks by the enemy's Falcon Brigade.",11.836827,"Some pigeons eat crumbs, others make history.",Valiant,"Animation, Family, Adventure",en,GB,"animation, animal, 3d",2005
2146,3000000,Other,Other,Other,Crime,2912363,Tsotsi,R,31.03.2006 00:00,94,7.3,Presley Chweneyagae,25853,Gavin Hood,2005,0,-0.029212333,0,FALSE,868,tt0468565,Tsotsi,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",6.081201,In this world... Redemption comes just once.,Tsotsi,"Crime, Drama","af, xh, zu",ZA,"slum, baby, fight, nudity, leader, johannesburg, police, love, friends, murder, gang, teenager, violence, criminal, hijack",2006
2147,6800000,Other,USA,Other,Comedy,49526,The Chumscrubber,R,5.10.2006 00:00,108,7,Jamie Bell,16769,Arie Posin,2005,0,-0.992716765,-100,FALSE,13919,tt0406650,The Chumscrubber,"The Chumscrubber is a dark comedy about the lives of people who live in upper-class suburbia. It all begins when Dean Stiffle finds the body of his friend, Troy. He doesn't bother telling any of the adults because he knows they won't care. Everyone in town is too self consumed to worry about anything else than themselves. And everybody is on some form of drug just to get through their days.",4.465962,Fear. Trust. Love.,The Chumscrubber,"Comedy, Drama",en,"DE, US","suicide, father son relationship, surreal, independent film, parallel world",2006
2148,7500000,Other,USA,Other,Action,143615,Man-Thing,R,21.04.2005 00:00,105,4,Jack Thompson,5119,Steve Gerber,2005,0,-0.980851333,-100,FALSE,18882,tt0290747,Man-Thing,"Agents of an oil tycoon vanish while exploring a swamp marked for drilling. The local sheriff investigates and faces a Seminole legend come to life: Man-Thing, a shambling swamp-monster whose touch burns those who feel fear.",6.11959,The Nature of Fear,Man-Thing,"Action, Horror, Science Fiction",en,"AU, US","monster, swamp, marvel comic",2005
2149,3500000,Other,USA,Other,Comedy,101228,Winter Passing,R,15.06.2006 00:00,100,6.4,Ed Harris,7539,Adam Rapp,2005,0,-0.971077714,-100,FALSE,14256,tt0380817,Winter Passing,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",4.456904,Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,"Comedy, Drama",en,US,"independent film, book editor",2006
2150,2500000,Other,USA,Other,Comedy,247141,Marilyn Hotchkiss' Ballroom Dancing & Charm School,PG-13,12.01.2006 00:00,100,6.6,Robert Carlyle,2382,Randall Miller,2005,0,-0.9011436,-90,FALSE,53905,tt0409034,Marilyn Hotchkiss' Ballroom Dancing & Charm School,"Writer-director Randall Miller's heart-achingly sweet drama centers on the unsatisfying personal life of protagonist Frank Keane (Robert Carlyle), a sensitive baker who remains deeply despondent over his late wife's untimely death. When Frank helps a stranger (John Goodman) who's sidelined by a fatal accident on his way to a fateful reunion, he decides to show up for the rendezvous in the man's place. In the process, he finds hope and redemption.",7.113961,"When destiny leads, love follows.",Marilyn Hotchkiss' Ballroom Dancing & Charm School,"Comedy, Drama, Romance",en,US,musical,2006
2151,40000000,Touchstone Pictures,USA,Other,Drama,53089891,The Prestige,PG-13,20.10.2006 00:00,130,8.5,Christian Bale,943597,Jonathan Nolan,2006,1,0.327247275,30,FALSE,1124,tt0482571,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",16.94556,Are You Watching Closely?,The Prestige,"Drama, Mystery, Thriller",en,US,"competition, secret, obsession, magic, dying and death, class society, illusion, tricks, hostility, class, rivalry",2006
2152,90000000,Warner Bros.,USA,Other,Crime,132384315,The Departed,R,6.10.2006 00:00,151,8.5,Leonardo DiCaprio,962185,William Monahan,2006,1,0.470936833,50,FALSE,1422,tt0407887,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",18.515448,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,"Drama, Thriller, Crime","en, cn","HK, US","undercover, boston, police, friends, mafia, undercover cop, mobster, mole, state police, police training, realtor",2006
2153,65000000,Warner Bros.,USA,Other,Action,210614939,300,R,9.03.2007 00:00,117,7.7,Gerard Butler,648211,Zack Snyder,2006,1,2.240229831,220,FALSE,1271,tt0416449,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",18.108408,"Spartans, prepare for glory!",300,"Action, Adventure, War",en,US,"evisceration, javelin, shield, army, fall from height, ancient world, s.a.t., minions",2007
2154,225000000,Walt Disney Pictures,USA,Other,Action,423315812,Pirates of the Caribbean: Dead Man's Chest,PG-13,7.07.2006 00:00,151,7.3,Johnny Depp,567704,Ted Elliott,2006,1,0.881403609,90,FALSE,58,tt0383574,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",29.455314,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,"Adventure, Fantasy, Action","en, tr, el, zh",US,"witch, fortune teller, bondage, exotic island, monster, captain, card game, east india trading company, compass, ship, daughter, pirate, swashbuckler, aftercreditsstinger",2006
2155,76000000,Universal Pictures,USA,Other,Drama,35552383,Children of Men,R,5.01.2007 00:00,109,7.9,Julianne Moore,391981,Alfonso Cuarón,2006,0,-0.532205487,-50,FALSE,9693,tt0206634,Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",14.114606,The future's a thing of the past.,Children of Men,"Drama, Action, Thriller, Science Fiction",en,"GB, US","police state, hippie, rebel, miracle, future, dystopia, chaos, aging, childlessness, faith, survival, birth, dying",2007
2156,40000000,Other,USA,Other,Action,50866635,Apocalypto,R,8.12.2006 00:00,139,7.8,Gerardo Taracena,252584,Mel Gibson,2006,1,0.271665875,30,FALSE,1579,tt0472043,Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",7.735233,No one can outrun their destiny.,Apocalypto,"Action, Adventure, Drama, Thriller",en,US,"loss of family, solar eclipse, slavery, jaguar, village, maya civilization, forest, tribe, human sacrifice, central america, maya, ancient civilization, yucatec maya language",2006
2157,35000000,Fox 2000 Pictures,USA,Other,Comedy,124740460,The Devil Wears Prada,PG-13,30.06.2006 00:00,109,6.8,Anne Hathaway,308388,Aline Brosh McKenna,2006,1,2.564013143,260,FALSE,350,tt0458352,The Devil Wears Prada,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,13.102384,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,The Devil Wears Prada,"Comedy, Drama, Romance","en, fr",US,"paris, journalist, journalism, world of fasion, fashion journal, assistant, job entrant, job interview, editor-in-chief",2006
2158,120000000,Other,USA,Other,Animation,244082982,Cars,G,9.06.2006 00:00,117,7.1,Owen Wilson,292006,John Lasseter,2006,1,1.03402485,100,FALSE,920,tt0317219,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",18.907948,Ahhh... it's got that new movie smell.,Cars,"Animation, Adventure, Comedy, Family","en, it, ja, yi",US,"car race, car journey, auto, route 66, wrecker, porsche, retirement, media, friendship, sport, rural setting, anthropomorphism, los angeles, road movie, aftercreditsstinger, duringcreditsstinger",2006
2159,55000000,Columbia Pictures Corporation,USA,Other,Biography,163566459,The Pursuit of Happyness,PG-13,15.12.2006 00:00,117,8,Will Smith,369367,Steve Conrad,2006,1,1.973935618,200,FALSE,1402,tt0454921,The Pursuit of Happyness,"The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",20.981716,,The Pursuit of Happyness,Drama,"en, cn",US,"san francisco, single parent, homeless person, bus, worker, homelessness, work, church service, bad luck, biography, salesman, stockbroker",2006
2160,8000000,Fox Searchlight Pictures,USA,Other,Comedy,59891098,Little Miss Sunshine,R,18.08.2006 00:00,101,7.8,Steve Carell,381001,Michael Arndt,2006,1,6.48638725,650,FALSE,773,tt0449059,Little Miss Sunshine,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",5.320117,A family on the verge of a breakdown,Little Miss Sunshine,"Comedy, Drama",en,US,"california, brother sister relationship, wife husband relationship, family's daily life, oscar award, highway, professor for literature, beauty contest, beauty queen contest, road trip, family relationships, family holiday, road movie, woman director, beauty pageant",2006
2161,700000,Other,USA,Other,Drama,2694973,Half Nelson,R,22.09.2006 00:00,106,7.2,Ryan Gosling,75238,Ryan Fleck,2006,1,2.849961429,280,FALSE,7859,tt0468489,Half Nelson,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.",12.155115,Secrets don't let go.,Half Nelson,Drama,en,US,"date, ex-girlfriend, bicycle, crack, independent film",2006
2162,85000000,Columbia Pictures,USA,Other,Comedy,63224849,The Holiday,PG-13,8.12.2006 00:00,138,6.9,Kate Winslet,197811,Nancy Meyers,2006,0,-0.256178247,-30,FALSE,1581,tt0457939,The Holiday,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.",14.043416,It's Christmas Eve and we are going to go celebrate being young and being alive.,The Holiday,"Comedy, Romance",en,"GB, US","holiday, london england, film making, christmas party, country house, room exchange, surrey, romantic comedy, los angeles, multiple storylines, woman director, christmas",2006
2163,20000000,DreamWorks,USA,Other,Comedy,2339735,She's the Man,PG-13,17.03.2006 00:00,105,6.4,Amanda Bynes,125579,Ewan Leslie,2006,0,-0.88301325,-90,FALSE,9655,tt0454945,She's the Man,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",6.916201,"If you wanna chase your dream, sometimes you gotta break the rules.",She's the Man,"Comedy, Drama, Family, Romance",en,US,"roommate, twin sister, sport, boarding school, twin brother, mistaken identity, soccer, teenager, teen comedy, tomboy, fake identity, disguised voice, the big game",2006
2164,85000000,Universal Pictures,USA,Other,Action,62514415,The Fast and the Furious: Tokyo Drift,PG-13,16.06.2006 00:00,104,6,Lucas Black,199003,Chris Morgan,2006,0,-0.264536294,-30,FALSE,9615,tt0463985,The Fast and the Furious: Tokyo Drift,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",2.238808,"On the streets of Tokyo, speed needs no translation...",The Fast and the Furious: Tokyo Drift,"Action, Crime, Drama, Thriller","en, ja","JP, US","car race, car journey, car mechanic, auto, car garage, auto-tuning, drifting, car, automobile racing",2006
2165,125000000,Columbia Pictures,USA,Ron Howard,Mystery,217536138,The Da Vinci Code,PG-13,19.05.2006 00:00,149,6.6,Tom Hanks,345008,Akiva Goldsman,2006,1,0.740289104,70,FALSE,591,tt0382625,The Da Vinci Code,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",18.566706,Seek the truth.,The Da Vinci Code,"Thriller, Mystery","en, fr, la, es","US, MT, FR, GB","paris, holy grail, christianity, monk, based on novel, zurich, secret society, louvre, curator, symbologist, opus dei, heresy, mona lisa, freemason, conspiracy, pentagram, tomb, catholicism, cryptologist, iconography, albino, sect",2006
2166,35000000,Fox 2000 Pictures,USA,Ridley Scott,Comedy,7458269,A Good Year,PG-13,10.11.2006 00:00,117,6.9,Russell Crowe,76333,Marc Klein,2006,0,-0.7869066,-80,FALSE,9726,tt0401445,A Good Year,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",7.82187,Everything matures... eventually.,A Good Year,"Comedy, Drama, Romance","en, fr, ru",US,"provence, wine cellar, vineyard, wine garden, wine, winegrower",2006
2167,45000000,Universal Pictures,USA,Spike Lee,Crime,88513495,Inside Man,R,24.03.2006 00:00,129,7.6,Denzel Washington,290361,Russell Gewirtz,2006,1,0.966966556,100,FALSE,388,tt0454848,Inside Man,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",13.393548,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,Inside Man,"Crime, Drama, Thriller","en, sq",US,"bank manager, kidnapping, nazi background, document, ultimatum, court case, heist, financial transactions",2006
2168,25000000,Paramount Pictures,Other,Other,Drama,34302837,Babel,R,10.11.2006 00:00,143,7.5,Brad Pitt,257380,Guillermo Arriaga,2006,1,0.37211348,40,FALSE,1164,tt0449467,Babel,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",12.60853,If You Want to be Understood...Listen,Babel,Drama,"ar, en, es, fr, ja, ru","FR, JP, MX, US","terror, loss of mother, gun, morocco, deaf-mute, san diego, ecstasy, illegal immigration, first time, nanny, daughter, bullet wound, ensemble cast",2006
2169,10000000,Other,USA,Other,Horror,80238724,Saw III,R,27.10.2006 00:00,108,6.2,Tobin Bell,152336,Leigh Whannell,2006,1,7.0238724,700,FALSE,214,tt0489270,Saw III,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",14.938035,Suffering? You Haven't Seen Anything Yet...,Saw III,"Horror, Thriller, Crime",en,US,"brain tumor, nudity, suffocation, mutilation, severed foot, famous theme, shot in the face",2006
2170,16000000,New Line Cinema,USA,Other,Horror,39517763,The Texas Chainsaw Massacre: The Beginning,R,6.10.2006 00:00,91,5.9,Jordana Brewster,59869,Sheldon Turner,2006,1,1.469860188,150,FALSE,10781,tt0420294,The Texas Chainsaw Massacre: The Beginning,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",10.516112,What you know about fear... doesn't even come close.,The Texas Chainsaw Massacre: The Beginning,Horror,en,US,"mass murder, planned murder, chain saw, sadism, knife, psychopath, prequel, murder, gore, serial killer, blood, leatherface, slaughterhouse, slasher, chainsaw, torture, cruelty, series of murders, violence, cannibal, severed foot, severed hand",2006
2171,17000000,Universal Pictures,Other,Other,Action,35662731,Smokin' Aces,R,26.01.2007 00:00,109,6.7,Jeremy Piven,125910,Joe Carnahan,2006,1,1.097807706,110,FALSE,7516,tt0475394,Smokin' Aces,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",7.906434,Nobody gets away clean.,Smokin' Aces,"Action, Comedy, Crime, Thriller",en,"FR, GB, US","neo-nazi, gun, sniper, fbi, hitman, bodyguard, to shoot dead, police, dark comedy, shootout, gangster, drug, female corpse",2007
2172,24000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Drama,70270943,Rocky Balboa,PG,20.12.2006 00:00,102,7.2,Sylvester Stallone,174575,Sylvester Stallone,2006,1,1.927955958,190,FALSE,1246,tt0479143,Rocky Balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",11.697604,It ain't over 'til it's over.,Rocky Balboa,Drama,"en, es",US,"philadelphia, transporter, fight, love of one's life, publicity, boxer, grave, tombstone, tv station, boxing match, comeback, training, restaurant owner, world champion, challenger, virtual fight, defeat, victory, cancer, over-the-hill fighter",2006
2173,70000000,Columbia Pictures Corporation,USA,Other,Comedy,137355633,Click,PG-13,23.06.2006 00:00,107,6.4,Adam Sandler,263834,Steve Koren,2006,1,0.962223329,100,FALSE,9339,tt0389860,Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,9.796552,What If You Had A Remote... That Controlled Your Universe?,Click,"Comedy, Drama, Fantasy, Romance","en, pt, ja",US,"regret, workaholic, heart attack, architect, dying and death, time travel, remote control, children, liposuction, hospital, wedding, dog, second chance, alternate reality, fatherhood, obese",2006
2174,52000000,Universal Pictures,USA,Other,Comedy,118703275,The Break-Up,PG-13,2.06.2006 00:00,106,5.8,Jennifer Aniston,108341,Jeremy Garelick,2006,1,1.282755288,130,FALSE,9767,tt0452594,The Break-Up,"Cohabitating couple Gary and Brooke find their once-blissful romance on the rocks when petty spats about lemons and dirty dishes mushroom into an all-out battle for custody of their upscale Chicago condo. An escalating argument ensues as Gary and Brooke continue to live under the same roof, all while cooking up schemes to drive each other off the premises.",6.327193,. . . pick a side.,The Break-Up,"Romance, Comedy",en,US,"bowling, chicago, american football, flat, baseball, new love, tour guide, break-up, art gallery, argument, pool table, watching tv, ex-boyfriend ex-girlfriend relationship, dinner party, condominium",2006
2175,75000000,Touchstone Pictures,USA,Other,Action,64038616,Deja Vu,PG-13,22.11.2006 00:00,126,7,Denzel Washington,258182,Bill Marsilii,2006,0,-0.146151787,-10,FALSE,202744,tt0089065,Deja Vu,"A choreographer who believes that he was reincarnated believes that his present wife possesses the soul of his wife in his previous wife, a ballerina.",0.427129,Their passion crosses the boundaries of time.,Deja Vu,Drama,,GB,"fire, medium, reincarnation, supernatural, murder, tragic love, fiancé fiancée relationship, spiritualist, ballerina",2006
